season,season_year,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2019/20,2019,championship,Maccabi Tel Aviv,Hapoel Haifa,2,0,2,H,3,0
2019/20,2019,championship,Maccabi Tel Aviv,Hapoel Tel Aviv,3,0,3,H,3,0
2019/20,2019,championship,Maccabi Tel Aviv,Maccabi Haifa,2,0,2,H,3,0
2020/21,2020,championship,Maccabi Haifa,Maccabi Tel Aviv,1,1,0,D,1,1
2020/21,2020,championship,Maccabi Haifa,F.C. Ashdod,2,0,2,H,3,0
2020/21,2020,championship,Maccabi Haifa,Hapoel Be'er Sheva,3,2,1,H,3,0
2020/21,2020,championship,Maccabi Haifa,Maccabi Petah Tikva,1,1,0,D,1,1
2020/21,2020,championship,Maccabi Haifa,Ironi Kiryat Shmona,4,0,4,H,3,0
2020/21,2020,championship,Maccabi Tel Aviv,Maccabi Haifa,2,2,0,D,1,1
2020/21,2020,championship,Maccabi Tel Aviv,F.C. Ashdod,1,1,0,D,1,1
2020/21,2020,championship,Maccabi Tel Aviv,Hapoel Be'er Sheva,2,1,1,H,3,0
2020/21,2020,championship,Maccabi Tel Aviv,Maccabi Petah Tikva,3,1,2,H,3,0
2020/21,2020,championship,Maccabi Tel Aviv,Ironi Kiryat Shmona,2,2,0,D,1,1
2020/21,2020,championship,F.C. Ashdod,Maccabi Haifa,0,3,-3,A,0,3
2020/21,2020,championship,F.C. Ashdod,Maccabi Tel Aviv,1,2,-1,A,0,3
2020/21,2020,championship,F.C. Ashdod,Hapoel Be'er Sheva,2,2,0,D,1,1
2020/21,2020,championship,F.C. Ashdod,Maccabi Petah Tikva,0,0,0,D,1,1
2020/21,2020,championship,F.C. Ashdod,Ironi Kiryat Shmona,1,1,0,D,1,1
2020/21,2020,championship,Hapoel Be'er Sheva,Maccabi Haifa,1,1,0,D,1,1
2020/21,2020,championship,Hapoel Be'er Sheva,Maccabi Tel Aviv,1,1,0,D,1,1
2020/21,2020,championship,Hapoel Be'er Sheva,F.C. Ashdod,1,2,-1,A,0,3
2020/21,2020,championship,Hapoel Be'er Sheva,Maccabi Petah Tikva,2,0,2,H,3,0
2020/21,2020,championship,Hapoel Be'er Sheva,Ironi Kiryat Shmona,3,2,1,H,3,0
2020/21,2020,championship,Maccabi Petah Tikva,Maccabi Haifa,1,2,-1,A,0,3
2020/21,2020,championship,Maccabi Petah Tikva,Maccabi Tel Aviv,0,3,-3,A,0,3
2020/21,2020,championship,Maccabi Petah Tikva,F.C. Ashdod,1,3,-2,A,0,3
2020/21,2020,championship,Maccabi Petah Tikva,Hapoel Be'er Sheva,0,0,0,D,1,1
2020/21,2020,championship,Maccabi Petah Tikva,Ironi Kiryat Shmona,2,0,2,H,3,0
2020/21,2020,championship,Ironi Kiryat Shmona,Maccabi Haifa,1,1,0,D,1,1
2020/21,2020,championship,Ironi Kiryat Shmona,Maccabi Tel Aviv,2,0,2,H,3,0
2020/21,2020,championship,Ironi Kiryat Shmona,F.C. Ashdod,1,1,0,D,1,1
2020/21,2020,championship,Ironi Kiryat Shmona,Hapoel Be'er Sheva,1,1,0,D,1,1
2020/21,2020,championship,Ironi Kiryat Shmona,Maccabi Petah Tikva,1,2,-1,A,0,3
2021/22,2021,championship,Maccabi Haifa,Hapoel Be'er Sheva,2,0,2,H,3,0
2021/22,2021,championship,Maccabi Haifa,Maccabi Tel Aviv,1,3,-2,A,0,3
2021/22,2021,championship,Maccabi Haifa,Maccabi Netanya,4,0,4,H,3,0
2021/22,2021,championship,Maccabi Haifa,Hapoel Tel Aviv,3,0,3,H,3,0
2021/22,2021,championship,Maccabi Haifa,Bnei Sakhnin,1,0,1,H,3,0
2021/22,2021,championship,Hapoel Be'er Sheva,Maccabi Haifa,1,0,1,H,3,0
2021/22,2021,championship,Hapoel Be'er Sheva,Maccabi Tel Aviv,1,0,1,H,3,0
2021/22,2021,championship,Hapoel Be'er Sheva,Maccabi Netanya,4,1,3,H,3,0
2021/22,2021,championship,Hapoel Be'er Sheva,Hapoel Tel Aviv,2,2,0,D,1,1
2021/22,2021,championship,Hapoel Be'er Sheva,Bnei Sakhnin,3,1,2,H,3,0
2021/22,2021,championship,Maccabi Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2021/22,2021,championship,Maccabi Tel Aviv,Hapoel Be'er Sheva,1,1,0,D,1,1
2021/22,2021,championship,Maccabi Tel Aviv,Maccabi Netanya,2,1,1,H,3,0
2021/22,2021,championship,Maccabi Tel Aviv,Hapoel Tel Aviv,5,0,5,H,3,0
2021/22,2021,championship,Maccabi Tel Aviv,Bnei Sakhnin,0,0,0,D,1,1
2021/22,2021,championship,Maccabi Netanya,Maccabi Haifa,3,0,3,H,3,0
2021/22,2021,championship,Maccabi Netanya,Hapoel Be'er Sheva,3,0,3,H,3,0
2021/22,2021,championship,Maccabi Netanya,Maccabi Tel Aviv,1,1,0,D,1,1
2021/22,2021,championship,Maccabi Netanya,Hapoel Tel Aviv,0,0,0,D,1,1
2021/22,2021,championship,Maccabi Netanya,Bnei Sakhnin,3,0,3,H,3,0
2021/22,2021,championship,Hapoel Tel Aviv,Maccabi Haifa,0,2,-2,A,0,3
2021/22,2021,championship,Hapoel Tel Aviv,Hapoel Be'er Sheva,2,1,1,H,3,0
2021/22,2021,championship,Hapoel Tel Aviv,Maccabi Tel Aviv,0,2,-2,A,0,3
2021/22,2021,championship,Hapoel Tel Aviv,Maccabi Netanya,2,0,2,H,3,0
2021/22,2021,championship,Hapoel Tel Aviv,Bnei Sakhnin,2,1,1,H,3,0
2021/22,2021,championship,Bnei Sakhnin,Maccabi Haifa,0,3,-3,A,0,3
2021/22,2021,championship,Bnei Sakhnin,Hapoel Be'er Sheva,1,1,0,D,1,1
2021/22,2021,championship,Bnei Sakhnin,Maccabi Tel Aviv,1,0,1,H,3,0
2021/22,2021,championship,Bnei Sakhnin,Maccabi Netanya,1,1,0,D,1,1
2021/22,2021,championship,Bnei Sakhnin,Hapoel Tel Aviv,0,0,0,D,1,1
2022/23,2022,championship,Maccabi Haifa,Hapoel Be'er Sheva,1,0,1,H,3,0
2022/23,2022,championship,Maccabi Haifa,Maccabi Tel Aviv,3,1,2,H,3,0
2022/23,2022,championship,Maccabi Haifa,Hapoel Jerusalem,5,0,5,H,3,0
2022/23,2022,championship,Maccabi Haifa,Maccabi Netanya,4,1,3,H,3,0
2022/23,2022,championship,Maccabi Haifa,F.C. Ashdod,2,1,1,H,3,0
2022/23,2022,championship,Hapoel Be'er Sheva,Maccabi Haifa,2,1,1,H,3,0
2022/23,2022,championship,Hapoel Be'er Sheva,Maccabi Tel Aviv,1,2,-1,A,0,3
2022/23,2022,championship,Hapoel Be'er Sheva,Hapoel Jerusalem,1,0,1,H,3,0
2022/23,2022,championship,Hapoel Be'er Sheva,Maccabi Netanya,2,0,2,H,3,0
2022/23,2022,championship,Hapoel Be'er Sheva,F.C. Ashdod,3,1,2,H,3,0
2022/23,2022,championship,Maccabi Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2022/23,2022,championship,Maccabi Tel Aviv,Hapoel Be'er Sheva,3,0,3,H,3,0
2022/23,2022,championship,Maccabi Tel Aviv,Hapoel Jerusalem,2,1,1,H,3,0
2022/23,2022,championship,Maccabi Tel Aviv,Maccabi Netanya,2,0,2,H,3,0
2022/23,2022,championship,Maccabi Tel Aviv,F.C. Ashdod,1,1,0,D,1,1
2022/23,2022,championship,Hapoel Jerusalem,Maccabi Haifa,2,1,1,H,3,0
2022/23,2022,championship,Hapoel Jerusalem,Hapoel Be'er Sheva,1,2,-1,A,0,3
2022/23,2022,championship,Hapoel Jerusalem,Maccabi Tel Aviv,0,2,-2,A,0,3
2022/23,2022,championship,Hapoel Jerusalem,Maccabi Netanya,1,4,-3,A,0,3
2022/23,2022,championship,Hapoel Jerusalem,F.C. Ashdod,0,1,-1,A,0,3
2022/23,2022,championship,Maccabi Netanya,Maccabi Haifa,1,5,-4,A,0,3
2022/23,2022,championship,Maccabi Netanya,Hapoel Be'er Sheva,1,1,0,D,1,1
2022/23,2022,championship,Maccabi Netanya,Maccabi Tel Aviv,0,0,0,D,1,1
2022/23,2022,championship,Maccabi Netanya,Hapoel Jerusalem,0,2,-2,A,0,3
2022/23,2022,championship,Maccabi Netanya,F.C. Ashdod,2,0,2,H,3,0
2022/23,2022,championship,F.C. Ashdod,Maccabi Haifa,1,2,-1,A,0,3
2022/23,2022,championship,F.C. Ashdod,Hapoel Be'er Sheva,0,1,-1,A,0,3
2022/23,2022,championship,F.C. Ashdod,Maccabi Tel Aviv,1,2,-1,A,0,3
2022/23,2022,championship,F.C. Ashdod,Hapoel Jerusalem,0,1,-1,A,0,3
2022/23,2022,championship,F.C. Ashdod,Maccabi Netanya,3,2,1,H,3,0
2023/24,2023,championship,Maccabi Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2023/24,2023,championship,Maccabi Tel Aviv,Hapoel Be'er Sheva,3,0,3,H,3,0
2023/24,2023,championship,Maccabi Tel Aviv,Hapoel Haifa,4,0,4,H,3,0
2023/24,2023,championship,Maccabi Tel Aviv,Maccabi Bnei Reineh,2,0,2,H,3,0
2023/24,2023,championship,Maccabi Tel Aviv,Bnei Sakhnin,2,0,2,H,3,0
2023/24,2023,championship,Maccabi Haifa,Maccabi Tel Aviv,0,1,-1,A,0,3
2023/24,2023,championship,Maccabi Haifa,Hapoel Be'er Sheva,4,1,3,H,3,0
2023/24,2023,championship,Maccabi Haifa,Hapoel Haifa,0,2,-2,A,0,3
2023/24,2023,championship,Maccabi Haifa,Maccabi Bnei Reineh,1,2,-1,A,0,3
2023/24,2023,championship,Maccabi Haifa,Bnei Sakhnin,1,0,1,H,3,0
2023/24,2023,championship,Hapoel Be'er Sheva,Maccabi Tel Aviv,1,0,1,H,3,0
2023/24,2023,championship,Hapoel Be'er Sheva,Maccabi Haifa,1,4,-3,A,0,3
2023/24,2023,championship,Hapoel Be'er Sheva,Hapoel Haifa,2,1,1,H,3,0
2023/24,2023,championship,Hapoel Be'er Sheva,Maccabi Bnei Reineh,2,1,1,H,3,0
2023/24,2023,championship,Hapoel Be'er Sheva,Bnei Sakhnin,2,1,1,H,3,0
2023/24,2023,championship,Hapoel Haifa,Maccabi Tel Aviv,0,3,-3,A,0,3
2023/24,2023,championship,Hapoel Haifa,Maccabi Haifa,0,2,-2,A,0,3
2023/24,2023,championship,Hapoel Haifa,Hapoel Be'er Sheva,2,0,2,H,3,0
2023/24,2023,championship,Hapoel Haifa,Maccabi Bnei Reineh,2,0,2,H,3,0
2023/24,2023,championship,Hapoel Haifa,Bnei Sakhnin,1,2,-1,A,0,3
2023/24,2023,championship,Maccabi Bnei Reineh,Maccabi Tel Aviv,2,3,-1,A,0,3
2023/24,2023,championship,Maccabi Bnei Reineh,Maccabi Haifa,1,5,-4,A,0,3
2023/24,2023,championship,Maccabi Bnei Reineh,Hapoel Be'er Sheva,1,0,1,H,3,0
2023/24,2023,championship,Maccabi Bnei Reineh,Hapoel Haifa,0,1,-1,A,0,3
2023/24,2023,championship,Maccabi Bnei Reineh,Bnei Sakhnin,2,2,0,D,1,1
2023/24,2023,championship,Bnei Sakhnin,Maccabi Tel Aviv,1,1,0,D,1,1
2023/24,2023,championship,Bnei Sakhnin,Maccabi Haifa,1,2,-1,A,0,3
2023/24,2023,championship,Bnei Sakhnin,Hapoel Be'er Sheva,4,1,3,H,3,0
2023/24,2023,championship,Bnei Sakhnin,Hapoel Haifa,2,1,1,H,3,0
2023/24,2023,championship,Bnei Sakhnin,Maccabi Bnei Reineh,0,2,-2,A,0,3
2024/25,2024,championship,Maccabi Tel Aviv,Hapoel Be'er Sheva,1,1,0,D,1,1
2024/25,2024,championship,Maccabi Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2024/25,2024,championship,Maccabi Tel Aviv,Beitar Jerusalem,5,0,5,H,3,0
2024/25,2024,championship,Maccabi Tel Aviv,Hapoel Haifa,3,0,3,H,3,0
2024/25,2024,championship,Maccabi Tel Aviv,Maccabi Netanya,4,1,3,H,3,0
2024/25,2024,championship,Hapoel Be'er Sheva,Maccabi Tel Aviv,1,3,-2,A,0,3
2024/25,2024,championship,Hapoel Be'er Sheva,Maccabi Haifa,4,1,3,H,3,0
2024/25,2024,championship,Hapoel Be'er Sheva,Beitar Jerusalem,3,1,2,H,3,0
2024/25,2024,championship,Hapoel Be'er Sheva,Hapoel Haifa,5,0,5,H,3,0
2024/25,2024,championship,Hapoel Be'er Sheva,Maccabi Netanya,2,0,2,H,3,0
2024/25,2024,championship,Maccabi Haifa,Maccabi Tel Aviv,0,3,-3,A,0,3
2024/25,2024,championship,Maccabi Haifa,Hapoel Be'er Sheva,0,3,-3,A,0,3
2024/25,2024,championship,Maccabi Haifa,Beitar Jerusalem,3,3,0,D,1,1
2024/25,2024,championship,Maccabi Haifa,Hapoel Haifa,1,5,-4,A,0,3
2024/25,2024,championship,Maccabi Haifa,Maccabi Netanya,1,0,1,H,3,0
2024/25,2024,championship,Beitar Jerusalem,Maccabi Tel Aviv,3,1,2,H,3,0
2024/25,2024,championship,Beitar Jerusalem,Hapoel Be'er Sheva,1,1,0,D,1,1
2024/25,2024,championship,Beitar Jerusalem,Maccabi Haifa,1,2,-1,A,0,3
2024/25,2024,championship,Beitar Jerusalem,Hapoel Haifa,0,1,-1,A,0,3
2024/25,2024,championship,Beitar Jerusalem,Maccabi Netanya,0,3,-3,A,0,3
2024/25,2024,championship,Hapoel Haifa,Maccabi Tel Aviv,1,3,-2,A,0,3
2024/25,2024,championship,Hapoel Haifa,Hapoel Be'er Sheva,1,2,-1,A,0,3
2024/25,2024,championship,Hapoel Haifa,Maccabi Haifa,0,2,-2,A,0,3
2024/25,2024,championship,Hapoel Haifa,Beitar Jerusalem,1,0,1,H,3,0
2024/25,2024,championship,Hapoel Haifa,Maccabi Netanya,1,1,0,D,1,1
2024/25,2024,championship,Maccabi Netanya,Maccabi Tel Aviv,1,6,-5,A,0,3
2024/25,2024,championship,Maccabi Netanya,Hapoel Be'er Sheva,2,1,1,H,3,0
2024/25,2024,championship,Maccabi Netanya,Maccabi Haifa,2,3,-1,A,0,3
2024/25,2024,championship,Maccabi Netanya,Beitar Jerusalem,0,1,-1,A,0,3
2024/25,2024,championship,Maccabi Netanya,Hapoel Haifa,2,2,0,D,1,1
