season,season_year,population_reference_year,population_year,population_year_used,team_raw,club_name,city_he,city_en,settlement_code,population_total,district_he,subdistrict_he,municipal_status_he,team_attendance_raw,stadium,capacity,total_spectators,average_attendance,attendance_per_1000_residents,total_spectators_per_resident,average_attendance_pct_of_population,stadium_capacity_utilization_pct
2016/17,2016,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,284587,21891,73.68647818959685,0.9579376807154902,7.368647818959685,71.12085769980507
2016/17,2016,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,106500,8192,7.800782935025534,0.10141398713137444,0.7800782935025534,24.453731343283582
2016/17,2016,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,Hapoel Kfar Saba,Unknown,5800,29920,2302,23.1566240820843,0.3009757569661,2.31566240820843,39.689655172413794
2016/17,2016,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,42000,3231,95.80145881515745,1.2453300124533002,9.580145881515744,38.01176470588235
2016/17,2016,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,44850,3450,12.758734185641432,0.16586354441333861,1.2758734185641432,30.0
2016/17,2016,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,19390,1492,61.05495764619225,0.7934689200802062,6.105495764619225,10.81159420289855
2016/17,2016,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,Hapoel Raanana,Unknown,5800,22550,1735,20.9129370924388,0.2718079143714668,2.09129370924388,29.913793103448278
2016/17,2016,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,43050,3312,6.692261062840978,0.086987270155587,0.6692261062840977,55.01661129568106
2016/17,2016,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,102700,7900,15.962820771873107,0.20751667003435037,1.5962820771873105,27.101200686106345
2016/17,2016,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,123871,9529,19.254394827237824,0.250295009092746,1.9254394827237824,32.689536878216124
2017/18,2017,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,26500,2038,8.916617810484682,0.11594228261915804,0.8916617810484683,24.853658536585364
2017/18,2017,2024,2024,2024,H. Ashkelon,Hapoel Ashkelon,אשקלון,Ashkelon,7100,166865.0,הדרום,אשקלון,עירייה,Hapoel Ashkelon,Unknown,10000,33770,2598,15.569472327929764,0.20237916878914092,1.5569472327929763,25.979999999999997
2017/18,2017,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,187657,14435,64.5609986269327,0.8393019272140151,6.45609986269327,89.51382859977676
2017/18,2017,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,89505,6885,23.17534157121074,0.3012794404257396,2.317534157121074,22.339390006489293
2017/18,2017,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,219239,16865,56.768647145747146,0.737972216518616,5.676864714574715,54.79207277452891
2017/18,2017,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,140495,12772,12.162060503679948,0.13378552227251128,1.2162060503679948,38.12537313432836
2017/18,2017,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,89698,6900,29.385210295896293,0.3819992163943921,2.938521029589629,50.69801616458487
2017/18,2017,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,17950,1381,40.9476368380478,0.5322303267508747,4.09476368380478,16.24705882352941
2017/18,2017,2024,2024,2024,Hapoel Acre,Hapoel Acre,עכו,Acre,7600,52884.0,הצפון,עכו,עירייה,Hapoel Acre,Unknown,5000,22400,1723,32.58074275773391,0.4235685651614855,3.2580742757733905,34.46
2017/18,2017,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,33970,2613,9.663354326690161,0.12562730443079403,0.9663354326690162,22.72173913043478
2017/18,2017,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,17230,1325,54.22105823137046,0.7050783647747269,5.422105823137046,9.601449275362318
2017/18,2017,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,Hapoel Raanana,Unknown,5800,21926,1687,20.334365922158067,0.26428648915781733,2.033436592215807,29.086206896551726
2017/18,2017,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,48450,3727,7.530814305920388,0.09789856536674076,0.7530814305920388,61.91029900332226
2017/18,2017,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,130689,10053,20.3131945847646,0.2640715296019398,2.03131945847646,34.48713550600343
2018/19,2018,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,25660,1974,8.636606260008225,0.11226713101915455,0.8636606260008225,24.073170731707314
2018/19,2018,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,177841,13680,61.184237008412836,0.7953995536413119,6.118423700841284,84.83194840630038
2018/19,2018,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,42850,3296,30.52586733843333,0.39685479837738713,3.052586733843333,109.86666666666667
2018/19,2018,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,80536,6195,20.852758320065433,0.2710892242235335,2.0852758320065434,20.100584036340038
2018/19,2018,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,218465,16805,56.566683384777996,0.7353668840021139,5.656668338477799,54.59714100064977
2018/19,2018,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,153233,11787,11.224100153216062,0.14591520647983006,1.1224100153216061,35.18507462686567
2018/19,2018,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,75870,5836,24.853925693746486,0.323109551470964,2.485392569374649,42.88023512123439
2018/19,2018,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,22210,2019,59.86479274150507,0.658542370871138,5.986479274150507,23.75294117647059
2018/19,2018,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,38500,2962,10.954020480542006,0.14238007714411452,1.0954020480542006,25.756521739130434
2018/19,2018,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,21660,1666,68.1753079346892,0.8863608462577239,6.81753079346892,12.072463768115941
2018/19,2018,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,Hapoel Raanana,Unknown,5800,24101,1854,22.347311452093102,0.2905029953111628,2.23473114520931,31.96551724137931
2018/19,2018,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,42650,3281,6.629622145888058,0.0861790260658719,0.6629622145888059,54.5016611295681
2018/19,2018,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,84259,6481,13.09557486360881,0.17025459688826025,1.309557486360881,22.23327615780446
2018/19,2018,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,134446,10342,20.897150939583753,0.2716629622145888,2.0897150939583753,35.478559176672384
2019/20,2019,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,27873,2144,9.380386940961316,0.12194940541297329,0.9380386940961315,26.146341463414636
2019/20,2019,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,137980,10614,47.47145406486066,0.6171199577792984,4.747145406486066,65.81917400471289
2019/20,2019,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,31265,2405,22.27388074906922,0.28956044973789985,2.227388074906922,80.16666666666666
2019/20,2019,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,68392,5261,17.708855774312227,0.23021175900337615,1.7708855774312229,17.07008436080467
2019/20,2019,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,268579,20660,69.54285502704631,0.9040537492889192,6.954285502704631,67.12150747238466
2019/20,2019,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,144566,11120,10.588953398130364,0.13766210763975847,1.0588953398130363,33.19402985074627
2019/20,2019,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,Hapoel Kfar Saba,Unknown,5800,34610,2662,26.77799014183684,0.3481541092445428,2.677799014183684,45.89655172413793
2019/20,2019,2024,2024,2024,Ness Ziona,Sektzia Ness Ziona,נס ציונה,Ness Ziona,7200,47268.0,המרכז,רחובות,עירייה,Sekzia Ness Ziona,Unknown,3500,33994,2615,55.32283997630532,0.7191757637302192,5.532283997630532,74.71428571428571
2019/20,2019,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,72987,5614,23.908488492921997,0.31083164403863517,2.3908488492921998,41.24908155767818
2019/20,2019,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,19201,1477,60.44113434545975,0.7857347464909767,6.0441134345459755,10.702898550724637
2019/20,2019,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,Hapoel Raanana,Unknown,5800,33453,2573,31.0138254402565,0.40322794498752457,3.10138254402565,44.362068965517246
2019/20,2019,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,48568,3736,7.548999797938977,0.0981369973732067,0.7548999797938978,62.05980066445183
2019/20,2019,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,149456,11497,23.230955748636088,0.3019923216811477,2.3230955748636086,39.44082332761578
2019/20,2019,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,274485,21114,42.66316427561123,0.5546271974136189,4.266316427561123,72.43224699828474
2020/21,2020,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,940,940,4.1126696476229645,0.004112669647622964,0.4112669647622964,11.463414634146343
2020/21,2020,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,4000,4000,17.890127780237673,0.017890127780237672,1.7890127780237672,24.80466327669602
2020/21,2020,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,450,450,4.167669994628337,0.004167669994628337,0.4167669994628337,15.0
2020/21,2020,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,800,800,2.6928501462554237,0.0026928501462554237,0.2692850146255424,2.5957170668397147
2020/21,2020,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,5000,5000,16.830313414096395,0.016830313414096396,1.6830313414096396,16.244314489928524
2020/21,2020,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,1500,1500,1.4283660159348512,0.0014283660159348512,0.14283660159348513,4.477611940298507
2020/21,2020,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,Hapoel Kfar Saba,Unknown,5800,300,300,3.0178050497937834,0.0030178050497937834,0.30178050497937836,5.172413793103448
2020/21,2020,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,950,950,4.0457898233480405,0.00404578982334804,0.404578982334804,6.980161645848641
2020/21,2020,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,1000,1000,29.650714582221433,0.029650714582221432,2.9650714582221434,11.76470588235294
2020/21,2020,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,1500,1500,5.547275732887579,0.005547275732887579,0.5547275732887579,13.043478260869565
2020/21,2020,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,500,500,20.460776691083193,0.020460776691083194,2.0460776691083193,3.6231884057971016
2020/21,2020,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Bnei Yehuda Tel Aviv,Unknown,6020,1350,1350,2.727823802788442,0.002727823802788442,0.2727823802788442,22.425249169435215
2020/21,2020,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,1500,1500,3.0309153364316024,0.0030309153364316025,0.30309153364316027,5.145797598627787
2020/21,2020,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,5000,5000,10.103051121438675,0.010103051121438675,1.0103051121438675,17.152658662092623
2021/22,2021,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,20005,1539,6.733402752863555,0.08752548542627384,0.6733402752863555,18.76829268292683
2021/22,2021,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,142711,10978,49.099455692862286,0.6382795064113745,4.909945569286229,68.07639836289222
2021/22,2021,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,37369,2875,26.626780521236594,0.346092577842814,2.6626780521236593,95.83333333333334
2021/22,2021,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,60365,4643,15.628629036329913,0.20319237384838582,1.5628629036329913,15.064892926670993
2021/22,2021,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,321760,24751,83.31341746245998,1.0830643288239314,8.331341746245998,80.41260558804419
2021/22,2021,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,108200,9017,8.586384243789702,0.10303280194943394,0.8586384243789703,26.91641791044776
2021/22,2021,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,Unknown,33500,45604,3508,3.3404719892663053,0.04342613586046197,0.33404719892663054,10.471641791044776
2021/22,2021,2024,2024,2024,H. Nof HaGalil,Hapoel Nof HaGalil,נוף הגליל,Nof HaGalil,1061,45805.0,הצפון,,עירייה,Hapoel Nof HaGalil,Unknown,5200,21506,1654,36.10959502237747,0.4695120620019648,3.6109595022377468,31.80769230769231
2021/22,2021,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,73680,5668,24.13845970393336,0.3137829412466143,2.413845970393336,41.64584864070536
2021/22,2021,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,47592,3661,108.55126608551267,1.4111368083970823,10.855126608551267,43.07058823529412
2021/22,2021,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,36851,2835,10.484351135157523,0.13628177202176012,1.0484351135157524,24.65217391304348
2021/22,2021,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,19677,1514,61.955231820599906,0.805213405900888,6.195523182059991,10.971014492753623
2021/22,2021,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,145250,11173,22.576278035966862,0.29349363507779347,2.2576278035966864,38.32933104631218
2021/22,2021,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,232941,17919,36.207314609011924,0.47068296625580924,3.620731460901192,61.47169811320755
2022/23,2022,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,34548,2658,11.629229705725361,0.15115373509157254,1.1629229705725361,32.41463414634146
2022/23,2022,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,164039,12618,56.43440808275973,0.7336696677356018,5.643440808275972,78.24631030633759
2022/23,2022,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,36917,2840,26.302628410543278,0.3419063848704318,2.6302628410543276,94.66666666666667
2022/23,2022,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,74540,5734,19.301003423285746,0.2509063123773491,1.9301003423285747,18.604802076573655
2022/23,2022,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,372313,28639,96.40066917326135,1.2532288956284945,9.640066917326134,93.04418453541261
2022/23,2022,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,175086,13468,12.82482233507372,0.16672459484397958,1.2824822335073718,40.202985074626866
2022/23,2022,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,Unknown,33500,53778,4137,3.9394334719483197,0.05120977840329629,0.393943347194832,12.349253731343284
2022/23,2022,2024,2024,2024,Ness Ziona,Sektzia Ness Ziona,נס ציונה,Ness Ziona,7200,47268.0,המרכז,רחובות,עירייה,Sekzia Ness Ziona,Unknown,3500,37616,2894,61.225353304561224,0.7958026571887958,6.122535330456123,82.68571428571428
2022/23,2022,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,84865,7072,30.11771119022878,0.3614167930088752,3.0117711190228778,51.9617927994122
2022/23,2022,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,33196,2554,75.72792504299355,0.9842851212714226,7.572792504299354,30.04705882352941
2022/23,2022,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,32030,2464,100.83070753365799,1.3107173548307893,10.0830707533658,17.855072463768114
2022/23,2022,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Maccabi Bnei Reineh,Unknown,5200,24820,1909,92.42761692650333,1.2017042703592524,9.242761692650333,36.71153846153846
2022/23,2022,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,116316,11632,23.503738128914932,0.23502929884825216,2.3503738128914935,39.903945111492284
2022/23,2022,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,292942,22534,45.53243079409982,0.5919216003232977,4.553243079409982,77.30360205831904
2023/24,2023,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,16713,2089,9.13975201477061,0.07312239129864107,0.9139752014770609,25.475609756097562
2023/24,2023,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,122024,10169,45.48117734930922,0.5457562380639304,4.548117734930922,63.059655215180456
2023/24,2023,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,34207,3421,31.683553448052308,0.3168077500138922,3.1683553448052306,114.03333333333335
2023/24,2023,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,42559,3869,13.023296519827792,0.1432562617181057,1.3023296519827792,12.55353666450357
2023/24,2023,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,171948,17195,57.87944783107751,0.5787877461854095,5.7879447831077515,55.8641975308642
2023/24,2023,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,144830,13166,12.537244643865503,0.137913500058563,1.2537244643865502,39.30149253731343
2023/24,2023,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,Unknown,33500,40070,3643,3.469024930700442,0.038156417505672995,0.3469024930700442,10.874626865671642
