season,season_year,rank,player,player_url,position,nationality,age,club,club_url,matches,goals,assists
2006/07,2006,42,Shalev Menashe,https://www.transfermarkt.com/shalev-menashe/profil/spieler/96393,Left Midfield,Israel,25,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,25,4,
2006/07,2006,43,Derek Boateng,https://www.transfermarkt.com/derek-boateng/profil/spieler/18091,Defensive Midfield,Ghana,24,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,30,4,
2006/07,2006,44,Avi Tikva,https://www.transfermarkt.com/avi-tikva/profil/spieler/4858,Attacking Midfield,Israel,30,Hakoah Amidar Ramat Gan,https://www.transfermarkt.com/hakoah-amidar-ramat-gan/startseite/verein/21535/saison_id/2006,29,4,
2006/07,2006,45,Mor Golan,https://www.transfermarkt.com/mor-golan/profil/spieler/129918,Right Winger,Israel,23,Hakoah Amidar Ramat Gan,https://www.transfermarkt.com/hakoah-amidar-ramat-gan/startseite/verein/21535/saison_id/2006,28,4,
2006/07,2006,46,Imoro Lukman,https://www.transfermarkt.com/imoro-lukman/profil/spieler/133455,Defensive Midfield,Ghana,22,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,27,4,
2006/07,2006,47,Paty Yeye Lenkebe,https://www.transfermarkt.com/paty-yeye-lenkebe/profil/spieler/80000,Centre-Back,DR Congo,25,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,26,4,
2006/07,2006,48,Baruch Dego,https://www.transfermarkt.com/baruch-dego/profil/spieler/24211,Left Midfield,Israel; Ethiopia,26,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,29,3,
2006/07,2006,49,Gustavo Boccoli,https://www.transfermarkt.com/gustavo-boccoli/profil/spieler/24462,Central Midfield,Brazil; Israel,29,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,31,3,
2006/07,2006,50,Assi Baldout,https://www.transfermarkt.com/assi-baldout/profil/spieler/112664,Left Midfield,Israel,25,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,29,3,
2006/07,2006,51,Idan Srur,https://www.transfermarkt.com/idan-srur/profil/spieler/61741,Left Midfield,Israel,20,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,20,3,
2006/07,2006,52,Kobi Ganon,https://www.transfermarkt.com/kobi-ganon/profil/spieler/24077,Left-Back,Israel,32,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,29,3,
2006/07,2006,53,Imaye Taga,https://www.transfermarkt.com/imaye-taga/profil/spieler/44764,Defensive Midfield,Israel; Ethiopia,22,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,28,3,
2006/07,2006,54,Abubakari Yahuza,https://www.transfermarkt.com/abubakari-yahuza/profil/spieler/144169,Central Midfield,Ghana,23,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,27,3,
2006/07,2006,55,Shimon Abuhatzira,https://www.transfermarkt.com/shimon-abuhatzira/profil/spieler/200299,Centre-Forward,Israel,20,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,27,3,
2006/07,2006,56,Joeano,https://www.transfermarkt.com/joeano/profil/spieler/17292,Centre-Forward,Brazil; Portugal,27,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,15,3,
2006/07,2006,57,Omri Afek,https://www.transfermarkt.com/omri-afek/profil/spieler/16119,Attacking Midfield,Israel,28,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,14,3,
2006/07,2006,58,Blessing Kaku,https://www.transfermarkt.com/blessing-kaku/profil/spieler/22544,Central Midfield,Nigeria,29,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,31,3,
2006/07,2006,59,Gal Alberman,https://www.transfermarkt.com/gal-alberman/profil/spieler/24068,Defensive Midfield,Israel,24,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,31,3,
2006/07,2006,60,Douglas Silva,https://www.transfermarkt.com/douglas-silva/profil/spieler/16639,Centre-Back,Brazil,23,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,29,3,
2006/07,2006,61,Avi Knafo,https://www.transfermarkt.com/avi-knafo/profil/spieler/129841,Right Winger,Israel,24,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,25,3,
2006/07,2006,62,Motti Kakoun,https://www.transfermarkt.com/motti-kakoun/profil/spieler/366627,Centre-Forward,Israel,34,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,25,3,
2006/07,2006,63,Liran Cohen,https://www.transfermarkt.com/liran-cohen/profil/spieler/24210,Right Midfield,Israel,24,for 2 clubs,,19,3,
2006/07,2006,64,Vedran Jese,https://www.transfermarkt.com/vedran-jese/profil/spieler/25588,Centre-Back,Croatia,26,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,14,3,
2006/07,2006,65,Adoram Keisi,https://www.transfermarkt.com/adoram-keisi/profil/spieler/44751,Left-Back,Israel,34,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,13,3,
2006/07,2006,66,Igor Mostarlic,https://www.transfermarkt.com/igor-mostarlic/profil/spieler/37586,Centre-Forward,Croatia,24,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,11,3,
2006/07,2006,67,Oshri Gita,https://www.transfermarkt.com/oshri-gita/profil/spieler/129875,Centre-Forward,Israel,21,Hakoah Amidar Ramat Gan,https://www.transfermarkt.com/hakoah-amidar-ramat-gan/startseite/verein/21535/saison_id/2006,10,3,
2006/07,2006,68,Moshe Mishaelof,https://www.transfermarkt.com/moshe-mishaelof/profil/spieler/24216,Centre-Back,Israel,23,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,28,2,
2006/07,2006,69,Amit Ben Shushan,https://www.transfermarkt.com/amit-ben-shushan/profil/spieler/43983,Second Striker,Israel,22,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,28,2,
2006/07,2006,70,Ben Luz,https://www.transfermarkt.com/ben-luz/profil/spieler/85059,Attacking Midfield,Israel,29,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,21,2,
2006/07,2006,71,Zeno Bundea,https://www.transfermarkt.com/zeno-bundea/profil/spieler/1395,Attacking Midfield,Romania,29,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,29,2,
2006/07,2006,72,Luciano de Bruno,https://www.transfermarkt.com/luciano-de-bruno/profil/spieler/44871,Attacking Midfield,Argentina,28,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,22,2,
2006/07,2006,73,Kfir Edri,https://www.transfermarkt.com/kfir-edri/profil/spieler/34651,Left-Back,Israel,30,for 2 clubs,,31,2,
2006/07,2006,74,Ismaail Amar,https://www.transfermarkt.com/ismaail-amar/profil/spieler/24069,Right-Back,Israel,30,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,30,2,
2006/07,2006,75,Alon Harazi,https://www.transfermarkt.com/alon-harazi/profil/spieler/24473,Centre-Back,Israel,36,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,28,2,
2006/07,2006,76,Lior Refaelov,https://www.transfermarkt.com/lior-refaelov/profil/spieler/24484,Attacking Midfield,Israel; Belgium,21,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,25,2,
2006/07,2006,77,Shuki Nagar,https://www.transfermarkt.com/shuki-nagar/profil/spieler/148405,Left-Back,Israel,29,Hakoah Amidar Ramat Gan,https://www.transfermarkt.com/hakoah-amidar-ramat-gan/startseite/verein/21535/saison_id/2006,31,2,
2006/07,2006,78,Hrvoje Kovacevic,https://www.transfermarkt.com/hrvoje-kovacevic/profil/spieler/36834,Central Midfield,Croatia,24,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,28,2,
2006/07,2006,79,Eyal Meshumar,https://www.transfermarkt.com/eyal-meshumar/profil/spieler/44626,Right-Back,Israel,23,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,28,2,
2006/07,2006,80,Reuven Oved,https://www.transfermarkt.com/reuven-oved/profil/spieler/24219,Attacking Midfield,Israel,23,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,27,2,
2006/07,2006,81,Eitan Azaria,https://www.transfermarkt.com/eitan-azaria/profil/spieler/24455,Right-Back,Israel,24,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,27,2,
2006/07,2006,82,Shlomi Toledo,https://www.transfermarkt.com/shlomi-toledo/profil/spieler/725692,Centre-Forward,Israel,27,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,21,2,
2006/07,2006,83,Liron Zarko,https://www.transfermarkt.com/liron-zarko/profil/spieler/143739,Defender,Israel,26,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,20,2,
2006/07,2006,84,Dejan Ilic,https://www.transfermarkt.com/dejan-ilic/profil/spieler/19707,Central Midfield,Serbia,31,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,14,2,
2006/07,2006,85,Dirceu,https://www.transfermarkt.com/dirceu/profil/spieler/44403,Defensive Midfield,Brazil,29,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,31,2,
2006/07,2006,86,Shimon Gershon,https://www.transfermarkt.com/shimon-gershon/profil/spieler/3232,Centre-Back,Israel,29,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,29,2,
2006/07,2006,87,Cheikh Gadiaga,https://www.transfermarkt.com/cheikh-gadiaga/profil/spieler/12929,Left Midfield,Senegal,27,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,28,2,
2006/07,2006,88,Eli Biton,https://www.transfermarkt.com/eli-biton/profil/spieler/24207,Right Winger,Israel,25,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,27,2,
2006/07,2006,89,Javier Páez,https://www.transfermarkt.com/javier-paez/profil/spieler/44888,Centre-Back,Argentina,31,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,23,2,
2006/07,2006,90,Aviram Baruchyan,https://www.transfermarkt.com/aviram-baruchyan/profil/spieler/55817,Central Midfield,Israel,22,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,23,2,
2006/07,2006,91,Ori Luzon,https://www.transfermarkt.com/ori-luzon/profil/spieler/34669,Central Midfield,Israel,22,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,19,2,
2006/07,2006,92,Rami Duani,https://www.transfermarkt.com/rami-duani/profil/spieler/44874,Centre-Back,Israel,20,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,18,2,
2006/07,2006,93,Tomer Ben Yosef,https://www.transfermarkt.com/tomer-ben-yosef/profil/spieler/129765,Centre-Back,Israel,27,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,15,2,
2006/07,2006,94,Moshe Ben Lulu,https://www.transfermarkt.com/moshe-ben-lulu/profil/spieler/163846,Centre-Forward,Israel,19,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,15,2,
2006/07,2006,95,Schwenck,https://www.transfermarkt.com/schwenck/profil/spieler/68037,Centre-Forward,Brazil,28,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,14,2,
2006/07,2006,96,Erez Mesika,https://www.transfermarkt.com/erez-mesika/profil/spieler/24215,Left Midfield,Israel,27,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,13,2,
2006/07,2006,97,Ibón Arrieta,https://www.transfermarkt.com/ibon-arrieta/profil/spieler/13961,Centre-Forward,Spain,29,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,12,2,
2006/07,2006,98,Tomer Hemed,https://www.transfermarkt.com/tomer-hemed/profil/spieler/112668,Centre-Forward,Israel; Poland,20,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,8,2,
2006/07,2006,99,Guillermo Israilevich,https://www.transfermarkt.com/guillermo-israilevich/profil/spieler/112718,Left Winger,Israel; Argentina,24,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,32,1,
2006/07,2006,100,Omer Peretz,https://www.transfermarkt.com/omer-peretz/profil/spieler/58336,Centre-Forward,Israel,21,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,29,1,
2006/07,2006,101,André Caldeira,https://www.transfermarkt.com/andre-caldeira/profil/spieler/34647,Attacking Midfield,Brazil,26,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,18,1,
2006/07,2006,102,Yuval Shpungin,https://www.transfermarkt.com/yuval-shpungin/profil/spieler/48536,Right-Back,Israel; Estonia,20,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,29,1,
2006/07,2006,103,Patrick Suffo,https://www.transfermarkt.com/patrick-suffo/profil/spieler/6939,Centre-Forward,Cameroon; France,29,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,25,1,
2006/07,2006,104,Asi Domb,https://www.transfermarkt.com/asi-domb/profil/spieler/44875,Centre-Back,Israel,33,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,24,1,
2006/07,2006,105,David Revivo,https://www.transfermarkt.com/david-revivo/profil/spieler/112004,Right Midfield,Israel,29,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,18,1,
2006/07,2006,106,Shlomi Edri,https://www.transfermarkt.com/shlomi-edri/profil/spieler/130748,Centre-Forward,Israel,24,Hakoah Amidar Ramat Gan,https://www.transfermarkt.com/hakoah-amidar-ramat-gan/startseite/verein/21535/saison_id/2006,18,1,
2006/07,2006,107,Jean-Jacques Gosso,https://www.transfermarkt.com/jean-jacques-gosso/profil/spieler/80696,Defensive Midfield,Cote d'Ivoire,24,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,17,1,
2006/07,2006,108,Abbas Suan,https://www.transfermarkt.com/abbas-suan/profil/spieler/44762,Defensive Midfield,Israel,31,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,15,1,
2006/07,2006,109,Rahamim Checkol,https://www.transfermarkt.com/rahamim-checkol/profil/spieler/112007,Left-Back,Israel; Ethiopia,19,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,10,1,
2006/07,2006,110,Ori Uzan,https://www.transfermarkt.com/ori-uzan/profil/spieler/24486,Right-Back,Israel,28,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,32,1,
2006/07,2006,111,Luis Marín,https://www.transfermarkt.com/luis-marin/profil/spieler/35375,Centre-Back,Costa Rica,32,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,32,1,
2006/07,2006,112,Zeev Haimovich,https://www.transfermarkt.com/zeev-haimovich/profil/spieler/96390,Centre-Back,Israel,24,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,32,1,
2006/07,2006,113,Dan Roman,https://www.transfermarkt.com/dan-roman/profil/spieler/195234,Left Midfield,Israel; France,24,Hakoah Amidar Ramat Gan,https://www.transfermarkt.com/hakoah-amidar-ramat-gan/startseite/verein/21535/saison_id/2006,32,1,
