season,season_year,rank,player,player_url,position,nationality,age,club,club_url,matches,goals,assists
2010/11,2010,61,Krum Bibishkov,https://www.transfermarkt.com/krum-bibishkov/profil/spieler/26022,Centre-Forward,Bulgaria,28,Hapoel Ramat Gan,https://www.transfermarkt.com/hapoel-ramat-gan/startseite/verein/2785/saison_id/2010,12,3,
2010/11,2010,62,Salah Hasarma,https://www.transfermarkt.com/salah-hasarma/profil/spieler/96150,Centre-Back,Israel,37,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2010,30,3,
2010/11,2010,63,Adrian Rochet,https://www.transfermarkt.com/adrian-rochet/profil/spieler/97545,Central Midfield,Israel,23,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2010,29,3,
2010/11,2010,64,Liroy Tzairi,https://www.transfermarkt.com/liroy-tzairi/profil/spieler/112686,Defensive Midfield,Israel,22,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2010,29,3,
2010/11,2010,65,Firas Mugrabi,https://www.transfermarkt.com/firas-mugrabi/profil/spieler/120477,Right Winger,Israel,19,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2010,28,3,
2010/11,2010,66,Shay Abutbul,https://www.transfermarkt.com/shay-abutbul/profil/spieler/44862,Central Midfield,Israel,28,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2010,27,3,
2010/11,2010,67,Sasa Stojanovic,https://www.transfermarkt.com/sasa-stojanovic/profil/spieler/31640,Central Midfield,Serbia,28,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2010,25,3,
2010/11,2010,68,Samuel Yeboah,https://www.transfermarkt.com/samuel-yeboah/profil/spieler/85091,Centre-Forward,Ghana,24,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2010,25,3,
2010/11,2010,69,Adi Elisha,https://www.transfermarkt.com/adi-elisha/profil/spieler/163872,Central Midfield,Israel,21,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2010,24,3,
2010/11,2010,70,Eyal Meshumar,https://www.transfermarkt.com/eyal-meshumar/profil/spieler/44626,Right-Back,Israel,27,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2010,22,3,
2010/11,2010,71,Nevo Mizrahi,https://www.transfermarkt.com/nevo-mizrahi/profil/spieler/129790,Centre-Forward,Israel,23,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2010,22,3,
2010/11,2010,72,Nebojsa Marinkovic,https://www.transfermarkt.com/nebojsa-marinkovic/profil/spieler/27232,Attacking Midfield,Serbia,24,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2010,20,3,
2010/11,2010,73,Ido Exbard,https://www.transfermarkt.com/ido-exbard/profil/spieler/163719,Centre-Forward,Israel,22,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2010,17,3,
2010/11,2010,74,Nitzan Damari,https://www.transfermarkt.com/nitzan-damari/profil/spieler/112702,Centre-Back,Israel,24,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2010,16,3,
2010/11,2010,75,Kostadin Hazurov,https://www.transfermarkt.com/kostadin-hazurov/profil/spieler/15885,Centre-Forward,Bulgaria,25,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2010,13,3,
2010/11,2010,76,Douglas Silva,https://www.transfermarkt.com/douglas-silva/profil/spieler/16639,Centre-Back,Brazil,26,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2010,12,3,
2010/11,2010,77,Sergiy Tretyak,https://www.transfermarkt.com/sergiy-tretyak/profil/spieler/167748,Centre-Forward,Ukraine,26,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2010,11,3,
2010/11,2010,78,Alon Turgeman,https://www.transfermarkt.com/alon-turgeman/profil/spieler/177249,Centre-Forward,Israel,19,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2010,11,3,
2010/11,2010,79,Idan Vered,https://www.transfermarkt.com/idan-vered/profil/spieler/96398,Right Winger,Israel; Romania,21,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2010,25,2,
2010/11,2010,80,Maor Asor,https://www.transfermarkt.com/maor-asor/profil/spieler/163044,Attacking Midfield,Israel,22,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2010,27,2,
2010/11,2010,81,Hen Ezra,https://www.transfermarkt.com/hen-ezra/profil/spieler/129364,Left Winger,Israel,22,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2010,23,2,
2010/11,2010,82,Dimitar Rangelov,https://www.transfermarkt.com/dimitar-rangelov/profil/spieler/39912,Centre-Forward,Bulgaria,28,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2010,22,2,
2010/11,2010,83,Yossi Ofir,https://www.transfermarkt.com/yossi-ofir/profil/spieler/112003,Central Midfield,Israel,32,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2010,29,2,
2010/11,2010,84,Michael Zandberg,https://www.transfermarkt.com/michael-zandberg/profil/spieler/24488,Left Midfield,Israel,31,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2010,27,2,
2010/11,2010,85,Nastja Ceh,https://www.transfermarkt.com/nastja-ceh/profil/spieler/9632,Attacking Midfield,Slovenia,33,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2010,25,2,
2010/11,2010,86,Gal Arel,https://www.transfermarkt.com/gal-arel/profil/spieler/129925,Defensive Midfield,Israel; France,21,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2010,22,2,
2010/11,2010,87,Serge Ayeli,https://www.transfermarkt.com/serge-ayeli/profil/spieler/5545,Striker,Cote d'Ivoire; France,29,for 2 clubs,,16,2,
2010/11,2010,88,Cristian González,https://www.transfermarkt.com/cristian-gonzalez/profil/spieler/35347,Centre-Back,Uruguay; Russia,34,for 2 clubs,,30,2,
2010/11,2010,89,William,https://www.transfermarkt.com/william/profil/spieler/22720,Centre-Back,Brazil,26,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2010,29,2,
2010/11,2010,90,Ahmed Kasoum,https://www.transfermarkt.com/ahmed-kasoum/profil/spieler/24383,Right-Back,Israel,26,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2010,29,2,
2010/11,2010,91,Maor Buzaglo,https://www.transfermarkt.com/maor-buzaglo/profil/spieler/56657,Right Winger,Israel; Portugal,23,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2010,29,2,
2010/11,2010,92,Carlos Chacana,https://www.transfermarkt.com/carlos-chacana/profil/spieler/84626,Attacking Midfield,Argentina; Israel,34,Hapoel Ramat Gan,https://www.transfermarkt.com/hapoel-ramat-gan/startseite/verein/2785/saison_id/2010,29,2,
2010/11,2010,93,Shalev Menashe,https://www.transfermarkt.com/shalev-menashe/profil/spieler/96393,Left Midfield,Israel,28,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2010,28,2,
2010/11,2010,94,Kobi Dajani,https://www.transfermarkt.com/kobi-dajani/profil/spieler/111999,Defensive Midfield,Israel,26,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2010,28,2,
2010/11,2010,95,Idan Shriki,https://www.transfermarkt.com/idan-shriki/profil/spieler/112005,Centre-Forward,Israel,29,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2010,28,2,
2010/11,2010,96,Orel Dgani,https://www.transfermarkt.com/orel-dgani/profil/spieler/120479,Centre-Back,Israel,22,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2010,28,2,
2010/11,2010,97,Yaniv Lavi,https://www.transfermarkt.com/yaniv-lavi/profil/spieler/95713,Centre-Back,Israel,33,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2010,27,2,
2010/11,2010,98,Assi Baldout,https://www.transfermarkt.com/assi-baldout/profil/spieler/112664,Left Midfield,Israel,29,for 2 clubs,,26,2,
2010/11,2010,99,Elin Topuzakov,https://www.transfermarkt.com/elin-topuzakov/profil/spieler/15267,Centre-Back,Bulgaria,34,Hapoel Ramat Gan,https://www.transfermarkt.com/hapoel-ramat-gan/startseite/verein/2785/saison_id/2010,25,2,
2010/11,2010,100,Israel Zaguri,https://www.transfermarkt.com/israel-zaguri/profil/spieler/111996,Right Winger,Israel,21,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2010,25,2,
2010/11,2010,101,Stephane Kingue,https://www.transfermarkt.com/stephane-kingue/profil/spieler/129789,Defensive Midfield,Cameroon,25,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2010,24,2,
2010/11,2010,102,Walid Badir,https://www.transfermarkt.com/walid-badir/profil/spieler/24456,Defensive Midfield,Israel,37,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2010,23,2,
2010/11,2010,103,Eyal Golasa,https://www.transfermarkt.com/eyal-golasa/profil/spieler/111965,Central Midfield,Israel; Portugal,19,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2010,22,2,
2010/11,2010,104,Ofir Hemo,https://www.transfermarkt.com/ofir-hemo/profil/spieler/163873,Attacking Midfield,Israel,23,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2010,22,2,
2010/11,2010,105,Roei Beckel,https://www.transfermarkt.com/roei-beckel/profil/spieler/200516,Attacking Midfield,Israel,23,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2010,22,2,
2010/11,2010,106,Djibril Sidibé,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/5301,Defensive Midfield,Mali; France,29,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2010,21,2,
2010/11,2010,107,Shimon Harush,https://www.transfermarkt.com/shimon-harush/profil/spieler/129880,Left-Back,Israel,23,Hapoel Acre,https://www.transfermarkt.com/hapoel-akko/startseite/verein/6025/saison_id/2010,21,2,
2010/11,2010,108,Obaida Zbedat,https://www.transfermarkt.com/obaida-zbedat/profil/spieler/138391,Centre-Forward,Israel; Palestine,20,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2010,21,2,
2010/11,2010,109,Omer Peretz,https://www.transfermarkt.com/omer-peretz/profil/spieler/163050,Midfielder,Israel,21,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2010,17,2,
2010/11,2010,110,Kobi Moyal,https://www.transfermarkt.com/kobi-moyal/profil/spieler/112675,Defensive Midfield,Israel,23,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2010,16,2,
2010/11,2010,111,Ofir Haim,https://www.transfermarkt.com/ofir-haim/profil/spieler/25474,Centre-Forward,Israel,35,Hapoel Ramat Gan,https://www.transfermarkt.com/hapoel-ramat-gan/startseite/verein/2785/saison_id/2010,15,2,
2010/11,2010,112,Tomer Swisa,https://www.transfermarkt.com/tomer-swisa/profil/spieler/96164,Centre-Forward,Israel,22,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2010,13,2,
2010/11,2010,113,Cristian Dănălache,https://www.transfermarkt.com/cristian-danalache/profil/spieler/48830,Centre-Forward,Romania,28,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2010,10,2,
2010/11,2010,114,Murad Abu Anza,https://www.transfermarkt.com/murad-abu-anza/profil/spieler/211755,Centre-Forward,Israel,24,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2010,9,2,
2010/11,2010,115,Liron Diamant,https://www.transfermarkt.com/liron-diamant/profil/spieler/163758,Striker,Israel,21,Hapoel Ramat Gan,https://www.transfermarkt.com/hapoel-ramat-gan/startseite/verein/2785/saison_id/2010,27,1,
