season,season_year,rank,player,player_url,position,nationality,age,club,club_url,matches,assists,goals
2021/22,2021,29,Ibrahima Conté,https://www.transfermarkt.com/ibrahima-conte/profil/spieler/138812,Attacking Midfield,Guinea; Belgium,30,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2021,22,3,
2021/22,2021,30,Karem Jaber,https://www.transfermarkt.com/karem-jaber/profil/spieler/661758,Right-Back,Israel,21,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2021,23,3,
2021/22,2021,31,Roei Shukrani,https://www.transfermarkt.com/roei-shukrani/profil/spieler/151098,Defensive Midfield,Israel,31,for 2 clubs,,24,3,
2021/22,2021,32,Hanan Maman,https://www.transfermarkt.com/hanan-maman/profil/spieler/129930,Attacking Midfield,Israel,32,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2021,25,3,
2021/22,2021,33,Shoval Gozlan,https://www.transfermarkt.com/shoval-gozlan/profil/spieler/213173,Centre-Forward,Israel,27,Hapoel Hadera,https://www.transfermarkt.com/hapoel-hadera/startseite/verein/51931/saison_id/2021,25,3,
2021/22,2021,34,Dean David,https://www.transfermarkt.com/dean-david/profil/spieler/314129,Centre-Forward,Israel,26,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2021,26,3,
2021/22,2021,35,Ali Mohamed,https://www.transfermarkt.com/ali-mohamed/profil/spieler/339006,Defensive Midfield,Niger; Israel,26,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2021,26,3,
2021/22,2021,36,Ion Nicolaescu,https://www.transfermarkt.com/ion-nicolaescu/profil/spieler/438310,Centre-Forward,Moldova; Romania,23,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2021,8,2,
2021/22,2021,37,Ido Shahar,https://www.transfermarkt.com/ido-shahar/profil/spieler/519506,Defensive Midfield,Israel; Hungary,20,for 2 clubs,,11,2,
2021/22,2021,38,Samuel Broun,https://www.transfermarkt.com/samuel-broun/profil/spieler/527077,Central Midfield,Israel,23,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2021,11,2,
2021/22,2021,39,Ness Zamir,https://www.transfermarkt.com/ness-zamir/profil/spieler/174242,Left Winger,Israel; Spain,31,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2021,12,2,
2021/22,2021,40,Alon Azugi,https://www.transfermarkt.com/alon-azugi/profil/spieler/466534,Right-Back,Israel; Portugal,22,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2021,12,2,
2021/22,2021,41,Eylon Almog,https://www.transfermarkt.com/eylon-almog/profil/spieler/396641,Left Winger,Israel; Portugal,23,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2021,14,2,
2021/22,2021,42,Shlomi Azulay,https://www.transfermarkt.com/shlomi-azulay/profil/spieler/169684,Central Midfield,Israel,31,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2021,15,2,
2021/22,2021,43,Marko Jankovic,https://www.transfermarkt.com/marko-jankovic/profil/spieler/222223,Central Midfield,Montenegro; Serbia,26,for 2 clubs,,15,2,
2021/22,2021,44,Tomer Levi,https://www.transfermarkt.com/tomer-levi/profil/spieler/269382,Right-Back,Israel,28,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2021,16,2,
2021/22,2021,45,Liran Rotman,https://www.transfermarkt.com/liran-rotman/profil/spieler/376895,Left Winger,Israel,25,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,18,2,
2021/22,2021,46,Doron Leidner,https://www.transfermarkt.com/doron-leidner/profil/spieler/668596,Left-Back,Israel; Romania,19,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2021,18,2,
2021/22,2021,47,Ari Moura,https://www.transfermarkt.com/ari-moura/profil/spieler/681497,Right Winger,Brazil,25,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2021,18,2,
2021/22,2021,48,Adrian Rochet,https://www.transfermarkt.com/adrian-rochet/profil/spieler/97545,Central Midfield,Israel,34,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2021,19,2,
2021/22,2021,49,Raz Meir,https://www.transfermarkt.com/raz-meir/profil/spieler/247633,Right-Back,Israel,25,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2021,19,2,
2021/22,2021,50,Ahmad Salman,https://www.transfermarkt.com/ahmad-salman/profil/spieler/926927,Left Winger,Israel,17,Hapoel Jerusalem,https://www.transfermarkt.com/hapoel-jerusalem/startseite/verein/43119/saison_id/2021,19,2,
2021/22,2021,51,José Rodríguez,https://www.transfermarkt.com/jose-rodriguez/profil/spieler/165012,Central Midfield,Spain,27,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2021,20,2,
2021/22,2021,52,Aboubacar Doumbia,https://www.transfermarkt.com/aboubacar-doumbia/profil/spieler/619464,Right Winger,Cote d'Ivoire,22,for 2 clubs,,20,2,
2021/22,2021,53,Farley Rosa,https://www.transfermarkt.com/farley-rosa/profil/spieler/197622,Left Winger,Brazil; Portugal,28,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2021,21,2,
2021/22,2021,54,Morgan Ferrier,https://www.transfermarkt.com/morgan-ferrier/profil/spieler/284736,Centre-Forward,Guyana; England,27,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2021,21,2,
2021/22,2021,55,Solomon Daniel,https://www.transfermarkt.com/solomon-daniel/profil/spieler/311967,Defensive Midfield,Israel,30,for 2 clubs,,21,2,
2021/22,2021,56,Alaa Jafer,https://www.transfermarkt.com/alaa-jafer/profil/spieler/395893,Right-Back,Israel,26,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2021,21,2,
2021/22,2021,57,Bar Cohen,https://www.transfermarkt.com/bar-cohen/profil/spieler/621379,Attacking Midfield,Israel,21,Hapoel Nof HaGalil,https://www.transfermarkt.com/hapoel-nof-hagalil/startseite/verein/7000/saison_id/2021,21,2,
2021/22,2021,58,Hen Ezra,https://www.transfermarkt.com/hen-ezra/profil/spieler/129364,Left Winger,Israel,33,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2021,22,2,
2021/22,2021,59,Hatem Abd Elhamed,https://www.transfermarkt.com/hatem-abd-elhamed/profil/spieler/176990,Centre-Back,Israel,30,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2021,22,2,
2021/22,2021,60,Eugene Ansah,https://www.transfermarkt.com/eugene-ansah/profil/spieler/296681,Left Winger,Ghana,27,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2021,22,2,
2021/22,2021,61,Ziv Morgan,https://www.transfermarkt.com/ziv-morgan/profil/spieler/466541,Centre-Back,Israel; Portugal,22,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2021,22,2,
2021/22,2021,62,Idan Vered,https://www.transfermarkt.com/idan-vered/profil/spieler/96398,Right Winger,Israel; Romania,32,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2021,23,2,
2021/22,2021,63,Richmond Boakye,https://www.transfermarkt.com/richmond-boakye/profil/spieler/119213,Centre-Forward,Ghana,29,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,23,2,
2021/22,2021,64,Saar Fadida,https://www.transfermarkt.com/saar-fadida/profil/spieler/458464,Attacking Midfield,Israel; France,25,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2021,23,2,
2021/22,2021,65,Danilo Asprilla,https://www.transfermarkt.com/danilo-asprilla/profil/spieler/184997,Right Winger,Colombia,33,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2021,24,2,
2021/22,2021,66,Ihab Ganayem,https://www.transfermarkt.com/ihab-ganayem/profil/spieler/458014,Defensive Midfield,Israel,25,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2021,24,2,
2021/22,2021,67,Mohammed Hindi,https://www.transfermarkt.com/mohammed-hindi/profil/spieler/464999,Left-Back,Israel,26,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2021,25,2,
2021/22,2021,68,James Adeniyi,https://www.transfermarkt.com/james-adeniyi/profil/spieler/244043,Centre-Forward,Nigeria; Albania,29,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2021,26,2,
2021/22,2021,69,Igor Zlatanovic,https://www.transfermarkt.com/igor-zlatanovic/profil/spieler/343965,Centre-Forward,Serbia,24,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2021,26,2,
2021/22,2021,70,Lameck Banda,https://www.transfermarkt.com/lameck-banda/profil/spieler/545538,Left Winger,Zambia,21,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2021,26,2,
2021/22,2021,71,Zohar Zasano,https://www.transfermarkt.com/zohar-zasano/profil/spieler/709267,Right-Back,Israel; Ethiopia,20,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2021,26,2,
2021/22,2021,72,Roey Elimelech,https://www.transfermarkt.com/roey-elimelech/profil/spieler/668589,Right-Back,Israel,19,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2021,1,1,
2021/22,2021,73,Ihab Shami,https://www.transfermarkt.com/ihab-shami/profil/spieler/353795,Left-Back,Israel,28,Hapoel Jerusalem,https://www.transfermarkt.com/hapoel-jerusalem/startseite/verein/43119/saison_id/2021,3,1,
2021/22,2021,74,Sagi Genis,https://www.transfermarkt.com/sagi-genis/profil/spieler/966027,Left Winger,Israel,18,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2021,4,1,
2021/22,2021,75,Djordje Jovanovic,https://www.transfermarkt.com/djordje-jovanovic/profil/spieler/376460,Centre-Forward,Serbia,23,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2021,6,1,
2021/22,2021,76,Lawrence Ofori,https://www.transfermarkt.com/lawrence-ofori/profil/spieler/536081,Central Midfield,Ghana,23,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2021,6,1,
2021/22,2021,77,Ihab Abu Alshech,https://www.transfermarkt.com/ihab-abu-alshech/profil/spieler/655364,Right Winger,Israel,21,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2021,8,1,
2021/22,2021,78,David Dego,https://www.transfermarkt.com/david-dego/profil/spieler/782480,Attacking Midfield,Israel; Ethiopia,20,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,8,1,
2021/22,2021,79,André Martins,https://www.transfermarkt.com/andre-martins/profil/spieler/90367,Central Midfield,Portugal,32,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2021,9,1,
2021/22,2021,80,Julius Szöke,https://www.transfermarkt.com/julius-szoke/profil/spieler/289156,Defensive Midfield,Slovakia,26,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2021,9,1,
2021/22,2021,81,Neta Lavi,https://www.transfermarkt.com/neta-lavi/profil/spieler/470811,Defensive Midfield,Israel; Portugal,25,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2021,10,1,
2021/22,2021,82,Dudu Altrovich,https://www.transfermarkt.com/dudu-altrovich/profil/spieler/781206,Right Winger,Israel,22,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2021,10,1,
2021/22,2021,83,Avi Rikan,https://www.transfermarkt.com/avi-rikan/profil/spieler/113486,Attacking Midfield,Israel,33,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2021,13,1,
2021/22,2021,84,Michael Ohana,https://www.transfermarkt.com/michael-ohana/profil/spieler/169670,Attacking Midfield,Israel,26,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,13,1,
2021/22,2021,85,Eden Karzev,https://www.transfermarkt.com/eden-karzev/profil/spieler/396640,Defensive Midfield,Israel; Belarus,21,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2021,13,1,
2021/22,2021,86,Oded Checkol,https://www.transfermarkt.com/oded-checkol/profil/spieler/640526,Right Winger,Israel; Ethiopia,22,Hapoel Nof HaGalil,https://www.transfermarkt.com/hapoel-nof-hagalil/startseite/verein/7000/saison_id/2021,13,1,
2021/22,2021,87,Nowaf Bazea,https://www.transfermarkt.com/nowaf-bazea/profil/spieler/653994,Attacking Midfield,Israel,21,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2021,13,1,
2021/22,2021,88,Amit Mor,https://www.transfermarkt.com/amit-mor/profil/spieler/782198,Attacking Midfield,Israel,21,Hapoel Hadera,https://www.transfermarkt.com/hapoel-hadera/startseite/verein/51931/saison_id/2021,13,1,
2021/22,2021,89,Shir Tzedek,https://www.transfermarkt.com/shir-tzedek/profil/spieler/163882,Centre-Back,Israel,32,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2021,14,1,
2021/22,2021,90,Wessam Rabah,https://www.transfermarkt.com/wessam-rabah/profil/spieler/212038,Centre-Back,Israel,28,for 2 clubs,,14,1,
2021/22,2021,91,Yaakov Brihon,https://www.transfermarkt.com/yaakov-brihon/profil/spieler/226205,Right Winger,Israel; Ethiopia,28,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2021,14,1,
2021/22,2021,92,Sagiv Jehezkel,https://www.transfermarkt.com/sagiv-jehezkel/profil/spieler/293603,Right Winger,Israel,26,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2021,14,1,
2021/22,2021,93,Roei Gordana,https://www.transfermarkt.com/roei-gordana/profil/spieler/129722,Central Midfield,Israel,31,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2021,15,1,
2021/22,2021,94,Uziel Pardo,https://www.transfermarkt.com/uziel-pardo/profil/spieler/527296,Left Winger,Israel,22,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,15,1,
2021/22,2021,95,Orel Dgani,https://www.transfermarkt.com/orel-dgani/profil/spieler/120479,Centre-Back,Israel,33,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,16,1,
2021/22,2021,96,Ovidiu Bic,https://www.transfermarkt.com/ovidiu-bic/profil/spieler/220816,Central Midfield,Romania,27,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2021,16,1,
2021/22,2021,97,Noam Cohen,https://www.transfermarkt.com/noam-cohen/profil/spieler/396637,Right-Back,Israel; Luxembourg,23,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2021,16,1,
2021/22,2021,98,Ofek Biton,https://www.transfermarkt.com/ofek-biton/profil/spieler/653832,Attacking Midfield,Israel,22,for 2 clubs,,16,1,
2021/22,2021,99,Ben Sahar,https://www.transfermarkt.com/ben-sahar/profil/spieler/40436,Centre-Forward,Israel; Poland,32,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2021,17,1,
2021/22,2021,100,Sheran Yeini,https://www.transfermarkt.com/sheran-yeini/profil/spieler/58342,Defensive Midfield,Israel; Poland,35,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2021,17,1,
2021/22,2021,101,Mohamad Shaker,https://www.transfermarkt.com/mohamad-shaker/profil/spieler/212003,Right Winger,Israel,25,Ironi Kiryat Shmona,https://www.transfermarkt.com/ironi-kiryat-shmona/startseite/verein/6028/saison_id/2021,17,1,
2021/22,2021,102,Amir Berkovich,https://www.transfermarkt.com/amir-berkovich/profil/spieler/468546,Right Winger,Israel; England,21,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2021,18,1,
2021/22,2021,103,Cletus Nombil,https://www.transfermarkt.com/cletus-nombil/profil/spieler/579975,Defensive Midfield,Ghana,21,Hapoel Jerusalem,https://www.transfermarkt.com/hapoel-jerusalem/startseite/verein/43119/saison_id/2021,18,1,
2021/22,2021,104,Edwin Gyasi,https://www.transfermarkt.com/edwin-gyasi/profil/spieler/79192,Right Winger,Ghana; Netherlands,30,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,19,1,
2021/22,2021,105,Tamir Adi,https://www.transfermarkt.com/tamir-adi/profil/spieler/212010,Central Midfield,Israel,28,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,19,1,
2021/22,2021,106,Ben Vahaba,https://www.transfermarkt.com/ben-vahaba/profil/spieler/225803,Centre-Back,Israel,29,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2021,19,1,
2021/22,2021,107,Gleofilo Vlijter,https://www.transfermarkt.com/gleofilo-vlijter/profil/spieler/372818,Centre-Forward,Suriname,22,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2021,19,1,
2021/22,2021,108,Yuval Sade,https://www.transfermarkt.com/yuval-sade/profil/spieler/661754,Defensive Midfield,Israel; Romania,21,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2021,19,1,
2021/22,2021,109,Hélder Lopes,https://www.transfermarkt.com/helder-lopes/profil/spieler/171068,Left-Back,Portugal,33,Hapoel Beer Sheva,https://www.transfermarkt.com/hapoel-beer-sheva/startseite/verein/2976/saison_id/2021,20,1,
2021/22,2021,110,Yinon Eliyahu,https://www.transfermarkt.com/yinon-eliyahu/profil/spieler/311858,Right-Back,Israel,28,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2021,20,1,
2021/22,2021,111,Abdallah Jaber,https://www.transfermarkt.com/abdallah-jaber/profil/spieler/325545,Left-Back,Palestine; Israel,29,Ihud Bnei Sakhnin,https://www.transfermarkt.com/ihud-bnei-sachnin/startseite/verein/4769/saison_id/2021,20,1,
2021/22,2021,112,Usman Mohammed,https://www.transfermarkt.com/usman-mohammed/profil/spieler/409103,Central Midfield,Nigeria,27,Hapoel Hadera,https://www.transfermarkt.com/hapoel-hadera/startseite/verein/51931/saison_id/2021,20,1,
2021/22,2021,113,Eduardo Guerrero,https://www.transfermarkt.com/eduardo-guerrero/profil/spieler/502842,Centre-Forward,Panama,22,for 2 clubs,,20,1,
2021/22,2021,114,Montari Kamaheni,https://www.transfermarkt.com/montari-kamaheni/profil/spieler/579624,Left-Back,Ghana,22,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2021,20,1,
2021/22,2021,115,Saikou Touray,https://www.transfermarkt.com/saikou-touray/profil/spieler/694402,Central Midfield,The Gambia,21,Hapoel Haifa,https://www.transfermarkt.com/hapoel-haifa/startseite/verein/810/saison_id/2021,20,1,
2021/22,2021,116,Moti Barshazky,https://www.transfermarkt.com/moti-barshazky/profil/spieler/417535,Attacking Midfield,Israel; Portugal,25,for 2 clubs,,21,1,
