Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2018/19,27/10/18,8,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,1000
2018/19,27/10/18,8,Maccabi Netanya,Hapoel Beer Sheva,7200
2018/19,28/10/18,8,Hapoel Hadera,FC Ashdod,1700
2018/19,28/10/18,8,Hapoel Haifa,Maccabi Tel Aviv,5983
2018/19,29/10/18,8,Hapoel Tel Aviv,Maccabi Haifa,8500
2018/19,03/11/18,9,FC Ashdod,Hapoel Haifa,1200
2018/19,03/11/18,9,Hapoel Raanana,Maccabi Netanya,1920
2018/19,03/11/18,9,Maccabi Petah Tikva,Ironi Kiryat Shmona,1100
2018/19,03/11/18,9,Maccabi Tel Aviv,Ihud Bnei Sakhnin,9820
2018/19,04/11/18,9,Bnei Yehuda Tel Aviv,Hapoel Hadera,3000
2018/19,04/11/18,9,Hapoel Beer Sheva,Hapoel Tel Aviv,15500
2018/19,05/11/18,9,Maccabi Haifa,Beitar Jerusalem,20000
2018/19,10/11/18,10,Hapoel Hadera,Maccabi Haifa,6500
2018/19,10/11/18,10,Hapoel Haifa,Bnei Yehuda Tel Aviv,4420
2018/19,10/11/18,10,Hapoel Tel Aviv,Hapoel Raanana,6000
2018/19,10/11/18,10,Maccabi Netanya,Maccabi Petah Tikva,5850
2018/19,11/11/18,10,Beitar Jerusalem,Hapoel Beer Sheva,18133
2018/19,11/11/18,10,Ironi Kiryat Shmona,Maccabi Tel Aviv,4000
2018/19,12/11/18,10,Ihud Bnei Sakhnin,FC Ashdod,1500
2018/19,01/12/18,11,Bnei Yehuda Tel Aviv,Ihud Bnei Sakhnin,2500
2018/19,01/12/18,11,FC Ashdod,Ironi Kiryat Shmona,1100
2018/19,01/12/18,11,Hapoel Beer Sheva,Hapoel Hadera,13500
2018/19,01/12/18,11,Maccabi Haifa,Hapoel Haifa,0
2018/19,01/12/18,11,Maccabi Petah Tikva,Maccabi Tel Aviv,8500
2018/19,02/12/18,11,Hapoel Raanana,Beitar Jerusalem,3500
2018/19,02/12/18,11,Maccabi Netanya,Hapoel Tel Aviv,6200
2018/19,04/12/18,12,Hapoel Haifa,Hapoel Beer Sheva,3500
2018/19,04/12/18,12,Ihud Bnei Sakhnin,Maccabi Haifa,2500
2018/19,04/12/18,12,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,950
2018/19,04/12/18,12,Maccabi Tel Aviv,FC Ashdod,8602
2018/19,05/12/18,12,Beitar Jerusalem,Maccabi Netanya,8200
2018/19,05/12/18,12,Hapoel Hadera,Hapoel Raanana,2000
2018/19,05/12/18,12,Maccabi Petah Tikva,Hapoel Tel Aviv,2600
2018/19,08/12/18,13,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,8100
2018/19,08/12/18,13,FC Ashdod,Maccabi Petah Tikva,300
2018/19,08/12/18,13,Hapoel Beer Sheva,Ihud Bnei Sakhnin,14000
2018/19,08/12/18,13,Maccabi Haifa,Ironi Kiryat Shmona,10500
2018/19,09/12/18,13,Hapoel Raanana,Hapoel Haifa,1000
2018/19,09/12/18,13,Maccabi Netanya,Hapoel Hadera,4500
2018/19,10/12/18,13,Hapoel Tel Aviv,Beitar Jerusalem,8200
2018/19,15/12/18,14,Hapoel Beer Sheva,Ironi Kiryat Shmona,13640
2018/19,15/12/18,14,Hapoel Raanana,Ihud Bnei Sakhnin,500
2018/19,15/12/18,14,Hapoel Tel Aviv,Hapoel Hadera,5400
2018/19,15/12/18,14,Maccabi Netanya,Hapoel Haifa,6020
2018/19,16/12/18,14,Beitar Jerusalem,Maccabi Petah Tikva,8000
2018/19,16/12/18,14,Bnei Yehuda Tel Aviv,FC Ashdod,1500
2018/19,17/12/18,14,Maccabi Haifa,Maccabi Tel Aviv,22000
2018/19,25/12/18,15,Ihud Bnei Sakhnin,Maccabi Netanya,1800
2018/19,25/12/18,15,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,1500
2018/19,25/12/18,15,Maccabi Tel Aviv,Hapoel Beer Sheva,12551
2018/19,26/12/18,15,FC Ashdod,Maccabi Haifa,2300
2018/19,26/12/18,15,Hapoel Haifa,Hapoel Tel Aviv,3950
2018/19,26/12/18,15,Ironi Kiryat Shmona,Hapoel Raanana,400
2018/19,27/12/18,15,Hapoel Hadera,Beitar Jerusalem,3500
2018/19,29/12/18,16,Hapoel Beer Sheva,FC Ashdod,10979
2018/19,29/12/18,16,Hapoel Raanana,Maccabi Tel Aviv,5000
2018/19,29/12/18,16,Maccabi Haifa,Bnei Yehuda Tel Aviv,10348
2018/19,29/12/18,16,Maccabi Netanya,Ironi Kiryat Shmona,3400
2018/19,30/12/18,16,Hapoel Hadera,Maccabi Petah Tikva,1200
2018/19,30/12/18,16,Hapoel Tel Aviv,Ihud Bnei Sakhnin,3900
2018/19,31/12/18,16,Beitar Jerusalem,Hapoel Haifa,7000
2018/19,05/01/19,17,Hapoel Haifa,Hapoel Hadera,4310
2018/19,05/01/19,17,Ihud Bnei Sakhnin,Beitar Jerusalem,4000
2018/19,05/01/19,17,Ironi Kiryat Shmona,Hapoel Tel Aviv,2300
2018/19,05/01/19,17,Maccabi Petah Tikva,Maccabi Haifa,4500
2018/19,06/01/19,17,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva,2200
2018/19,06/01/19,17,FC Ashdod,Hapoel Raanana,300
2018/19,07/01/19,17,Maccabi Tel Aviv,Maccabi Netanya,8623
2018/19,12/01/19,18,Hapoel Beer Sheva,Maccabi Haifa,14838
2018/19,12/01/19,18,Hapoel Hadera,Ihud Bnei Sakhnin,1700
2018/19,12/01/19,18,Hapoel Haifa,Maccabi Petah Tikva,3486
2018/19,12/01/19,18,Hapoel Raanana,Bnei Yehuda Tel Aviv,1000
2018/19,12/01/19,18,Maccabi Netanya,FC Ashdod,3000
2018/19,13/01/19,18,Beitar Jerusalem,Ironi Kiryat Shmona,6900
2018/19,14/01/19,18,Hapoel Tel Aviv,Maccabi Tel Aviv,8500
2018/19,19/01/19,19,Bnei Yehuda Tel Aviv,Maccabi Netanya,2100
2018/19,19/01/19,19,Ihud Bnei Sakhnin,Hapoel Haifa,1500
2018/19,19/01/19,19,Maccabi Haifa,Hapoel Raanana,17258
2018/19,19/01/19,19,Maccabi Petah Tikva,Hapoel Beer Sheva,1600
2018/19,21/01/19,19,FC Ashdod,Hapoel Tel Aviv,2700
2018/19,21/01/19,19,Ironi Kiryat Shmona,Hapoel Hadera,700
2018/19,21/01/19,19,Maccabi Tel Aviv,Beitar Jerusalem,11830
2018/19,26/01/19,20,Beitar Jerusalem,FC Ashdod,7500
2018/19,26/01/19,20,Hapoel Haifa,Ironi Kiryat Shmona,4350
2018/19,26/01/19,20,Hapoel Raanana,Hapoel Beer Sheva,2200
2018/19,26/01/19,20,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,6300
2018/19,27/01/19,20,Ihud Bnei Sakhnin,Maccabi Petah Tikva,1000
2018/19,27/01/19,20,Maccabi Netanya,Maccabi Haifa,9200
2018/19,28/01/19,20,Hapoel Hadera,Maccabi Tel Aviv,5000
2018/19,02/02/19,21,Bnei Yehuda Tel Aviv,Beitar Jerusalem,7500
2018/19,02/02/19,21,FC Ashdod,Hapoel Hadera,1100
2018/19,02/02/19,21,Hapoel Beer Sheva,Maccabi Netanya,11103
2018/19,02/02/19,21,Maccabi Petah Tikva,Hapoel Raanana,2000
2018/19,03/02/19,21,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,800
2018/19,03/02/19,21,Maccabi Tel Aviv,Hapoel Haifa,9460
2018/19,04/02/19,21,Maccabi Haifa,Hapoel Tel Aviv,17906
2018/19,09/02/19,22,Hapoel Haifa,FC Ashdod,4347
2018/19,09/02/19,22,Hapoel Tel Aviv,Hapoel Beer Sheva,6900
2018/19,09/02/19,22,Ironi Kiryat Shmona,Maccabi Petah Tikva,200
2018/19,09/02/19,22,Maccabi Netanya,Hapoel Raanana,5100
2018/19,10/02/19,22,Beitar Jerusalem,Maccabi Haifa,18500
2018/19,10/02/19,22,Hapoel Hadera,Bnei Yehuda Tel Aviv,1800
2018/19,11/02/19,22,Ihud Bnei Sakhnin,Maccabi Tel Aviv,0
2018/19,16/02/19,23,Bnei Yehuda Tel Aviv,Hapoel Haifa,1000
2018/19,16/02/19,23,FC Ashdod,Ihud Bnei Sakhnin,900
2018/19,16/02/19,23,Hapoel Raanana,Hapoel Tel Aviv,3000
2018/19,16/02/19,23,Maccabi Tel Aviv,Ironi Kiryat Shmona,6772
2018/19,17/02/19,23,Maccabi Haifa,Hapoel Hadera,13894
2018/19,17/02/19,23,Maccabi Petah Tikva,Maccabi Netanya,1700
2018/19,18/02/19,23,Hapoel Beer Sheva,Beitar Jerusalem,15500
2018/19,23/02/19,24,Beitar Jerusalem,Hapoel Raanana,6000
2018/19,23/02/19,24,Hapoel Tel Aviv,Maccabi Netanya,7500
2018/19,23/02/19,24,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,0
2018/19,23/02/19,24,Maccabi Tel Aviv,Maccabi Petah Tikva,11598
2018/19,24/02/19,24,Hapoel Hadera,Hapoel Beer Sheva,4000
2018/19,24/02/19,24,Ironi Kiryat Shmona,FC Ashdod,610
2018/19,25/02/19,24,Hapoel Haifa,Maccabi Haifa,25100
2018/19,02/03/19,25,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,1500
2018/19,02/03/19,25,FC Ashdod,Maccabi Tel Aviv,3350
2018/19,02/03/19,25,Maccabi Haifa,Ihud Bnei Sakhnin,15708
2018/19,02/03/19,25,Maccabi Netanya,Beitar Jerusalem,8400
2018/19,03/03/19,25,Hapoel Raanana,Hapoel Hadera,800
2018/19,03/03/19,25,Hapoel Tel Aviv,Maccabi Petah Tikva,4800
2018/19,04/03/19,25,Hapoel Beer Sheva,Hapoel Haifa,13139
2018/19,09/03/19,26,Beitar Jerusalem,Hapoel Tel Aviv,15000
2018/19,09/03/19,26,Hapoel Hadera,Maccabi Netanya,5000
2018/19,09/03/19,26,Hapoel Haifa,Hapoel Raanana,3660
2018/19,09/03/19,26,Ironi Kiryat Shmona,Maccabi Haifa,3500
2018/19,10/03/19,26,Ihud Bnei Sakhnin,Hapoel Beer Sheva,1000
2018/19,10/03/19,26,Maccabi Petah Tikva,FC Ashdod,1000
2018/19,11/03/19,26,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,7750
