Season,Date,Matchday,Stage,HomeTeam,AwayTeam,Score,HomeGoals,AwayGoals,Attendance,MatchURL
2016/17,13/05/17,9,Championship Round,Ihud Bnei Sakhnin,Maccabi Haifa,1:0,1,0,1000,https://www.transfermarkt.com/ihud-bnei-sakhnin_maccabi-haifa/index/spielbericht/2839978
2016/17,14/05/17,9,Championship Round,Maccabi Petah Tikva,Maccabi Tel Aviv,2:1,2,1,3000,https://www.transfermarkt.com/maccabi-petah-tikva_maccabi-tel-aviv/index/spielbericht/2839980
2016/17,15/05/17,9,Championship Round,Beitar Jerusalem,Hapoel Beer Sheva,1:1,1,1,5700,https://www.transfermarkt.com/beitar-jerusalem_hapoel-beer-sheva/index/spielbericht/2839979
2016/17,20/05/17,10,Championship Round,Hapoel Beer Sheva,Ihud Bnei Sakhnin,2:0,2,0,10180,https://www.transfermarkt.com/hapoel-beer-sheva_ihud-bnei-sakhnin/index/spielbericht/2839983
2016/17,20/05/17,10,Championship Round,Maccabi Haifa,Maccabi Petah Tikva,0:0,0,0,4280,https://www.transfermarkt.com/maccabi-haifa_maccabi-petah-tikva/index/spielbericht/2839981
2016/17,20/05/17,10,Championship Round,Maccabi Tel Aviv,Beitar Jerusalem,0:2,0,2,7170,https://www.transfermarkt.com/maccabi-tel-aviv_beitar-jerusalem/index/spielbericht/2839982
2016/17,18/03/17,1,Relegation Round,Ironi Kiryat Shmona,Hapoel Tel Aviv,2:3,2,3,2000,https://www.transfermarkt.com/ironi-kiryat-shmona_hapoel-tel-aviv/index/spielbericht/2839988
2016/17,18/03/17,1,Relegation Round,Hapoel Haifa,Hapoel Ashkelon,1:4,1,4,1700,https://www.transfermarkt.com/hapoel-haifa_hapoel-ashkelon/index/spielbericht/2839989
2016/17,19/03/17,1,Relegation Round,Hapoel Raanana,Bnei Yehuda Tel Aviv,0:2,0,2,700,https://www.transfermarkt.com/hapoel-raanana_bnei-yehuda-tel-aviv/index/spielbericht/2839990
2016/17,20/03/17,1,Relegation Round,FC Ashdod,Hapoel Kfar Saba,0:0,0,0,1350,https://www.transfermarkt.com/fc-ashdod_hapoel-kfar-saba/index/spielbericht/2839991
2016/17,01/04/17,2,Relegation Round,Ironi Kiryat Shmona,Hapoel Haifa,0:2,0,2,700,https://www.transfermarkt.com/ironi-kiryat-shmona_hapoel-haifa/index/spielbericht/2839986
2016/17,01/04/17,2,Relegation Round,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,2:0,2,0,10000,https://www.transfermarkt.com/hapoel-tel-aviv_bnei-yehuda-tel-aviv/index/spielbericht/2839984
2016/17,02/04/17,2,Relegation Round,Hapoel Kfar Saba,Hapoel Raanana,0:2,0,2,1100,https://www.transfermarkt.com/hapoel-kfar-saba_hapoel-raanana/index/spielbericht/2839985
2016/17,03/04/17,2,Relegation Round,Hapoel Ashkelon,FC Ashdod,0:0,0,0,2500,https://www.transfermarkt.com/hapoel-ashkelon_fc-ashdod/index/spielbericht/2839987
2016/17,08/04/17,3,Relegation Round,Hapoel Haifa,Hapoel Tel Aviv,3:3,3,3,6700,https://www.transfermarkt.com/hapoel-haifa_hapoel-tel-aviv/index/spielbericht/2839993
2016/17,08/04/17,3,Relegation Round,Hapoel Raanana,Hapoel Ashkelon,0:2,0,2,700,https://www.transfermarkt.com/hapoel-raanana_hapoel-ashkelon/index/spielbericht/2839992
2016/17,08/04/17,3,Relegation Round,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,1:0,1,0,2300,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_hapoel-kfar-saba/index/spielbericht/2839995
2016/17,09/04/17,3,Relegation Round,FC Ashdod,Ironi Kiryat Shmona,1:1,1,1,720,https://www.transfermarkt.com/fc-ashdod_ironi-kiryat-shmona/index/spielbericht/2839994
2016/17,22/04/17,4,Relegation Round,Hapoel Ashkelon,Bnei Yehuda Tel Aviv,1:0,1,0,1800,https://www.transfermarkt.com/hapoel-ashkelon_bnei-yehuda-tel-aviv/index/spielbericht/2839997
2016/17,22/04/17,4,Relegation Round,Hapoel Haifa,FC Ashdod,1:1,1,1,2200,https://www.transfermarkt.com/hapoel-haifa_fc-ashdod/index/spielbericht/2839999
2016/17,22/04/17,4,Relegation Round,Ironi Kiryat Shmona,Hapoel Raanana,2:3,2,3,400,https://www.transfermarkt.com/ironi-kiryat-shmona_hapoel-raanana/index/spielbericht/2839998
2016/17,24/04/17,4,Relegation Round,Hapoel Tel Aviv,Hapoel Kfar Saba,2:0,2,0,10000,https://www.transfermarkt.com/hapoel-tel-aviv_hapoel-kfar-saba/index/spielbericht/2839996
2016/17,27/04/17,5,Relegation Round,Hapoel Raanana,Hapoel Haifa,0:2,0,2,500,https://www.transfermarkt.com/hapoel-raanana_hapoel-haifa/index/spielbericht/2840001
2016/17,27/04/17,5,Relegation Round,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,0:2,0,2,1500,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_ironi-kiryat-shmona/index/spielbericht/2840002
2016/17,29/04/17,5,Relegation Round,FC Ashdod,Hapoel Tel Aviv,2:0,2,0,4500,https://www.transfermarkt.com/fc-ashdod_hapoel-tel-aviv/index/spielbericht/2840000
2016/17,29/04/17,5,Relegation Round,Hapoel Kfar Saba,Hapoel Ashkelon,1:0,1,0,1500,https://www.transfermarkt.com/hapoel-kfar-saba_hapoel-ashkelon/index/spielbericht/2840003
2016/17,06/05/17,6,Relegation Round,Hapoel Tel Aviv,Hapoel Ashkelon,0:0,0,0,10500,https://www.transfermarkt.com/hapoel-tel-aviv_hapoel-ashkelon/index/spielbericht/2840004
2016/17,06/05/17,6,Relegation Round,Ironi Kiryat Shmona,Hapoel Kfar Saba,1:4,1,4,200,https://www.transfermarkt.com/ironi-kiryat-shmona_hapoel-kfar-saba/index/spielbericht/2840005
2016/17,06/05/17,6,Relegation Round,FC Ashdod,Hapoel Raanana,2:2,2,2,250,https://www.transfermarkt.com/fc-ashdod_hapoel-raanana/index/spielbericht/2840006
2016/17,06/05/17,6,Relegation Round,Hapoel Haifa,Bnei Yehuda Tel Aviv,1:1,1,1,1900,https://www.transfermarkt.com/hapoel-haifa_bnei-yehuda-tel-aviv/index/spielbericht/2840007
2016/17,13/05/17,7,Relegation Round,Hapoel Raanana,Hapoel Tel Aviv,1:1,1,1,6500,https://www.transfermarkt.com/hapoel-raanana_hapoel-tel-aviv/index/spielbericht/2840008
2016/17,13/05/17,7,Relegation Round,Bnei Yehuda Tel Aviv,FC Ashdod,2:1,2,1,300,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_fc-ashdod/index/spielbericht/2840009
2016/17,13/05/17,7,Relegation Round,Hapoel Ashkelon,Ironi Kiryat Shmona,2:1,2,1,5000,https://www.transfermarkt.com/hapoel-ashkelon_ironi-kiryat-shmona/index/spielbericht/2840010
2016/17,13/05/17,7,Relegation Round,Hapoel Kfar Saba,Hapoel Haifa,1:0,1,0,2300,https://www.transfermarkt.com/hapoel-kfar-saba_hapoel-haifa/index/spielbericht/2840011
