Season,Date,Matchday,Stage,HomeTeam,AwayTeam,Score,HomeGoals,AwayGoals,Attendance,MatchURL
2015/16,09/04/16,3,Relegation Round,Hapoel Kfar Saba,Bnei Yehuda Tel Aviv,0:1,0,1,1000,https://www.transfermarkt.com/hapoel-kfar-saba_bnei-yehuda-tel-aviv/index/spielbericht/2671602
2015/16,09/04/16,3,Relegation Round,Hapoel Acre,Hapoel Haifa,2:3,2,3,900,https://www.transfermarkt.com/hapoel-acre_hapoel-haifa/index/spielbericht/2671603
2015/16,10/04/16,3,Relegation Round,Maccabi Petah Tikva,Ironi Kiryat Shmona,2:0,2,0,3100,https://www.transfermarkt.com/maccabi-petah-tikva_ironi-kiryat-shmona/index/spielbericht/2671601
2015/16,10/04/16,3,Relegation Round,Maccabi Netanya,Hapoel Tel Aviv,0:1,0,1,5600,https://www.transfermarkt.com/maccabi-netanya_hapoel-tel-aviv/index/spielbericht/2671604
2015/16,16/04/16,4,Relegation Round,Ironi Kiryat Shmona,Hapoel Tel Aviv,1:1,1,1,2700,https://www.transfermarkt.com/ironi-kiryat-shmona_hapoel-tel-aviv/index/spielbericht/2671609
2015/16,16/04/16,4,Relegation Round,Maccabi Petah Tikva,Hapoel Kfar Saba,0:1,0,1,3100,https://www.transfermarkt.com/maccabi-petah-tikva_hapoel-kfar-saba/index/spielbericht/2671612
2015/16,16/04/16,4,Relegation Round,Hapoel Haifa,Maccabi Netanya,2:1,2,1,4200,https://www.transfermarkt.com/hapoel-haifa_maccabi-netanya/index/spielbericht/2671610
2015/16,17/04/16,4,Relegation Round,Bnei Yehuda Tel Aviv,Hapoel Acre,3:1,3,1,2600,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_hapoel-acre/index/spielbericht/2671611
2015/16,30/04/16,5,Relegation Round,Hapoel Kfar Saba,Ironi Kiryat Shmona,2:1,2,1,2200,https://www.transfermarkt.com/hapoel-kfar-saba_ironi-kiryat-shmona/index/spielbericht/2671614
2015/16,30/04/16,5,Relegation Round,Hapoel Acre,Maccabi Petah Tikva,1:3,1,3,2600,https://www.transfermarkt.com/hapoel-acre_maccabi-petah-tikva/index/spielbericht/2671615
2015/16,30/04/16,5,Relegation Round,Hapoel Tel Aviv,Hapoel Haifa,3:3,3,3,5500,https://www.transfermarkt.com/hapoel-tel-aviv_hapoel-haifa/index/spielbericht/2671617
2015/16,01/05/16,5,Relegation Round,Maccabi Netanya,Bnei Yehuda Tel Aviv,0:1,0,1,3800,https://www.transfermarkt.com/maccabi-netanya_bnei-yehuda-tel-aviv/index/spielbericht/2671616
2015/16,07/05/16,6,Relegation Round,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,2:4,2,4,5700,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_hapoel-tel-aviv/index/spielbericht/2671619
2015/16,07/05/16,6,Relegation Round,Ironi Kiryat Shmona,Hapoel Haifa,2:1,2,1,2900,https://www.transfermarkt.com/ironi-kiryat-shmona_hapoel-haifa/index/spielbericht/2671618
2015/16,07/05/16,6,Relegation Round,Hapoel Kfar Saba,Hapoel Acre,0:0,0,0,1900,https://www.transfermarkt.com/hapoel-kfar-saba_hapoel-acre/index/spielbericht/2671621
2015/16,08/05/16,6,Relegation Round,Maccabi Petah Tikva,Maccabi Netanya,2:1,2,1,4100,https://www.transfermarkt.com/maccabi-petah-tikva_maccabi-netanya/index/spielbericht/2671620
2015/16,14/05/16,7,Relegation Round,Maccabi Netanya,Hapoel Kfar Saba,1:1,1,1,4900,https://www.transfermarkt.com/maccabi-netanya_hapoel-kfar-saba/index/spielbericht/2671623
2015/16,15/05/16,7,Relegation Round,Hapoel Tel Aviv,Maccabi Petah Tikva,0:0,0,0,5500,https://www.transfermarkt.com/hapoel-tel-aviv_maccabi-petah-tikva/index/spielbericht/2671624
2015/16,16/05/16,7,Relegation Round,Hapoel Acre,Ironi Kiryat Shmona,1:1,1,1,2400,https://www.transfermarkt.com/hapoel-acre_ironi-kiryat-shmona/index/spielbericht/2671622
2015/16,16/05/16,7,Relegation Round,Hapoel Haifa,Bnei Yehuda Tel Aviv,1:1,1,1,4600,https://www.transfermarkt.com/hapoel-haifa_bnei-yehuda-tel-aviv/index/spielbericht/2671625
