Season,Date,Matchday,Stage,HomeTeam,AwayTeam,Score,HomeGoals,AwayGoals,Attendance,MatchURL
2011/12,24/03/12,1,Relegation Round,Hapoel Ramat haSharon,Hapoel Rishon leZion,5:2,5,2,400,https://www.transfermarkt.com/hapoel-ramat-hasharon_hapoel-rishon-lezion/index/spielbericht/2193318
2011/12,24/03/12,1,Relegation Round,Hapoel Acre,Hapoel Petah Tikva,2:3,2,3,1000,https://www.transfermarkt.com/hapoel-acre_hapoel-petah-tikva/index/spielbericht/2193317
2011/12,25/03/12,1,Relegation Round,Beitar Jerusalem,Maccabi Petah Tikva,3:1,3,1,6000,https://www.transfermarkt.com/beitar-jerusalem_maccabi-petah-tikva/index/spielbericht/2193320
2011/12,31/03/12,2,Relegation Round,Hapoel Petah Tikva,Hapoel Beer Sheva,1:1,1,1,2000,https://www.transfermarkt.com/hapoel-petah-tikva_hapoel-beer-sheva/index/spielbericht/2193324
2011/12,31/03/12,2,Relegation Round,Hapoel Acre,Hapoel Ramat haSharon,2:0,2,0,1000,https://www.transfermarkt.com/hapoel-acre_hapoel-ramat-hasharon/index/spielbericht/2193321
2011/12,31/03/12,2,Relegation Round,Maccabi Petah Tikva,Hapoel Haifa,2:1,2,1,1500,https://www.transfermarkt.com/maccabi-petah-tikva_hapoel-haifa/index/spielbericht/2193323
2011/12,31/03/12,2,Relegation Round,Hapoel Rishon leZion,Beitar Jerusalem,1:2,1,2,4000,https://www.transfermarkt.com/hapoel-rishon-lezion_beitar-jerusalem/index/spielbericht/2193322
2011/12,14/04/12,3,Relegation Round,Hapoel Ramat haSharon,Hapoel Petah Tikva,2:1,2,1,500,https://www.transfermarkt.com/hapoel-ramat-hasharon_hapoel-petah-tikva/index/spielbericht/2193325
2011/12,14/04/12,3,Relegation Round,Hapoel Haifa,Hapoel Rishon leZion,2:0,2,0,3000,https://www.transfermarkt.com/hapoel-haifa_hapoel-rishon-lezion/index/spielbericht/2193327
2011/12,15/04/12,3,Relegation Round,Beitar Jerusalem,Hapoel Acre,1:0,1,0,6000,https://www.transfermarkt.com/beitar-jerusalem_hapoel-acre/index/spielbericht/2193326
2011/12,16/04/12,3,Relegation Round,Hapoel Beer Sheva,Maccabi Petah Tikva,1:0,1,0,11000,https://www.transfermarkt.com/hapoel-beer-sheva_maccabi-petah-tikva/index/spielbericht/2193328
2011/12,28/04/12,4,Relegation Round,Hapoel Petah Tikva,Maccabi Petah Tikva,0:1,0,1,4000,https://www.transfermarkt.com/hapoel-petah-tikva_maccabi-petah-tikva/index/spielbericht/2209840
2011/12,28/04/12,4,Relegation Round,Hapoel Rishon leZion,Hapoel Beer Sheva,0:1,0,1,3000,https://www.transfermarkt.com/hapoel-rishon-lezion_hapoel-beer-sheva/index/spielbericht/2209839
2011/12,28/04/12,4,Relegation Round,Hapoel Acre,Hapoel Haifa,0:0,0,0,2000,https://www.transfermarkt.com/hapoel-acre_hapoel-haifa/index/spielbericht/2209838
2011/12,29/04/12,4,Relegation Round,Hapoel Ramat haSharon,Beitar Jerusalem,0:1,0,1,1000,https://www.transfermarkt.com/hapoel-ramat-hasharon_beitar-jerusalem/index/spielbericht/2209841
2011/12,05/05/12,5,Relegation Round,Beitar Jerusalem,Hapoel Petah Tikva,2:0,2,0,3000,https://www.transfermarkt.com/beitar-jerusalem_hapoel-petah-tikva/index/spielbericht/2193333
2011/12,05/05/12,5,Relegation Round,Maccabi Petah Tikva,Hapoel Rishon leZion,2:1,2,1,700,https://www.transfermarkt.com/maccabi-petah-tikva_hapoel-rishon-lezion/index/spielbericht/2193336
2011/12,05/05/12,5,Relegation Round,Hapoel Beer Sheva,Hapoel Acre,1:3,1,3,4500,https://www.transfermarkt.com/hapoel-beer-sheva_hapoel-acre/index/spielbericht/2193335
2011/12,05/05/12,5,Relegation Round,Hapoel Haifa,Hapoel Ramat haSharon,1:1,1,1,2500,https://www.transfermarkt.com/hapoel-haifa_hapoel-ramat-hasharon/index/spielbericht/2193334
2011/12,08/05/12,6,Relegation Round,Beitar Jerusalem,Hapoel Haifa,0:0,0,0,6000,https://www.transfermarkt.com/beitar-jerusalem_hapoel-haifa/index/spielbericht/2193337
2011/12,08/05/12,6,Relegation Round,Hapoel Ramat haSharon,Hapoel Beer Sheva,0:0,0,0,1000,https://www.transfermarkt.com/hapoel-ramat-hasharon_hapoel-beer-sheva/index/spielbericht/2193338
2011/12,08/05/12,6,Relegation Round,Hapoel Acre,Maccabi Petah Tikva,1:2,1,2,1500,https://www.transfermarkt.com/hapoel-acre_maccabi-petah-tikva/index/spielbericht/2193339
2011/12,08/05/12,6,Relegation Round,Hapoel Petah Tikva,Hapoel Rishon leZion,2:0,2,0,100,https://www.transfermarkt.com/hapoel-petah-tikva_hapoel-rishon-lezion/index/spielbericht/2193340
2011/12,12/05/12,7,Relegation Round,Hapoel Haifa,Hapoel Petah Tikva,2:1,2,1,5000,https://www.transfermarkt.com/hapoel-haifa_hapoel-petah-tikva/index/spielbericht/2193341
2011/12,12/05/12,7,Relegation Round,Hapoel Beer Sheva,Beitar Jerusalem,3:1,3,1,11500,https://www.transfermarkt.com/hapoel-beer-sheva_beitar-jerusalem/index/spielbericht/2193342
2011/12,12/05/12,7,Relegation Round,Maccabi Petah Tikva,Hapoel Ramat haSharon,0:0,0,0,2500,https://www.transfermarkt.com/maccabi-petah-tikva_hapoel-ramat-hasharon/index/spielbericht/2193343
2011/12,12/05/12,7,Relegation Round,Hapoel Rishon leZion,Hapoel Acre,1:2,1,2,150,https://www.transfermarkt.com/hapoel-rishon-lezion_hapoel-acre/index/spielbericht/2193344
