Season,Date,Matchday,Stage,HomeTeam,AwayTeam,Score,HomeGoals,AwayGoals,Attendance,MatchURL
2019/20,04/07/20,9,Championship Round,Beitar Jerusalem,Hapoel Tel Aviv,3:0,3,0,0,https://www.transfermarkt.com/beitar-jerusalem_hapoel-tel-aviv/index/spielbericht/3329006
2019/20,04/07/20,9,Championship Round,Hapoel Beer Sheva,Hapoel Haifa,3:1,3,1,0,https://www.transfermarkt.com/hapoel-beer-sheva_hapoel-haifa/index/spielbericht/3329007
2019/20,04/07/20,9,Championship Round,Maccabi Haifa,Maccabi Tel Aviv,0:1,0,1,0,https://www.transfermarkt.com/maccabi-haifa_maccabi-tel-aviv/index/spielbericht/3329008
2019/20,07/07/20,10,Championship Round,Hapoel Tel Aviv,Hapoel Haifa,0:3,0,3,0,https://www.transfermarkt.com/hapoel-tel-aviv_hapoel-haifa/index/spielbericht/3329009
2019/20,07/07/20,10,Championship Round,Hapoel Beer Sheva,Maccabi Tel Aviv,2:0,2,0,0,https://www.transfermarkt.com/hapoel-beer-sheva_maccabi-tel-aviv/index/spielbericht/3329010
2019/20,07/07/20,10,Championship Round,Beitar Jerusalem,Maccabi Haifa,2:2,2,2,0,https://www.transfermarkt.com/beitar-jerusalem_maccabi-haifa/index/spielbericht/3329011
2019/20,01/06/20,1,Relegation Round,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,0:0,0,0,0,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_hapoel-kfar-saba/index/spielbericht/3329028
2019/20,02/06/20,1,Relegation Round,FC Ashdod,Hapoel Raanana,3:2,3,2,0,https://www.transfermarkt.com/fc-ashdod_hapoel-raanana/index/spielbericht/3329031
2019/20,02/06/20,1,Relegation Round,Maccabi Netanya,Ironi Kiryat Shmona,3:1,3,1,0,https://www.transfermarkt.com/maccabi-netanya_ironi-kiryat-shmona/index/spielbericht/3329030
2019/20,03/06/20,1,Relegation Round,Hapoel Hadera,Sekzia Ness Ziona,2:2,2,2,0,https://www.transfermarkt.com/hapoel-hadera_sekzia-ness-ziona/index/spielbericht/3329029
2019/20,06/06/20,2,Relegation Round,Ironi Kiryat Shmona,FC Ashdod,3:0,3,0,0,https://www.transfermarkt.com/ironi-kiryat-shmona_fc-ashdod/index/spielbericht/3329033
2019/20,06/06/20,2,Relegation Round,Bnei Yehuda Tel Aviv,Hapoel Hadera,5:0,5,0,0,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_hapoel-hadera/index/spielbericht/3329035
2019/20,06/06/20,2,Relegation Round,Hapoel Kfar Saba,Hapoel Raanana,2:0,2,0,0,https://www.transfermarkt.com/hapoel-kfar-saba_hapoel-raanana/index/spielbericht/3329032
2019/20,07/06/20,2,Relegation Round,Sekzia Ness Ziona,Maccabi Netanya,1:0,1,0,0,https://www.transfermarkt.com/sekzia-ness-ziona_maccabi-netanya/index/spielbericht/3329034
2019/20,13/06/20,3,Relegation Round,Hapoel Hadera,Hapoel Kfar Saba,0:0,0,0,0,https://www.transfermarkt.com/hapoel-hadera_hapoel-kfar-saba/index/spielbericht/3329036
2019/20,13/06/20,3,Relegation Round,Hapoel Raanana,Ironi Kiryat Shmona,0:1,0,1,0,https://www.transfermarkt.com/hapoel-raanana_ironi-kiryat-shmona/index/spielbericht/3329039
2019/20,13/06/20,3,Relegation Round,FC Ashdod,Sekzia Ness Ziona,2:0,2,0,0,https://www.transfermarkt.com/fc-ashdod_sekzia-ness-ziona/index/spielbericht/3329038
2019/20,15/06/20,3,Relegation Round,Maccabi Netanya,Bnei Yehuda Tel Aviv,1:3,1,3,0,https://www.transfermarkt.com/maccabi-netanya_bnei-yehuda-tel-aviv/index/spielbericht/3329037
2019/20,18/06/20,4,Relegation Round,Sekzia Ness Ziona,Hapoel Raanana,2:1,2,1,0,https://www.transfermarkt.com/sekzia-ness-ziona_hapoel-raanana/index/spielbericht/3329041
2019/20,18/06/20,4,Relegation Round,Hapoel Hadera,Maccabi Netanya,1:2,1,2,0,https://www.transfermarkt.com/hapoel-hadera_maccabi-netanya/index/spielbericht/3329043
2019/20,20/06/20,4,Relegation Round,Hapoel Kfar Saba,Ironi Kiryat Shmona,0:0,0,0,0,https://www.transfermarkt.com/hapoel-kfar-saba_ironi-kiryat-shmona/index/spielbericht/3329040
2019/20,21/06/20,4,Relegation Round,Bnei Yehuda Tel Aviv,FC Ashdod,3:3,3,3,0,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_fc-ashdod/index/spielbericht/3329042
2019/20,23/06/20,5,Relegation Round,Hapoel Raanana,Maccabi Netanya,2:4,2,4,0,https://www.transfermarkt.com/hapoel-raanana_maccabi-netanya/index/spielbericht/3329046
2019/20,24/06/20,5,Relegation Round,Sekzia Ness Ziona,Bnei Yehuda Tel Aviv,0:0,0,0,0,https://www.transfermarkt.com/sekzia-ness-ziona_bnei-yehuda-tel-aviv/index/spielbericht/3329044
2019/20,24/06/20,5,Relegation Round,FC Ashdod,Hapoel Kfar Saba,2:3,2,3,0,https://www.transfermarkt.com/fc-ashdod_hapoel-kfar-saba/index/spielbericht/3329045
2019/20,24/06/20,5,Relegation Round,Ironi Kiryat Shmona,Hapoel Hadera,0:3,0,3,0,https://www.transfermarkt.com/ironi-kiryat-shmona_hapoel-hadera/index/spielbericht/3329047
2019/20,27/06/20,6,Relegation Round,Hapoel Hadera,Hapoel Raanana,2:2,2,2,0,https://www.transfermarkt.com/hapoel-hadera_hapoel-raanana/index/spielbericht/3329050
2019/20,28/06/20,6,Relegation Round,Hapoel Kfar Saba,Sekzia Ness Ziona,0:1,0,1,0,https://www.transfermarkt.com/hapoel-kfar-saba_sekzia-ness-ziona/index/spielbericht/3329048
2019/20,28/06/20,6,Relegation Round,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,2:0,2,0,0,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_ironi-kiryat-shmona/index/spielbericht/3329049
2019/20,28/06/20,6,Relegation Round,Maccabi Netanya,FC Ashdod,2:5,2,5,0,https://www.transfermarkt.com/maccabi-netanya_fc-ashdod/index/spielbericht/3329051
2019/20,01/07/20,7,Relegation Round,Hapoel Raanana,Bnei Yehuda Tel Aviv,0:4,0,4,0,https://www.transfermarkt.com/hapoel-raanana_bnei-yehuda-tel-aviv/index/spielbericht/3329054
2019/20,02/07/20,7,Relegation Round,Maccabi Netanya,Hapoel Kfar Saba,0:1,0,1,0,https://www.transfermarkt.com/maccabi-netanya_hapoel-kfar-saba/index/spielbericht/3329052
2019/20,02/07/20,7,Relegation Round,FC Ashdod,Hapoel Hadera,3:1,3,1,0,https://www.transfermarkt.com/fc-ashdod_hapoel-hadera/index/spielbericht/3329053
2019/20,02/07/20,7,Relegation Round,Ironi Kiryat Shmona,Sekzia Ness Ziona,1:0,1,0,0,https://www.transfermarkt.com/ironi-kiryat-shmona_sekzia-ness-ziona/index/spielbericht/3329055
