Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2016/17,17/12/16,14,Hapoel Kfar Saba,Maccabi Tel Aviv,3500
2016/17,17/12/16,14,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,2000
2016/17,18/12/16,14,Hapoel Haifa,Hapoel Ashkelon,1600
2016/17,18/12/16,14,Hapoel Raanana,Hapoel Beer Sheva,2800
2016/17,19/12/16,14,Hapoel Tel Aviv,Maccabi Haifa,8000
2016/17,24/12/16,15,Bnei Yehuda Tel Aviv,Hapoel Haifa,2050
2016/17,24/12/16,15,Hapoel Ashkelon,Hapoel Kfar Saba,1300
2016/17,24/12/16,15,Ironi Kiryat Shmona,Beitar Jerusalem,2500
2016/17,24/12/16,15,Maccabi Tel Aviv,FC Ashdod,6200
2016/17,25/12/16,15,Hapoel Beer Sheva,Hapoel Tel Aviv,15500
2016/17,25/12/16,15,Maccabi Petah Tikva,Hapoel Raanana,650
2016/17,26/12/16,15,Maccabi Haifa,Ihud Bnei Sakhnin,17120
2016/17,01/01/17,16,FC Ashdod,Hapoel Ashkelon,1200
2016/17,01/01/17,16,Ihud Bnei Sakhnin,Hapoel Beer Sheva,5500
2016/17,02/01/17,16,Beitar Jerusalem,Maccabi Tel Aviv,7500
2016/17,31/12/16,16,Hapoel Kfar Saba,Hapoel Haifa,700
2016/17,31/12/16,16,Hapoel Raanana,Ironi Kiryat Shmona,550
2016/17,31/12/16,16,Hapoel Tel Aviv,Maccabi Petah Tikva,7500
2016/17,31/12/16,16,Maccabi Haifa,Bnei Yehuda Tel Aviv,13000
2016/17,10/01/17,17,Hapoel Ashkelon,Beitar Jerusalem,5100
2016/17,10/01/17,17,Hapoel Beer Sheva,Maccabi Haifa,15800
2016/17,10/01/17,17,Maccabi Petah Tikva,Ihud Bnei Sakhnin,1500
2016/17,11/01/17,17,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,2000
2016/17,11/01/17,17,Hapoel Haifa,FC Ashdod,1500
2016/17,11/01/17,17,Maccabi Tel Aviv,Hapoel Raanana,6100
2016/17,12/01/17,17,Ironi Kiryat Shmona,Hapoel Tel Aviv,1600
2016/17,14/01/17,18,FC Ashdod,Hapoel Kfar Saba,1500
2016/17,14/01/17,18,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv,13500
2016/17,14/01/17,18,Hapoel Raanana,Hapoel Ashkelon,600
2016/17,14/01/17,18,Maccabi Haifa,Maccabi Petah Tikva,13630
2016/17,15/01/17,18,Beitar Jerusalem,Hapoel Haifa,3500
2016/17,16/01/17,18,Hapoel Tel Aviv,Maccabi Tel Aviv,7300
2016/17,16/01/17,18,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,3000
2016/17,21/01/17,19,Hapoel Ashkelon,Hapoel Tel Aviv,3910
2016/17,21/01/17,19,Hapoel Haifa,Hapoel Raanana,2400
2016/17,21/01/17,19,Ironi Kiryat Shmona,Maccabi Haifa,2800
2016/17,21/01/17,19,Maccabi Petah Tikva,Hapoel Beer Sheva,7000
2016/17,22/01/17,19,Bnei Yehuda Tel Aviv,FC Ashdod,2500
2016/17,22/01/17,19,Hapoel Kfar Saba,Beitar Jerusalem,2200
2016/17,22/01/17,19,Maccabi Tel Aviv,Ihud Bnei Sakhnin,9400
2016/17,28/01/17,20,Beitar Jerusalem,FC Ashdod,3000
2016/17,28/01/17,20,Hapoel Beer Sheva,Ironi Kiryat Shmona,11500
2016/17,28/01/17,20,Hapoel Raanana,Hapoel Kfar Saba,700
2016/17,28/01/17,20,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,1500
2016/17,29/01/17,20,Hapoel Tel Aviv,Hapoel Haifa,6300
2016/17,29/01/17,20,Ihud Bnei Sakhnin,Hapoel Ashkelon,2000
2016/17,30/01/17,20,Maccabi Haifa,Maccabi Tel Aviv,26100
2016/17,04/02/17,21,Bnei Yehuda Tel Aviv,Beitar Jerusalem,5600
2016/17,04/02/17,21,Hapoel Haifa,Ihud Bnei Sakhnin,4100
2016/17,04/02/17,21,Ironi Kiryat Shmona,Maccabi Petah Tikva,600
2016/17,04/02/17,21,Maccabi Tel Aviv,Hapoel Beer Sheva,12335
2016/17,05/02/17,21,FC Ashdod,Hapoel Raanana,1200
2016/17,05/02/17,21,Hapoel Kfar Saba,Hapoel Tel Aviv,3400
2016/17,06/02/17,21,Hapoel Ashkelon,Maccabi Haifa,3700
2016/17,11/02/17,22,Hapoel Beer Sheva,Hapoel Ashkelon,14972
2016/17,11/02/17,22,Hapoel Raanana,Beitar Jerusalem,4000
2016/17,11/02/17,22,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,900
2016/17,11/02/17,22,Maccabi Haifa,Hapoel Haifa,27643
2016/17,12/02/17,22,Hapoel Tel Aviv,FC Ashdod,4600
2016/17,12/02/17,22,Ihud Bnei Sakhnin,Hapoel Kfar Saba,2000
2016/17,13/02/17,22,Maccabi Petah Tikva,Maccabi Tel Aviv,8000
2016/17,18/02/17,23,Bnei Yehuda Tel Aviv,Hapoel Raanana,3500
2016/17,18/02/17,23,FC Ashdod,Ihud Bnei Sakhnin,1000
2016/17,18/02/17,23,Hapoel Kfar Saba,Maccabi Haifa,4600
2016/17,18/02/17,23,Maccabi Tel Aviv,Ironi Kiryat Shmona,10934
2016/17,19/02/17,23,Hapoel Ashkelon,Maccabi Petah Tikva,1500
2016/17,19/02/17,23,Hapoel Haifa,Hapoel Beer Sheva,4800
2016/17,20/02/17,23,Hapoel Tel Aviv,Beitar Jerusalem,10000
2016/17,25/02/17,24,Hapoel Ashkelon,Ironi Kiryat Shmona,1400
2016/17,25/02/17,24,Hapoel Tel Aviv,Hapoel Raanana,8000
2016/17,25/02/17,24,Maccabi Haifa,FC Ashdod,16094
2016/17,25/02/17,24,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,11027
2016/17,26/02/17,24,Ihud Bnei Sakhnin,Beitar Jerusalem,8000
2016/17,26/02/17,24,Maccabi Petah Tikva,Hapoel Haifa,2000
2016/17,27/02/17,24,Hapoel Beer Sheva,Hapoel Kfar Saba,14550
2016/17,04/03/17,25,FC Ashdod,Hapoel Beer Sheva,5200
2016/17,04/03/17,25,Hapoel Haifa,Ironi Kiryat Shmona,2500
2016/17,04/03/17,25,Hapoel Raanana,Ihud Bnei Sakhnin,1100
2016/17,04/03/17,25,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,8500
2016/17,05/03/17,25,Hapoel Ashkelon,Maccabi Tel Aviv,5100
2016/17,05/03/17,25,Hapoel Kfar Saba,Maccabi Petah Tikva,1200
2016/17,06/03/17,25,Beitar Jerusalem,Maccabi Haifa,15000
2016/17,11/03/17,26,Ihud Bnei Sakhnin,Hapoel Tel Aviv,4000
2016/17,11/03/17,26,Ironi Kiryat Shmona,Hapoel Kfar Saba,1500
2016/17,11/03/17,26,Maccabi Haifa,Hapoel Raanana,18000
2016/17,11/03/17,26,Maccabi Petah Tikva,FC Ashdod,2100
2016/17,12/03/17,26,Bnei Yehuda Tel Aviv,Hapoel Ashkelon,2500
2016/17,12/03/17,26,Maccabi Tel Aviv,Hapoel Haifa,9350
2016/17,13/03/17,26,Hapoel Beer Sheva,Beitar Jerusalem,15000
