Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2007/08,01/12/07,11,Beitar Jerusalem,Hapoel Kfar Saba,0
2007/08,01/12/07,11,Bnei Yehuda Tel Aviv,Maccabi Netanya,1750
2007/08,01/12/07,11,FC Ashdod,Maccabi Petah Tikva,0
2007/08,01/12/07,11,Maccabi Herzliya,Maccabi Haifa,3000
2007/08,02/12/07,11,Ihud Bnei Sakhnin,Maccabi Tel Aviv,0
2007/08,03/12/07,11,Hapoel Tel Aviv,Ironi Kiryat Shmona,0
2007/08,08/12/07,12,FC Ashdod,Maccabi Tel Aviv,0
2007/08,08/12/07,12,Hapoel Kfar Saba,Maccabi Petah Tikva,0
2007/08,08/12/07,12,Hapoel Tel Aviv,Maccabi Netanya,0
2007/08,08/12/07,12,Ihud Bnei Sakhnin,Maccabi Haifa,4500
2007/08,08/12/07,12,Maccabi Herzliya,Ironi Kiryat Shmona,0
2007/08,09/12/07,12,Bnei Yehuda Tel Aviv,Beitar Jerusalem,7250
2007/08,15/12/07,13,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,1500
2007/08,15/12/07,13,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,0
2007/08,15/12/07,13,Maccabi Haifa,FC Ashdod,6000
2007/08,15/12/07,13,Maccabi Netanya,Maccabi Herzliya,0
2007/08,15/12/07,13,Maccabi Tel Aviv,Maccabi Petah Tikva,0
2007/08,16/12/07,13,Beitar Jerusalem,Hapoel Tel Aviv,0
2007/08,05/01/08,14,FC Ashdod,Ironi Kiryat Shmona,0
2007/08,05/01/08,14,Hapoel Kfar Saba,Maccabi Tel Aviv,0
2007/08,05/01/08,14,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,7500
2007/08,05/01/08,14,Ihud Bnei Sakhnin,Maccabi Netanya,0
2007/08,05/01/08,14,Maccabi Herzliya,Beitar Jerusalem,0
2007/08,06/01/08,14,Maccabi Petah Tikva,Maccabi Haifa,3500
2007/08,12/01/08,15,Beitar Jerusalem,Ihud Bnei Sakhnin,0
2007/08,12/01/08,15,Bnei Yehuda Tel Aviv,Maccabi Herzliya,1000
2007/08,12/01/08,15,Hapoel Tel Aviv,Hapoel Kfar Saba,0
2007/08,12/01/08,15,Ironi Kiryat Shmona,Maccabi Petah Tikva,0
2007/08,12/01/08,15,Maccabi Netanya,FC Ashdod,0
2007/08,13/01/08,15,Maccabi Haifa,Maccabi Tel Aviv,12000
2007/08,19/01/08,16,Hapoel Kfar Saba,Maccabi Haifa,4000
2007/08,19/01/08,16,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,4000
2007/08,19/01/08,16,Maccabi Herzliya,Hapoel Tel Aviv,0
2007/08,19/01/08,16,Maccabi Petah Tikva,Maccabi Netanya,0
2007/08,19/01/08,16,Maccabi Tel Aviv,Ironi Kiryat Shmona,0
2007/08,20/01/08,16,FC Ashdod,Beitar Jerusalem,0
2007/08,26/01/08,17,Beitar Jerusalem,Maccabi Petah Tikva,0
2007/08,26/01/08,17,Bnei Yehuda Tel Aviv,FC Ashdod,2250
2007/08,26/01/08,17,Hapoel Tel Aviv,Ihud Bnei Sakhnin,0
2007/08,26/01/08,17,Ironi Kiryat Shmona,Maccabi Haifa,2500
2007/08,26/01/08,17,Maccabi Herzliya,Hapoel Kfar Saba,0
2007/08,27/01/08,17,Maccabi Netanya,Maccabi Tel Aviv,0
2007/08,02/02/08,18,FC Ashdod,Hapoel Tel Aviv,0
2007/08,02/02/08,18,Hapoel Kfar Saba,Ironi Kiryat Shmona,0
2007/08,02/02/08,18,Ihud Bnei Sakhnin,Maccabi Herzliya,0
2007/08,02/02/08,18,Maccabi Haifa,Maccabi Netanya,11000
2007/08,02/02/08,18,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,1750
2007/08,03/02/08,18,Maccabi Tel Aviv,Beitar Jerusalem,0
2007/08,09/02/08,19,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,4000
2007/08,09/02/08,19,Hapoel Tel Aviv,Maccabi Petah Tikva,0
2007/08,09/02/08,19,Ihud Bnei Sakhnin,Hapoel Kfar Saba,0
2007/08,09/02/08,19,Maccabi Herzliya,FC Ashdod,0
2007/08,09/02/08,19,Maccabi Netanya,Ironi Kiryat Shmona,0
2007/08,19/02/08,19,Beitar Jerusalem,Maccabi Haifa,16000
2007/08,16/02/08,20,FC Ashdod,Ihud Bnei Sakhnin,0
2007/08,16/02/08,20,Hapoel Kfar Saba,Maccabi Netanya,0
2007/08,16/02/08,20,Ironi Kiryat Shmona,Beitar Jerusalem,0
2007/08,16/02/08,20,Maccabi Haifa,Bnei Yehuda Tel Aviv,6000
2007/08,16/02/08,20,Maccabi Petah Tikva,Maccabi Herzliya,0
2007/08,17/02/08,20,Maccabi Tel Aviv,Hapoel Tel Aviv,0
2007/08,23/02/08,21,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,1500
2007/08,23/02/08,21,FC Ashdod,Hapoel Kfar Saba,0
2007/08,23/02/08,21,Hapoel Tel Aviv,Maccabi Haifa,11000
2007/08,23/02/08,21,Ihud Bnei Sakhnin,Maccabi Petah Tikva,0
2007/08,23/02/08,21,Maccabi Herzliya,Maccabi Tel Aviv,0
2007/08,24/02/08,21,Beitar Jerusalem,Maccabi Netanya,0
2007/08,01/03/08,22,Ironi Kiryat Shmona,Hapoel Tel Aviv,0
2007/08,01/03/08,22,Maccabi Haifa,Maccabi Herzliya,8000
2007/08,01/03/08,22,Maccabi Netanya,Bnei Yehuda Tel Aviv,2000
2007/08,01/03/08,22,Maccabi Petah Tikva,FC Ashdod,0
2007/08,01/03/08,22,Maccabi Tel Aviv,Ihud Bnei Sakhnin,0
2007/08,02/03/08,22,Hapoel Kfar Saba,Beitar Jerusalem,0
2007/08,08/03/08,23,Hapoel Kfar Saba,Maccabi Herzliya,0
2007/08,08/03/08,23,Ihud Bnei Sakhnin,Maccabi Netanya,0
2007/08,08/03/08,23,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,2000
2007/08,08/03/08,23,Maccabi Haifa,Beitar Jerusalem,11000
2007/08,08/03/08,23,Maccabi Petah Tikva,FC Ashdod,0
2007/08,09/03/08,23,Maccabi Tel Aviv,Hapoel Tel Aviv,0
2007/08,15/03/08,24,Beitar Jerusalem,Maccabi Petah Tikva,0
2007/08,15/03/08,24,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,6500
2007/08,15/03/08,24,FC Ashdod,Hapoel Kfar Saba,0
2007/08,15/03/08,24,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,0
2007/08,15/03/08,24,Maccabi Herzliya,Maccabi Tel Aviv,0
2007/08,16/03/08,24,Maccabi Netanya,Maccabi Haifa,5000
2007/08,22/03/08,25,Hapoel Kfar Saba,Beitar Jerusalem,0
2007/08,22/03/08,25,Hapoel Tel Aviv,Maccabi Herzliya,0
2007/08,22/03/08,25,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,2750
2007/08,22/03/08,25,Maccabi Haifa,Ironi Kiryat Shmona,7000
2007/08,22/03/08,25,Maccabi Petah Tikva,Maccabi Netanya,0
2007/08,23/03/08,25,Maccabi Tel Aviv,FC Ashdod,0
2007/08,29/03/08,26,Bnei Yehuda Tel Aviv,Maccabi Herzliya,2000
2007/08,29/03/08,26,FC Ashdod,Hapoel Tel Aviv,0
2007/08,29/03/08,26,Ihud Bnei Sakhnin,Maccabi Haifa,2500
2007/08,29/03/08,26,Ironi Kiryat Shmona,Maccabi Petah Tikva,0
2007/08,29/03/08,26,Maccabi Netanya,Hapoel Kfar Saba,0
2007/08,30/03/08,26,Beitar Jerusalem,Maccabi Tel Aviv,0
2007/08,05/04/08,27,Hapoel Kfar Saba,Ironi Kiryat Shmona,0
2007/08,05/04/08,27,Maccabi Haifa,Bnei Yehuda Tel Aviv,4500
2007/08,05/04/08,27,Maccabi Herzliya,FC Ashdod,0
2007/08,05/04/08,27,Maccabi Petah Tikva,Ihud Bnei Sakhnin,0
2007/08,05/04/08,27,Maccabi Tel Aviv,Maccabi Netanya,0
2007/08,06/04/08,27,Hapoel Tel Aviv,Beitar Jerusalem,0
2007/08,12/04/08,28,Bnei Yehuda Tel Aviv,FC Ashdod,5000
2007/08,12/04/08,28,Ihud Bnei Sakhnin,Hapoel Kfar Saba,0
2007/08,12/04/08,28,Ironi Kiryat Shmona,Maccabi Tel Aviv,0
2007/08,12/04/08,28,Maccabi Haifa,Maccabi Petah Tikva,2500
2007/08,12/04/08,28,Maccabi Netanya,Hapoel Tel Aviv,0
2007/08,20/05/08,28,Beitar Jerusalem,Maccabi Herzliya,0
2007/08,03/05/08,29,Hapoel Kfar Saba,Maccabi Haifa,3000
2007/08,03/05/08,29,Hapoel Tel Aviv,Ironi Kiryat Shmona,0
2007/08,03/05/08,29,Maccabi Herzliya,Maccabi Netanya,0
2007/08,03/05/08,29,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,3500
2007/08,03/05/08,29,Maccabi Tel Aviv,Ihud Bnei Sakhnin,0
2007/08,05/05/08,29,FC Ashdod,Beitar Jerusalem,0
2007/08,10/05/08,30,Beitar Jerusalem,Bnei Yehuda Tel Aviv,0
2007/08,10/05/08,30,Ihud Bnei Sakhnin,Hapoel Tel Aviv,0
2007/08,10/05/08,30,Ironi Kiryat Shmona,Maccabi Herzliya,0
2007/08,10/05/08,30,Maccabi Netanya,FC Ashdod,0
2007/08,10/05/08,30,Maccabi Petah Tikva,Hapoel Kfar Saba,0
2007/08,11/05/08,30,Maccabi Haifa,Maccabi Tel Aviv,7000
2007/08,17/05/08,31,Beitar Jerusalem,Maccabi Netanya,0
2007/08,17/05/08,31,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,7000
2007/08,17/05/08,31,FC Ashdod,Ironi Kiryat Shmona,0
2007/08,17/05/08,31,Maccabi Herzliya,Ihud Bnei Sakhnin,0
2007/08,17/05/08,31,Maccabi Tel Aviv,Maccabi Petah Tikva,0
2007/08,18/05/08,31,Hapoel Tel Aviv,Maccabi Haifa,8000
2007/08,24/05/08,32,Hapoel Kfar Saba,Maccabi Tel Aviv,0
2007/08,24/05/08,32,Ihud Bnei Sakhnin,FC Ashdod,0
2007/08,24/05/08,32,Ironi Kiryat Shmona,Beitar Jerusalem,0
2007/08,24/05/08,32,Maccabi Haifa,Maccabi Herzliya,2500
2007/08,24/05/08,32,Maccabi Netanya,Bnei Yehuda Tel Aviv,4500
2007/08,24/05/08,32,Maccabi Petah Tikva,Hapoel Tel Aviv,0
2007/08,01/06/08,33,Maccabi Netanya,Ironi Kiryat Shmona,0
2007/08,30/05/08,33,Beitar Jerusalem,Ihud Bnei Sakhnin,0
2007/08,31/05/08,33,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,7000
2007/08,31/05/08,33,FC Ashdod,Maccabi Haifa,7000
2007/08,31/05/08,33,Hapoel Tel Aviv,Hapoel Kfar Saba,0
2007/08,31/05/08,33,Maccabi Herzliya,Maccabi Petah Tikva,0
