Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2004/05,02/10/04,5,Hapoel Haifa,Maccabi Tel Aviv,4000
2004/05,02/10/04,5,Hapoel Tel Aviv,Hapoel Nazareth Illit,4500
2004/05,03/10/04,5,Maccabi Petah Tikva,Maccabi Haifa,2000
2004/05,04/10/04,5,Ihud Bnei Sakhnin,Beitar Jerusalem,5000
2004/05,16/10/04,6,Beitar Jerusalem,Hapoel Beer Sheva,7000
2004/05,16/10/04,6,FC Ashdod,Ihud Bnei Sakhnin,3000
2004/05,16/10/04,6,Hapoel Nazareth Illit,Maccabi Tel Aviv,2000
2004/05,16/10/04,6,Hapoel Petah Tikva,Hapoel Haifa,4000
2004/05,17/10/04,6,Maccabi Haifa,Bnei Yehuda Tel Aviv,6000
2004/05,18/10/04,6,Hapoel Tel Aviv,Maccabi Petah Tikva,5000
2004/05,23/10/04,7,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,3500
2004/05,23/10/04,7,Hapoel Beer Sheva,FC Ashdod,3000
2004/05,23/10/04,7,Hapoel Haifa,Beitar Jerusalem,5000
2004/05,23/10/04,7,Maccabi Petah Tikva,Hapoel Nazareth Illit,2000
2004/05,24/10/04,7,Ihud Bnei Sakhnin,Maccabi Haifa,2800
2004/05,25/10/04,7,Maccabi Tel Aviv,Hapoel Petah Tikva,4500
2004/05,01/11/04,8,Hapoel Tel Aviv,Ihud Bnei Sakhnin,4500
2004/05,29/10/04,8,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,1000
2004/05,30/10/04,8,Beitar Jerusalem,Maccabi Tel Aviv,12000
2004/05,30/10/04,8,FC Ashdod,Hapoel Haifa,3500
2004/05,30/10/04,8,Hapoel Nazareth Illit,Hapoel Petah Tikva,1200
2004/05,31/10/04,8,Maccabi Haifa,Hapoel Beer Sheva,6000
2004/05,05/11/04,9,Bnei Yehuda Tel Aviv,Hapoel Nazareth Illit,2000
2004/05,06/11/04,9,Hapoel Beer Sheva,Hapoel Tel Aviv,2500
2004/05,06/11/04,9,Hapoel Petah Tikva,Beitar Jerusalem,6000
2004/05,06/11/04,9,Ihud Bnei Sakhnin,Maccabi Petah Tikva,500
2004/05,07/11/04,9,Hapoel Haifa,Maccabi Haifa,11000
2004/05,08/11/04,9,Maccabi Tel Aviv,FC Ashdod,4500
2004/05,19/11/04,10,Bnei Yehuda Tel Aviv,Ihud Bnei Sakhnin,1000
2004/05,20/11/04,10,FC Ashdod,Hapoel Petah Tikva,2500
2004/05,20/11/04,10,Hapoel Nazareth Illit,Beitar Jerusalem,4000
2004/05,20/11/04,10,Maccabi Haifa,Maccabi Tel Aviv,12000
2004/05,21/11/04,10,Hapoel Tel Aviv,Hapoel Haifa,4000
2004/05,22/11/04,10,Maccabi Petah Tikva,Hapoel Beer Sheva,300
2004/05,26/11/04,11,Ihud Bnei Sakhnin,Hapoel Nazareth Illit,800
2004/05,27/11/04,11,Beitar Jerusalem,FC Ashdod,7000
2004/05,27/11/04,11,Hapoel Haifa,Maccabi Petah Tikva,2500
2004/05,27/11/04,11,Hapoel Petah Tikva,Maccabi Haifa,2500
2004/05,28/11/04,11,Maccabi Tel Aviv,Hapoel Tel Aviv,11500
2004/05,29/11/04,11,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv,2000
2004/05,03/12/04,12,Hapoel Nazareth Illit,FC Ashdod,1500
2004/05,04/12/04,12,Beitar Jerusalem,Maccabi Haifa,18000
2004/05,04/12/04,12,Hapoel Beer Sheva,Ihud Bnei Sakhnin,1200
2004/05,04/12/04,12,Hapoel Haifa,Bnei Yehuda Tel Aviv,2000
2004/05,05/12/04,12,Maccabi Tel Aviv,Maccabi Petah Tikva,4500
2004/05,06/12/04,12,Hapoel Petah Tikva,Hapoel Tel Aviv,3000
2004/05,10/12/04,13,Ihud Bnei Sakhnin,Hapoel Haifa,3000
2004/05,11/12/04,13,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,3000
2004/05,11/12/04,13,Hapoel Beer Sheva,Hapoel Nazareth Illit,1500
2004/05,11/12/04,13,Maccabi Haifa,FC Ashdod,6000
2004/05,12/12/04,13,Hapoel Tel Aviv,Beitar Jerusalem,12500
2004/05,13/12/04,13,Maccabi Petah Tikva,Hapoel Petah Tikva,3000
2004/05,17/12/04,14,Hapoel Petah Tikva,Bnei Yehuda Tel Aviv,2000
2004/05,18/12/04,14,Beitar Jerusalem,Maccabi Petah Tikva,4000
2004/05,18/12/04,14,Hapoel Haifa,Hapoel Beer Sheva,2000
2004/05,18/12/04,14,Maccabi Tel Aviv,Ihud Bnei Sakhnin,3500
2004/05,19/12/04,14,Hapoel Nazareth Illit,Maccabi Haifa,2500
2004/05,20/12/04,14,FC Ashdod,Hapoel Tel Aviv,3000
2004/05,01/01/05,15,Bnei Yehuda Tel Aviv,Beitar Jerusalem,5000
2004/05,01/01/05,15,Hapoel Beer Sheva,Maccabi Tel Aviv,3500
2004/05,01/01/05,15,Ihud Bnei Sakhnin,Hapoel Petah Tikva,4500
2004/05,02/01/05,15,Hapoel Tel Aviv,Maccabi Haifa,7000
2004/05,03/01/05,15,Maccabi Petah Tikva,FC Ashdod,400
2004/05,31/12/04,15,Hapoel Haifa,Hapoel Nazareth Illit,2000
2004/05,07/01/05,16,Hapoel Nazareth Illit,Hapoel Tel Aviv,2000
2004/05,08/01/05,16,Beitar Jerusalem,Ihud Bnei Sakhnin,6000
2004/05,08/01/05,16,Hapoel Petah Tikva,Hapoel Beer Sheva,3500
2004/05,08/01/05,16,Maccabi Tel Aviv,Hapoel Haifa,3500
2004/05,09/01/05,16,Maccabi Haifa,Maccabi Petah Tikva,6000
2004/05,10/01/05,16,FC Ashdod,Bnei Yehuda Tel Aviv,2500
2004/05,14/01/05,17,Ihud Bnei Sakhnin,FC Ashdod,4000
2004/05,15/01/05,17,Bnei Yehuda Tel Aviv,Maccabi Haifa,4000
2004/05,15/01/05,17,Maccabi Petah Tikva,Hapoel Tel Aviv,2000
2004/05,15/01/05,17,Maccabi Tel Aviv,Hapoel Nazareth Illit,2500
2004/05,16/01/05,17,Hapoel Beer Sheva,Beitar Jerusalem,3500
2004/05,17/01/05,17,Hapoel Haifa,Hapoel Petah Tikva,3500
2004/05,21/01/05,18,FC Ashdod,Hapoel Beer Sheva,1200
2004/05,22/01/05,18,Beitar Jerusalem,Hapoel Haifa,6000
2004/05,22/01/05,18,Hapoel Nazareth Illit,Maccabi Petah Tikva,1500
2004/05,22/01/05,18,Maccabi Haifa,Ihud Bnei Sakhnin,9000
2004/05,23/01/05,18,Hapoel Petah Tikva,Maccabi Tel Aviv,4000
2004/05,24/01/05,18,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,8000
2004/05,28/01/05,19,Bnei Yehuda Tel Aviv,Maccabi Petah Tikva,2000
2004/05,29/01/05,19,Hapoel Beer Sheva,Maccabi Haifa,5000
2004/05,29/01/05,19,Hapoel Petah Tikva,Hapoel Nazareth Illit,3000
2004/05,29/01/05,19,Ihud Bnei Sakhnin,Hapoel Tel Aviv,5000
2004/05,30/01/05,19,Maccabi Tel Aviv,Beitar Jerusalem,13000
2004/05,31/01/05,19,Hapoel Haifa,FC Ashdod,1500
2004/05,04/02/05,20,Maccabi Petah Tikva,Ihud Bnei Sakhnin,800
2004/05,05/02/05,20,Beitar Jerusalem,Hapoel Petah Tikva,4000
2004/05,05/02/05,20,FC Ashdod,Maccabi Tel Aviv,1500
2004/05,05/02/05,20,Maccabi Haifa,Hapoel Haifa,5000
2004/05,06/02/05,20,Hapoel Tel Aviv,Hapoel Beer Sheva,10000
2004/05,07/02/05,20,Hapoel Nazareth Illit,Bnei Yehuda Tel Aviv,3000
2004/05,11/02/05,21,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,50
2004/05,12/02/05,21,Beitar Jerusalem,Hapoel Nazareth Illit,3000
2004/05,12/02/05,21,Hapoel Haifa,Hapoel Tel Aviv,3500
2004/05,12/02/05,21,Hapoel Petah Tikva,FC Ashdod,2500
2004/05,13/02/05,21,Maccabi Tel Aviv,Maccabi Haifa,8500
2004/05,14/02/05,21,Hapoel Beer Sheva,Maccabi Petah Tikva,1300
2004/05,18/02/05,22,Hapoel Nazareth Illit,Ihud Bnei Sakhnin,2500
2004/05,19/02/05,22,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva,2500
2004/05,19/02/05,22,FC Ashdod,Beitar Jerusalem,4000
2004/05,19/02/05,22,Hapoel Tel Aviv,Maccabi Tel Aviv,14000
2004/05,20/02/05,22,Maccabi Haifa,Hapoel Petah Tikva,5500
2004/05,21/02/05,22,Maccabi Petah Tikva,Hapoel Haifa,500
2004/05,26/02/05,23,FC Ashdod,Hapoel Tel Aviv,4000
2004/05,26/02/05,23,Maccabi Haifa,Hapoel Haifa,9500
2004/05,26/02/05,23,Maccabi Petah Tikva,Hapoel Beer Sheva,500
2004/05,26/02/05,23,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,3800
2004/05,27/02/05,23,Hapoel Petah Tikva,Beitar Jerusalem,4000
2004/05,28/02/05,23,Hapoel Nazareth Illit,Ihud Bnei Sakhnin,2000
2004/05,04/03/05,24,Hapoel Haifa,Bnei Yehuda Tel Aviv,1500
2004/05,05/03/05,24,Beitar Jerusalem,Maccabi Tel Aviv,8000
2004/05,05/03/05,24,Ihud Bnei Sakhnin,Hapoel Petah Tikva,150
2004/05,05/03/05,24,Maccabi Haifa,Maccabi Petah Tikva,7500
2004/05,06/03/05,24,Hapoel Tel Aviv,Hapoel Nazareth Illit,7500
2004/05,07/03/05,24,Hapoel Beer Sheva,FC Ashdod,2500
2004/05,11/03/05,25,Maccabi Petah Tikva,Hapoel Haifa,2000
2004/05,12/03/05,25,Bnei Yehuda Tel Aviv,Beitar Jerusalem,5000
2004/05,12/03/05,25,FC Ashdod,Maccabi Haifa,2500
2004/05,12/03/05,25,Hapoel Nazareth Illit,Hapoel Beer Sheva,1700
2004/05,13/03/05,25,Maccabi Tel Aviv,Ihud Bnei Sakhnin,4000
2004/05,14/03/05,25,Hapoel Petah Tikva,Hapoel Tel Aviv,4000
2004/05,18/03/05,26,Maccabi Petah Tikva,FC Ashdod,2000
2004/05,19/03/05,26,Hapoel Beer Sheva,Hapoel Petah Tikva,2000
2004/05,19/03/05,26,Hapoel Tel Aviv,Maccabi Tel Aviv,13000
2004/05,19/03/05,26,Maccabi Haifa,Hapoel Nazareth Illit,6000
2004/05,20/03/05,26,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,2000
2004/05,21/03/05,26,Hapoel Haifa,Beitar Jerusalem,3000
2004/05,01/04/05,27,FC Ashdod,Hapoel Haifa,500
2004/05,02/04/05,27,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,4000
2004/05,02/04/05,27,Hapoel Nazareth Illit,Maccabi Petah Tikva,1500
2004/05,02/04/05,27,Hapoel Petah Tikva,Maccabi Haifa,4000
2004/05,03/04/05,27,Maccabi Tel Aviv,Hapoel Beer Sheva,2500
2004/05,04/04/05,27,Beitar Jerusalem,Ihud Bnei Sakhnin,4200
2004/05,15/04/05,28,Hapoel Haifa,Ihud Bnei Sakhnin,3500
2004/05,16/04/05,28,FC Ashdod,Hapoel Nazareth Illit,800
2004/05,16/04/05,28,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv,2500
2004/05,16/04/05,28,Hapoel Tel Aviv,Beitar Jerusalem,7000
2004/05,16/04/05,28,Maccabi Petah Tikva,Hapoel Petah Tikva,4000
2004/05,18/04/05,28,Maccabi Haifa,Maccabi Tel Aviv,9000
2004/05,02/05/05,29,Bnei Yehuda Tel Aviv,Maccabi Haifa,2000
2004/05,29/04/05,29,Hapoel Nazareth Illit,Hapoel Haifa,2000
2004/05,30/04/05,29,Beitar Jerusalem,Hapoel Beer Sheva,5000
2004/05,30/04/05,29,Hapoel Petah Tikva,FC Ashdod,1000
2004/05,30/04/05,29,Ihud Bnei Sakhnin,Hapoel Tel Aviv,4000
2004/05,30/04/05,29,Maccabi Tel Aviv,Maccabi Petah Tikva,3000
2004/05,06/05/05,30,Hapoel Nazareth Illit,Hapoel Petah Tikva,2000
2004/05,07/05/05,30,FC Ashdod,Maccabi Tel Aviv,1500
2004/05,07/05/05,30,Hapoel Haifa,Hapoel Tel Aviv,4500
2004/05,07/05/05,30,Maccabi Haifa,Beitar Jerusalem,7000
2004/05,07/05/05,30,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,700
2004/05,09/05/05,30,Hapoel Beer Sheva,Ihud Bnei Sakhnin,9000
2004/05,13/05/05,31,Bnei Yehuda Tel Aviv,FC Ashdod,1000
2004/05,14/05/05,31,Beitar Jerusalem,Maccabi Petah Tikva,4000
2004/05,14/05/05,31,Hapoel Petah Tikva,Hapoel Haifa,3000
2004/05,14/05/05,31,Ihud Bnei Sakhnin,Maccabi Haifa,5000
2004/05,14/05/05,31,Maccabi Tel Aviv,Hapoel Nazareth Illit,2300
2004/05,16/05/05,31,Hapoel Tel Aviv,Hapoel Beer Sheva,15000
2004/05,20/05/05,32,Hapoel Nazareth Illit,Bnei Yehuda Tel Aviv,2000
2004/05,21/05/05,32,FC Ashdod,Beitar Jerusalem,3000
2004/05,21/05/05,32,Hapoel Haifa,Hapoel Beer Sheva,3500
2004/05,21/05/05,32,Hapoel Petah Tikva,Maccabi Tel Aviv,1000
2004/05,21/05/05,32,Maccabi Haifa,Hapoel Tel Aviv,10000
2004/05,21/05/05,32,Maccabi Petah Tikva,Ihud Bnei Sakhnin,2500
2004/05,27/05/05,33,Hapoel Tel Aviv,Maccabi Petah Tikva,5000
2004/05,28/05/05,33,Beitar Jerusalem,Hapoel Nazareth Illit,5000
2004/05,28/05/05,33,Bnei Yehuda Tel Aviv,Hapoel Petah Tikva,500
2004/05,28/05/05,33,Hapoel Beer Sheva,Maccabi Haifa,3000
2004/05,28/05/05,33,Ihud Bnei Sakhnin,FC Ashdod,5000
2004/05,28/05/05,33,Maccabi Tel Aviv,Hapoel Haifa,4000
