Season,Date,Matchday,Stage,HomeTeam,AwayTeam,Score,HomeGoals,AwayGoals,Attendance,MatchURL
2020/21,30/05/21,10,Championship Round,Maccabi Petah Tikva,FC Ashdod,1:3,1,3,1000,https://www.transfermarkt.com/maccabi-petah-tikva_fc-ashdod/index/spielbericht/3541690
2020/21,30/05/21,10,Championship Round,Maccabi Tel Aviv,Ironi Kiryat Shmona,2:2,2,2,20412,https://www.transfermarkt.com/maccabi-tel-aviv_ironi-kiryat-shmona/index/spielbericht/3541691
2020/21,30/05/21,10,Championship Round,Maccabi Haifa,Hapoel Beer Sheva,3:2,3,2,30000,https://www.transfermarkt.com/maccabi-haifa_hapoel-beer-sheva/index/spielbericht/3541692
2020/21,03/04/21,1,Relegation Round,Hapoel Hadera,Hapoel Tel Aviv,0:1,0,1,2340,https://www.transfermarkt.com/hapoel-hadera_hapoel-tel-aviv/index/spielbericht/3541255
2020/21,04/04/21,1,Relegation Round,Maccabi Netanya,Ihud Bnei Sakhnin,0:0,0,0,870,https://www.transfermarkt.com/maccabi-netanya_ihud-bnei-sakhnin/index/spielbericht/3541256
2020/21,04/04/21,1,Relegation Round,Hapoel Haifa,Bnei Yehuda Tel Aviv,1:3,1,3,350,https://www.transfermarkt.com/hapoel-haifa_bnei-yehuda-tel-aviv/index/spielbericht/3541257
2020/21,05/04/21,1,Relegation Round,Beitar Jerusalem,Hapoel Kfar Saba,3:1,3,1,1500,https://www.transfermarkt.com/beitar-jerusalem_hapoel-kfar-saba/index/spielbericht/3541258
2020/21,10/04/21,2,Relegation Round,Hapoel Tel Aviv,Hapoel Haifa,0:2,0,2,5000,https://www.transfermarkt.com/hapoel-tel-aviv_hapoel-haifa/index/spielbericht/3541260
2020/21,10/04/21,2,Relegation Round,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,1:1,1,1,1500,https://www.transfermarkt.com/ihud-bnei-sakhnin_bnei-yehuda-tel-aviv/index/spielbericht/3541261
2020/21,10/04/21,2,Relegation Round,Maccabi Netanya,Beitar Jerusalem,1:0,1,0,1330,https://www.transfermarkt.com/maccabi-netanya_beitar-jerusalem/index/spielbericht/3541262
2020/21,11/04/21,2,Relegation Round,Hapoel Kfar Saba,Hapoel Hadera,1:2,1,2,400,https://www.transfermarkt.com/hapoel-kfar-saba_hapoel-hadera/index/spielbericht/3541263
2020/21,17/04/21,3,Relegation Round,Ihud Bnei Sakhnin,Hapoel Kfar Saba,3:0,3,0,800,https://www.transfermarkt.com/ihud-bnei-sakhnin_hapoel-kfar-saba/index/spielbericht/3541693
2020/21,17/04/21,3,Relegation Round,Maccabi Netanya,Hapoel Tel Aviv,0:1,0,1,2500,https://www.transfermarkt.com/maccabi-netanya_hapoel-tel-aviv/index/spielbericht/3541694
2020/21,18/04/21,3,Relegation Round,Hapoel Hadera,Hapoel Haifa,3:0,3,0,500,https://www.transfermarkt.com/hapoel-hadera_hapoel-haifa/index/spielbericht/3541695
2020/21,19/04/21,3,Relegation Round,Beitar Jerusalem,Bnei Yehuda Tel Aviv,2:2,2,2,2500,https://www.transfermarkt.com/beitar-jerusalem_bnei-yehuda-tel-aviv/index/spielbericht/3541696
2020/21,24/04/21,4,Relegation Round,Hapoel Haifa,Ihud Bnei Sakhnin,1:0,1,0,1000,https://www.transfermarkt.com/hapoel-haifa_ihud-bnei-sakhnin/index/spielbericht/3541697
2020/21,24/04/21,4,Relegation Round,Hapoel Kfar Saba,Maccabi Netanya,0:1,0,1,300,https://www.transfermarkt.com/hapoel-kfar-saba_maccabi-netanya/index/spielbericht/3541698
2020/21,24/04/21,4,Relegation Round,Hapoel Tel Aviv,Beitar Jerusalem,0:0,0,0,8223,https://www.transfermarkt.com/hapoel-tel-aviv_beitar-jerusalem/index/spielbericht/3541699
2020/21,25/04/21,4,Relegation Round,Bnei Yehuda Tel Aviv,Hapoel Hadera,2:3,2,3,650,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_hapoel-hadera/index/spielbericht/3541700
2020/21,01/05/21,5,Relegation Round,Bnei Yehuda Tel Aviv,Maccabi Netanya,1:2,1,2,400,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_maccabi-netanya/index/spielbericht/3541703
2020/21,01/05/21,5,Relegation Round,Hapoel Hadera,Ihud Bnei Sakhnin,1:0,1,0,500,https://www.transfermarkt.com/hapoel-hadera_ihud-bnei-sakhnin/index/spielbericht/3541701
2020/21,03/05/21,5,Relegation Round,Hapoel Tel Aviv,Hapoel Kfar Saba,2:2,2,2,2800,https://www.transfermarkt.com/hapoel-tel-aviv_hapoel-kfar-saba/index/spielbericht/3541704
2020/21,03/05/21,5,Relegation Round,Hapoel Haifa,Beitar Jerusalem,3:1,3,1,1000,https://www.transfermarkt.com/hapoel-haifa_beitar-jerusalem/index/spielbericht/3541702
2020/21,08/05/21,6,Relegation Round,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,1:0,1,0,750,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_hapoel-tel-aviv/index/spielbericht/3541708
2020/21,08/05/21,6,Relegation Round,Hapoel Haifa,Hapoel Kfar Saba,3:2,3,2,300,https://www.transfermarkt.com/hapoel-haifa_hapoel-kfar-saba/index/spielbericht/3541707
2020/21,08/05/21,6,Relegation Round,Beitar Jerusalem,Ihud Bnei Sakhnin,3:1,3,1,1400,https://www.transfermarkt.com/beitar-jerusalem_ihud-bnei-sakhnin/index/spielbericht/3541705
2020/21,09/05/21,6,Relegation Round,Hapoel Hadera,Maccabi Netanya,2:2,2,2,600,https://www.transfermarkt.com/hapoel-hadera_maccabi-netanya/index/spielbericht/3541706
2020/21,19/05/21,7,Relegation Round,Beitar Jerusalem,Hapoel Hadera,0:3,0,3,0,https://www.transfermarkt.com/beitar-jerusalem_hapoel-hadera/index/spielbericht/3541712
2020/21,20/05/21,7,Relegation Round,Maccabi Netanya,Hapoel Haifa,2:0,2,0,0,https://www.transfermarkt.com/maccabi-netanya_hapoel-haifa/index/spielbericht/3541711
2020/21,20/05/21,7,Relegation Round,Hapoel Kfar Saba,Bnei Yehuda Tel Aviv,1:2,1,2,0,https://www.transfermarkt.com/hapoel-kfar-saba_bnei-yehuda-tel-aviv/index/spielbericht/3541710
2020/21,24/05/21,7,Relegation Round,Ihud Bnei Sakhnin,Hapoel Tel Aviv,2:3,2,3,250,https://www.transfermarkt.com/ihud-bnei-sakhnin_hapoel-tel-aviv/index/spielbericht/3541709
