Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2012/13,16/02/13,23,Hapoel Tel Aviv,Ironi Kiryat Shmona,6500
2012/13,16/02/13,23,Ihud Bnei Sakhnin,Maccabi Haifa,3500
2012/13,17/02/13,23,Hapoel Haifa,Beitar Jerusalem,5000
2012/13,18/02/13,23,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,10500
2012/13,23/02/13,24,FC Ashdod,Hapoel Ramat Gan,600
2012/13,23/02/13,24,Hapoel Acre,Hapoel Haifa,3800
2012/13,23/02/13,24,Hapoel Beer Sheva,Hapoel Tel Aviv,3500
2012/13,23/02/13,24,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,500
2012/13,23/02/13,24,Maccabi Tel Aviv,Hapoel Ramat haSharon,9900
2012/13,24/02/13,24,Maccabi Haifa,Beitar Jerusalem,13000
2012/13,24/02/13,24,Maccabi Netanya,Ihud Bnei Sakhnin,2300
2012/13,02/03/13,25,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva,3000
2012/13,02/03/13,25,Hapoel Ramat Gan,Hapoel Acre,1100
2012/13,02/03/13,25,Hapoel Ramat haSharon,Ironi Kiryat Shmona,500
2012/13,02/03/13,25,Hapoel Tel Aviv,FC Ashdod,6500
2012/13,02/03/13,25,Ihud Bnei Sakhnin,Maccabi Tel Aviv,3000
2012/13,03/03/13,25,Beitar Jerusalem,Maccabi Netanya,4500
2012/13,04/03/13,25,Maccabi Haifa,Hapoel Haifa,12000
2012/13,09/03/13,26,Hapoel Acre,Hapoel Tel Aviv,2000
2012/13,09/03/13,26,Hapoel Beer Sheva,Hapoel Ramat haSharon,2500
2012/13,09/03/13,26,Hapoel Haifa,Hapoel Ramat Gan,4000
2012/13,09/03/13,26,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,1500
2012/13,09/03/13,26,Maccabi Netanya,Maccabi Haifa,9000
2012/13,10/03/13,26,Maccabi Tel Aviv,Beitar Jerusalem,12000
2012/13,11/03/13,26,FC Ashdod,Bnei Yehuda Tel Aviv,700
