Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2013/14,26/10/13,7,Hapoel Ramat haSharon,Hapoel Tel Aviv,1800
2013/14,26/10/13,7,Ironi Kiryat Shmona,Maccabi Petah Tikva,900
2013/14,27/10/13,7,Maccabi Haifa,Hapoel Haifa,13000
2013/14,28/10/13,7,Maccabi Tel Aviv,Ihud Bnei Sakhnin,12600
2013/14,02/11/13,8,Beitar Jerusalem,Bnei Yehuda Tel Aviv,8200
2013/14,02/11/13,8,Hapoel Haifa,Ironi Kiryat Shmona,3500
2013/14,02/11/13,8,Hapoel Raanana,Maccabi Haifa,3800
2013/14,02/11/13,8,Ihud Bnei Sakhnin,Hapoel Ramat haSharon,2500
2013/14,02/11/13,8,Maccabi Petah Tikva,FC Ashdod,400
2013/14,03/11/13,8,Hapoel Tel Aviv,Hapoel Acre,8300
2013/14,04/11/13,8,Hapoel Beer Sheva,Maccabi Tel Aviv,11500
2013/14,09/11/13,9,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,7000
2013/14,09/11/13,9,FC Ashdod,Hapoel Haifa,1700
2013/14,09/11/13,9,Hapoel Ramat haSharon,Hapoel Acre,600
2013/14,09/11/13,9,Ihud Bnei Sakhnin,Hapoel Beer Sheva,4500
2013/14,09/11/13,9,Ironi Kiryat Shmona,Hapoel Raanana,1500
2013/14,11/11/13,9,Maccabi Haifa,Beitar Jerusalem,11500
2013/14,11/11/13,9,Maccabi Tel Aviv,Maccabi Petah Tikva,11500
2013/14,23/11/13,10,Beitar Jerusalem,Ironi Kiryat Shmona,7000
2013/14,23/11/13,10,Hapoel Acre,Bnei Yehuda Tel Aviv,2000
2013/14,23/11/13,10,Hapoel Haifa,Maccabi Tel Aviv,7000
2013/14,23/11/13,10,Hapoel Raanana,FC Ashdod,300
2013/14,23/11/13,10,Maccabi Petah Tikva,Ihud Bnei Sakhnin,1000
2013/14,24/11/13,10,Hapoel Tel Aviv,Maccabi Haifa,13200
2013/14,25/11/13,10,Hapoel Beer Sheva,Hapoel Ramat haSharon,6500
2013/14,02/12/13,11,Maccabi Haifa,Hapoel Acre,9500
2013/14,02/12/13,11,Maccabi Tel Aviv,Hapoel Raanana,12260
2013/14,30/11/13,11,FC Ashdod,Beitar Jerusalem,4000
2013/14,30/11/13,11,Hapoel Beer Sheva,Maccabi Petah Tikva,7000
2013/14,30/11/13,11,Hapoel Ramat haSharon,Bnei Yehuda Tel Aviv,600
2013/14,30/11/13,11,Ihud Bnei Sakhnin,Hapoel Haifa,3000
2013/14,30/11/13,11,Ironi Kiryat Shmona,Hapoel Tel Aviv,3000
2013/14,07/12/13,12,Bnei Yehuda Tel Aviv,Maccabi Haifa,5000
2013/14,07/12/13,12,Hapoel Acre,Ironi Kiryat Shmona,1500
2013/14,07/12/13,12,Hapoel Haifa,Hapoel Beer Sheva,4000
2013/14,07/12/13,12,Hapoel Raanana,Ihud Bnei Sakhnin,900
2013/14,07/12/13,12,Hapoel Ramat haSharon,Maccabi Petah Tikva,300
2013/14,08/12/13,12,Beitar Jerusalem,Maccabi Tel Aviv,18940
2013/14,09/12/13,12,Hapoel Tel Aviv,FC Ashdod,12000
2013/14,14/12/13,13,FC Ashdod,Hapoel Acre,450
2013/14,14/12/13,13,Hapoel Beer Sheva,Hapoel Raanana,2500
2013/14,14/12/13,13,Maccabi Petah Tikva,Hapoel Haifa,500
2013/14,16/12/13,13,Maccabi Haifa,Hapoel Ramat haSharon,7000
2013/14,16/12/13,13,Maccabi Tel Aviv,Hapoel Tel Aviv,13670
2013/14,17/12/13,13,Ihud Bnei Sakhnin,Beitar Jerusalem,6000
2013/14,17/12/13,13,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,300
2013/14,21/12/13,14,FC Ashdod,Bnei Yehuda Tel Aviv,1500
2013/14,21/12/13,14,Hapoel Haifa,Hapoel Ramat haSharon,3000
2013/14,21/12/13,14,Ihud Bnei Sakhnin,Hapoel Tel Aviv,5000
2013/14,21/12/13,14,Maccabi Petah Tikva,Hapoel Raanana,1200
2013/14,21/12/13,14,Maccabi Tel Aviv,Hapoel Acre,12020
2013/14,22/12/13,14,Ironi Kiryat Shmona,Maccabi Haifa,3000
2013/14,23/12/13,14,Hapoel Beer Sheva,Beitar Jerusalem,8000
2013/14,28/12/13,15,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,9000
2013/14,28/12/13,15,Hapoel Acre,Ihud Bnei Sakhnin,4500
2013/14,28/12/13,15,Hapoel Raanana,Hapoel Haifa,1200
2013/14,28/12/13,15,Hapoel Ramat haSharon,Ironi Kiryat Shmona,250
2013/14,28/12/13,15,Maccabi Haifa,FC Ashdod,9000
2013/14,29/12/13,15,Beitar Jerusalem,Maccabi Petah Tikva,4500
2013/14,30/12/13,15,Hapoel Tel Aviv,Hapoel Beer Sheva,9500
2013/14,04/01/14,16,FC Ashdod,Ironi Kiryat Shmona,1500
2013/14,04/01/14,16,Hapoel Beer Sheva,Hapoel Acre,6000
2013/14,04/01/14,16,Hapoel Raanana,Hapoel Ramat haSharon,450
2013/14,04/01/14,16,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,4000
2013/14,04/01/14,16,Maccabi Petah Tikva,Hapoel Tel Aviv,3600
2013/14,05/01/14,16,Hapoel Haifa,Beitar Jerusalem,6000
2013/14,06/01/14,16,Maccabi Tel Aviv,Maccabi Haifa,13620
2013/14,11/01/14,17,Beitar Jerusalem,Hapoel Raanana,5000
2013/14,11/01/14,17,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva,6500
2013/14,11/01/14,17,Hapoel Acre,Maccabi Petah Tikva,100
2013/14,11/01/14,17,Hapoel Ramat haSharon,FC Ashdod,500
2013/14,11/01/14,17,Maccabi Haifa,Ihud Bnei Sakhnin,10000
2013/14,12/01/14,17,Hapoel Tel Aviv,Hapoel Haifa,9000
2013/14,13/01/14,17,Ironi Kiryat Shmona,Maccabi Tel Aviv,4500
2013/14,18/01/14,18,Hapoel Haifa,Hapoel Acre,2500
2013/14,18/01/14,18,Hapoel Raanana,Hapoel Tel Aviv,3000
2013/14,18/01/14,18,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,3000
2013/14,18/01/14,18,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,3200
2013/14,18/01/14,18,Maccabi Tel Aviv,FC Ashdod,13500
2013/14,19/01/14,18,Beitar Jerusalem,Hapoel Ramat haSharon,7100
2013/14,20/01/14,18,Hapoel Beer Sheva,Maccabi Haifa,11000
2013/14,25/01/14,19,Bnei Yehuda Tel Aviv,Hapoel Haifa,6000
2013/14,25/01/14,19,FC Ashdod,Ihud Bnei Sakhnin,2000
2013/14,25/01/14,19,Hapoel Acre,Hapoel Raanana,1000
2013/14,25/01/14,19,Hapoel Ramat haSharon,Maccabi Tel Aviv,3700
2013/14,25/01/14,19,Ironi Kiryat Shmona,Hapoel Beer Sheva,3500
2013/14,25/01/14,19,Maccabi Haifa,Maccabi Petah Tikva,8000
2013/14,26/01/14,19,Hapoel Tel Aviv,Beitar Jerusalem,11000
2013/14,01/02/14,20,Hapoel Beer Sheva,FC Ashdod,7000
2013/14,01/02/14,20,Hapoel Haifa,Maccabi Haifa,8000
2013/14,01/02/14,20,Hapoel Raanana,Bnei Yehuda Tel Aviv,1000
2013/14,01/02/14,20,Hapoel Tel Aviv,Hapoel Ramat haSharon,7000
2013/14,01/02/14,20,Maccabi Petah Tikva,Ironi Kiryat Shmona,1000
2013/14,02/02/14,20,Ihud Bnei Sakhnin,Maccabi Tel Aviv,6300
2013/14,03/02/14,20,Beitar Jerusalem,Hapoel Acre,4000
2013/14,08/02/14,21,Bnei Yehuda Tel Aviv,Beitar Jerusalem,8800
2013/14,08/02/14,21,FC Ashdod,Maccabi Petah Tikva,1000
2013/14,08/02/14,21,Hapoel Ramat haSharon,Ihud Bnei Sakhnin,350
2013/14,08/02/14,21,Ironi Kiryat Shmona,Hapoel Haifa,1300
2013/14,08/02/14,21,Maccabi Haifa,Hapoel Raanana,7200
2013/14,09/02/14,21,Maccabi Tel Aviv,Hapoel Beer Sheva,14000
2013/14,10/02/14,21,Hapoel Acre,Hapoel Tel Aviv,3000
2013/14,15/02/14,22,Hapoel Acre,Hapoel Ramat haSharon,0
2013/14,15/02/14,22,Hapoel Haifa,FC Ashdod,1500
2013/14,15/02/14,22,Hapoel Raanana,Ironi Kiryat Shmona,300
2013/14,15/02/14,22,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,8800
2013/14,15/02/14,22,Maccabi Petah Tikva,Maccabi Tel Aviv,6500
2013/14,16/02/14,22,Beitar Jerusalem,Maccabi Haifa,12000
2013/14,17/02/14,22,Hapoel Beer Sheva,Ihud Bnei Sakhnin,7500
2013/14,22/02/14,23,Bnei Yehuda Tel Aviv,Hapoel Acre,3000
2013/14,22/02/14,23,FC Ashdod,Hapoel Raanana,1200
2013/14,22/02/14,23,Hapoel Ramat haSharon,Hapoel Beer Sheva,3000
2013/14,22/02/14,23,Ihud Bnei Sakhnin,Maccabi Petah Tikva,3000
2013/14,22/02/14,23,Ironi Kiryat Shmona,Beitar Jerusalem,3500
2013/14,23/02/14,23,Maccabi Tel Aviv,Hapoel Haifa,10000
2013/14,24/02/14,23,Maccabi Haifa,Hapoel Tel Aviv,12500
2013/14,01/03/14,24,Beitar Jerusalem,FC Ashdod,4500
2013/14,01/03/14,24,Bnei Yehuda Tel Aviv,Hapoel Ramat haSharon,5000
2013/14,01/03/14,24,Hapoel Acre,Maccabi Haifa,5000
2013/14,01/03/14,24,Hapoel Tel Aviv,Ironi Kiryat Shmona,9500
2013/14,01/03/14,24,Maccabi Petah Tikva,Hapoel Beer Sheva,5000
2013/14,02/03/14,24,Hapoel Raanana,Maccabi Tel Aviv,4600
2013/14,03/03/14,24,Hapoel Haifa,Ihud Bnei Sakhnin,1750
2013/14,08/03/14,25,FC Ashdod,Hapoel Tel Aviv,3000
2013/14,08/03/14,25,Hapoel Beer Sheva,Hapoel Haifa,7500
2013/14,08/03/14,25,Ihud Bnei Sakhnin,Hapoel Raanana,3000
2013/14,08/03/14,25,Ironi Kiryat Shmona,Hapoel Acre,1000
2013/14,08/03/14,25,Maccabi Petah Tikva,Hapoel Ramat haSharon,2000
2013/14,09/03/14,25,Maccabi Haifa,Bnei Yehuda Tel Aviv,7000
2013/14,10/03/14,25,Maccabi Tel Aviv,Beitar Jerusalem,11500
2013/14,15/03/14,26,Beitar Jerusalem,Ihud Bnei Sakhnin,0
2013/14,15/03/14,26,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,2500
2013/14,15/03/14,26,Hapoel Acre,FC Ashdod,0
2013/14,15/03/14,26,Hapoel Haifa,Maccabi Petah Tikva,0
2013/14,15/03/14,26,Hapoel Raanana,Hapoel Beer Sheva,3000
2013/14,16/03/14,26,Hapoel Ramat haSharon,Maccabi Haifa,1600
2013/14,17/03/14,26,Hapoel Tel Aviv,Maccabi Tel Aviv,13893
