Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2014/15,31/01/15,20,Maccabi Haifa,Maccabi Petah Tikva,15000
2014/15,07/02/15,21,FC Ashdod,Hapoel Beer Sheva,4000
2014/15,07/02/15,21,Hapoel Acre,Maccabi Haifa,5000
2014/15,07/02/15,21,Hapoel Tel Aviv,Hapoel Raanana,0
2014/15,07/02/15,21,Ironi Kiryat Shmona,Hapoel Petah Tikva,0
2014/15,07/02/15,21,Maccabi Petah Tikva,Ihud Bnei Sakhnin,0
2014/15,08/02/15,21,Maccabi Netanya,Maccabi Tel Aviv,13500
2014/15,09/02/15,21,Hapoel Haifa,Beitar Jerusalem,0
2014/15,14/02/15,22,Hapoel Acre,Maccabi Petah Tikva,1000
2014/15,14/02/15,22,Hapoel Beer Sheva,Hapoel Tel Aviv,6500
2014/15,14/02/15,22,Hapoel Petah Tikva,Hapoel Haifa,0
2014/15,14/02/15,22,Hapoel Raanana,Maccabi Netanya,0
2014/15,14/02/15,22,Maccabi Haifa,FC Ashdod,6100
2014/15,15/02/15,22,Beitar Jerusalem,Ihud Bnei Sakhnin,0
2014/15,16/02/15,22,Maccabi Tel Aviv,Ironi Kiryat Shmona,13710
2014/15,21/02/15,23,FC Ashdod,Hapoel Acre,0
2014/15,21/02/15,23,Hapoel Haifa,Maccabi Tel Aviv,5230
2014/15,21/02/15,23,Ihud Bnei Sakhnin,Hapoel Petah Tikva,0
2014/15,21/02/15,23,Ironi Kiryat Shmona,Hapoel Raanana,0
2014/15,21/02/15,23,Maccabi Netanya,Hapoel Beer Sheva,7000
2014/15,22/02/15,23,Maccabi Petah Tikva,Beitar Jerusalem,6400
2014/15,23/02/15,23,Hapoel Tel Aviv,Maccabi Haifa,12000
2014/15,01/03/15,24,Hapoel Beer Sheva,Ironi Kiryat Shmona,7000
2014/15,02/03/15,24,Maccabi Haifa,Maccabi Netanya,23000
2014/15,28/02/15,24,FC Ashdod,Maccabi Petah Tikva,1560
2014/15,28/02/15,24,Hapoel Acre,Hapoel Tel Aviv,2500
2014/15,28/02/15,24,Hapoel Petah Tikva,Beitar Jerusalem,0
2014/15,28/02/15,24,Hapoel Raanana,Hapoel Haifa,600
2014/15,28/02/15,24,Maccabi Tel Aviv,Ihud Bnei Sakhnin,10893
2014/15,07/03/15,25,Hapoel Haifa,Hapoel Beer Sheva,3850
2014/15,07/03/15,25,Hapoel Petah Tikva,Maccabi Petah Tikva,5000
2014/15,07/03/15,25,Hapoel Tel Aviv,FC Ashdod,9250
2014/15,07/03/15,25,Ihud Bnei Sakhnin,Hapoel Raanana,0
2014/15,07/03/15,25,Maccabi Netanya,Hapoel Acre,5000
2014/15,08/03/15,25,Ironi Kiryat Shmona,Maccabi Haifa,4500
2014/15,09/03/15,25,Beitar Jerusalem,Maccabi Tel Aviv,17200
2014/15,14/03/15,26,FC Ashdod,Maccabi Netanya,1400
2014/15,14/03/15,26,Hapoel Acre,Ironi Kiryat Shmona,1500
2014/15,14/03/15,26,Hapoel Raanana,Beitar Jerusalem,5800
2014/15,14/03/15,26,Maccabi Haifa,Hapoel Haifa,25200
2014/15,14/03/15,26,Maccabi Petah Tikva,Hapoel Tel Aviv,4500
2014/15,15/03/15,26,Hapoel Beer Sheva,Ihud Bnei Sakhnin,6000
2014/15,16/03/15,26,Maccabi Tel Aviv,Hapoel Petah Tikva,10853
