Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2025/26,13/12/25,14,FC Ashdod,Hapoel Jerusalem,2271
2025/26,13/12/25,14,Ironi Kiryat Shmona,Hapoel Tel Aviv,6700
2025/26,13/12/25,14,Hapoel Haifa,Ironi Tiberias,2010
2025/26,13/12/25,14,Hapoel Beer Sheva,Maccabi Netanya,15321
2025/26,14/12/25,14,Maccabi Bnei Reineh,Maccabi Haifa,3496
2025/26,15/12/25,14,Maccabi Tel Aviv,Hapoel Petah Tikva,10114
2025/26,15/12/25,14,Beitar Jerusalem,Ihud Bnei Sakhnin,24729
2025/26,20/12/25,15,Hapoel Tel Aviv,Maccabi Bnei Reineh,13745
2025/26,20/12/25,15,Hapoel Jerusalem,Hapoel Haifa,2037
2025/26,20/12/25,15,Hapoel Petah Tikva,Ironi Kiryat Shmona,2912
2025/26,20/12/25,15,Ihud Bnei Sakhnin,FC Ashdod,1659
2025/26,20/12/25,15,Ironi Tiberias,Hapoel Beer Sheva,1867
2025/26,21/12/25,15,Maccabi Netanya,Maccabi Tel Aviv,10334
2025/26,22/12/25,15,Maccabi Haifa,Beitar Jerusalem,29395
2025/26,30/12/25,16,Maccabi Bnei Reineh,Ironi Kiryat Shmona,418
2025/26,30/12/25,16,Hapoel Haifa,Ihud Bnei Sakhnin,2178
2025/26,30/12/25,16,Maccabi Tel Aviv,Ironi Tiberias,15992
2025/26,31/12/25,16,Maccabi Netanya,Hapoel Petah Tikva,5088
2025/26,31/12/25,16,FC Ashdod,Maccabi Haifa,4617
2025/26,31/12/25,16,Hapoel Beer Sheva,Hapoel Jerusalem,11050
2025/26,01/01/26,16,Beitar Jerusalem,Hapoel Tel Aviv,28452
2025/26,03/01/26,17,Hapoel Jerusalem,Maccabi Tel Aviv,7833
2025/26,03/01/26,17,Ihud Bnei Sakhnin,Hapoel Beer Sheva,2765
2025/26,03/01/26,17,Hapoel Petah Tikva,Maccabi Bnei Reineh,3337
2025/26,03/01/26,17,Ironi Tiberias,Maccabi Netanya,908
2025/26,04/01/26,17,Hapoel Tel Aviv,FC Ashdod,12355
2025/26,04/01/26,17,Ironi Kiryat Shmona,Beitar Jerusalem,10122
2025/26,05/01/26,17,Maccabi Haifa,Hapoel Haifa,27794
2025/26,09/01/26,18,Maccabi Netanya,Hapoel Jerusalem,3812
2025/26,10/01/26,18,Maccabi Tel Aviv,Ihud Bnei Sakhnin,19795
2025/26,10/01/26,18,Hapoel Haifa,Hapoel Tel Aviv,7370
2025/26,10/01/26,18,Ironi Tiberias,Hapoel Petah Tikva,1212
2025/26,10/01/26,18,Beitar Jerusalem,Maccabi Bnei Reineh,20661
2025/26,10/01/26,18,Hapoel Beer Sheva,Maccabi Haifa,15260
2025/26,11/01/26,18,FC Ashdod,Ironi Kiryat Shmona,1132
2025/26,17/01/26,19,Hapoel Petah Tikva,Beitar Jerusalem,9879
2025/26,17/01/26,19,Hapoel Jerusalem,Ironi Tiberias,1768
2025/26,17/01/26,19,Maccabi Bnei Reineh,FC Ashdod,358
2025/26,17/01/26,19,Ihud Bnei Sakhnin,Maccabi Netanya,1576
2025/26,18/01/26,19,Maccabi Haifa,Maccabi Tel Aviv,28869
2025/26,19/01/26,19,Ironi Kiryat Shmona,Hapoel Haifa,624
2025/26,19/01/26,19,Hapoel Tel Aviv,Hapoel Beer Sheva,17653
2025/26,23/01/26,20,Hapoel Jerusalem,Hapoel Petah Tikva,3416
2025/26,24/01/26,20,Maccabi Netanya,Maccabi Haifa,11307
2025/26,24/01/26,20,Ironi Tiberias,Ihud Bnei Sakhnin,855
2025/26,24/01/26,20,Hapoel Haifa,Maccabi Bnei Reineh,2090
2025/26,24/01/26,20,Hapoel Beer Sheva,Ironi Kiryat Shmona,12094
2025/26,25/01/26,20,FC Ashdod,Beitar Jerusalem,4996
2025/26,26/01/26,20,Maccabi Tel Aviv,Hapoel Tel Aviv,25596
2025/26,31/01/26,21,Hapoel Tel Aviv,Maccabi Netanya,23347
2025/26,31/01/26,21,Maccabi Bnei Reineh,Hapoel Beer Sheva,2191
2025/26,31/01/26,21,Ihud Bnei Sakhnin,Hapoel Jerusalem,1667
2025/26,31/01/26,21,Beitar Jerusalem,Hapoel Haifa,22366
2025/26,31/01/26,21,Maccabi Haifa,Ironi Tiberias,24184
2025/26,01/02/26,21,Hapoel Petah Tikva,FC Ashdod,3076
2025/26,02/02/26,21,Ironi Kiryat Shmona,Maccabi Tel Aviv,6445
2025/26,07/02/26,22,Ironi Tiberias,Hapoel Tel Aviv,4658
2025/26,07/02/26,22,Hapoel Jerusalem,Maccabi Haifa,7562
2025/26,07/02/26,22,Ihud Bnei Sakhnin,Hapoel Petah Tikva,2068
2025/26,07/02/26,22,Hapoel Haifa,FC Ashdod,2310
2025/26,07/02/26,22,Maccabi Netanya,Ironi Kiryat Shmona,5188
2025/26,09/02/26,22,Maccabi Tel Aviv,Maccabi Bnei Reineh,19733
2025/26,09/02/26,22,Hapoel Beer Sheva,Beitar Jerusalem,15781
2025/26,13/02/26,23,Hapoel Tel Aviv,Hapoel Jerusalem,23093
2025/26,14/02/26,23,Hapoel Petah Tikva,Hapoel Haifa,5878
2025/26,14/02/26,23,Ironi Kiryat Shmona,Ironi Tiberias,276
2025/26,14/02/26,23,Maccabi Bnei Reineh,Maccabi Netanya,1010
2025/26,14/02/26,23,FC Ashdod,Hapoel Beer Sheva,4594
2025/26,15/02/26,23,Maccabi Haifa,Ihud Bnei Sakhnin,22432
2025/26,16/02/26,23,Beitar Jerusalem,Maccabi Tel Aviv,28926
2025/26,21/02/26,24,Maccabi Tel Aviv,FC Ashdod,23413
2025/26,21/02/26,24,Maccabi Haifa,Hapoel Petah Tikva,27120
2025/26,21/02/26,24,Hapoel Jerusalem,Ironi Kiryat Shmona,2438
2025/26,21/02/26,24,Ihud Bnei Sakhnin,Hapoel Tel Aviv,4160
2025/26,21/02/26,24,Ironi Tiberias,Maccabi Bnei Reineh,365
2025/26,22/02/26,24,Hapoel Beer Sheva,Hapoel Haifa,13555
2025/26,23/02/26,24,Maccabi Netanya,Beitar Jerusalem,12915
2025/26,04/04/26,25,Maccabi Bnei Reineh,Hapoel Jerusalem,0
2025/26,04/04/26,25,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,0
2025/26,04/04/26,25,Hapoel Beer Sheva,Hapoel Petah Tikva,0
2025/26,04/04/26,25,Beitar Jerusalem,Ironi Tiberias,0
2025/26,05/04/26,25,FC Ashdod,Maccabi Netanya,0
2025/26,05/04/26,25,Hapoel Haifa,Maccabi Tel Aviv,0
2025/26,06/04/26,25,Hapoel Tel Aviv,Maccabi Haifa,0
2025/26,11/04/26,26,Hapoel Petah Tikva,Hapoel Tel Aviv,0
2025/26,11/04/26,26,Ihud Bnei Sakhnin,Maccabi Bnei Reineh,0
2025/26,11/04/26,26,Ironi Tiberias,FC Ashdod,0
2025/26,11/04/26,26,Maccabi Netanya,Hapoel Haifa,0
2025/26,12/04/26,26,Maccabi Haifa,Ironi Kiryat Shmona,0
2025/26,12/04/26,26,Hapoel Jerusalem,Beitar Jerusalem,0
2025/26,12/04/26,26,Maccabi Tel Aviv,Hapoel Beer Sheva,729
