Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2010/11,23/10/10,7,Ironi Kiryat Shmona,Hapoel Ashkelon,0
2010/11,23/10/10,7,Maccabi Haifa,FC Ashdod,8000
2010/11,23/10/10,7,Maccabi Netanya,Hapoel Haifa,0
2010/11,23/10/10,7,Maccabi Tel Aviv,Hapoel Ramat Gan,0
2010/11,24/10/10,7,Maccabi Petah Tikva,Hapoel Tel Aviv,0
2010/11,25/10/10,7,Beitar Jerusalem,Ihud Bnei Sakhnin,0
2010/11,01/11/10,8,Hapoel Haifa,Maccabi Tel Aviv,0
2010/11,30/10/10,8,Bnei Yehuda Tel Aviv,Ihud Bnei Sakhnin,0
2010/11,30/10/10,8,FC Ashdod,Beitar Jerusalem,0
2010/11,30/10/10,8,Hapoel Acre,Ironi Kiryat Shmona,0
2010/11,30/10/10,8,Hapoel Ashkelon,Maccabi Netanya,0
2010/11,30/10/10,8,Hapoel Ramat Gan,Maccabi Petah Tikva,0
2010/11,30/10/10,8,Hapoel Tel Aviv,Hapoel Beer Sheva,0
2010/11,31/10/10,8,Hapoel Petah Tikva,Maccabi Haifa,5000
2010/11,06/11/10,9,Beitar Jerusalem,Hapoel Petah Tikva,0
2010/11,06/11/10,9,Hapoel Beer Sheva,Hapoel Ramat Gan,0
2010/11,06/11/10,9,Ihud Bnei Sakhnin,FC Ashdod,0
2010/11,06/11/10,9,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,0
2010/11,06/11/10,9,Maccabi Petah Tikva,Hapoel Haifa,0
2010/11,06/11/10,9,Maccabi Tel Aviv,Hapoel Ashkelon,0
2010/11,07/11/10,9,Maccabi Netanya,Hapoel Acre,0
2010/11,08/11/10,9,Maccabi Haifa,Hapoel Tel Aviv,14500
2010/11,13/11/10,10,Bnei Yehuda Tel Aviv,FC Ashdod,0
2010/11,13/11/10,10,Hapoel Acre,Maccabi Tel Aviv,0
2010/11,13/11/10,10,Hapoel Ashkelon,Maccabi Petah Tikva,0
2010/11,13/11/10,10,Hapoel Haifa,Hapoel Beer Sheva,0
2010/11,13/11/10,10,Hapoel Ramat Gan,Maccabi Haifa,2000
2010/11,13/11/10,10,Ironi Kiryat Shmona,Maccabi Netanya,0
2010/11,14/11/10,10,Hapoel Tel Aviv,Beitar Jerusalem,0
2010/11,15/11/10,10,Hapoel Petah Tikva,Ihud Bnei Sakhnin,0
2010/11,20/11/10,11,Beitar Jerusalem,Hapoel Ramat Gan,0
2010/11,20/11/10,11,FC Ashdod,Hapoel Petah Tikva,0
2010/11,20/11/10,11,Ihud Bnei Sakhnin,Hapoel Tel Aviv,0
2010/11,20/11/10,11,Maccabi Netanya,Bnei Yehuda Tel Aviv,0
2010/11,20/11/10,11,Maccabi Petah Tikva,Hapoel Acre,0
2010/11,20/11/10,11,Maccabi Tel Aviv,Ironi Kiryat Shmona,0
2010/11,21/11/10,11,Hapoel Beer Sheva,Hapoel Ashkelon,0
2010/11,22/11/10,11,Maccabi Haifa,Hapoel Haifa,14000
2010/11,27/11/10,12,Bnei Yehuda Tel Aviv,Hapoel Petah Tikva,0
2010/11,27/11/10,12,Hapoel Acre,Hapoel Beer Sheva,0
2010/11,27/11/10,12,Hapoel Ashkelon,Maccabi Haifa,3000
2010/11,27/11/10,12,Hapoel Haifa,Beitar Jerusalem,0
2010/11,27/11/10,12,Hapoel Ramat Gan,Ihud Bnei Sakhnin,0
2010/11,27/11/10,12,Ironi Kiryat Shmona,Maccabi Petah Tikva,0
2010/11,28/11/10,12,Hapoel Tel Aviv,FC Ashdod,0
2010/11,29/11/10,12,Maccabi Netanya,Maccabi Tel Aviv,0
2010/11,04/12/10,13,Beitar Jerusalem,Hapoel Ashkelon,0
2010/11,04/12/10,13,FC Ashdod,Hapoel Ramat Gan,0
2010/11,04/12/10,13,Hapoel Petah Tikva,Hapoel Tel Aviv,0
2010/11,04/12/10,13,Ihud Bnei Sakhnin,Hapoel Haifa,0
2010/11,04/12/10,13,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,0
2010/11,05/12/10,13,Maccabi Petah Tikva,Maccabi Netanya,0
2010/11,06/12/10,13,Hapoel Beer Sheva,Ironi Kiryat Shmona,0
2010/11,06/12/10,13,Maccabi Haifa,Hapoel Acre,6000
2010/11,11/12/10,14,Hapoel Acre,Beitar Jerusalem,0
2010/11,11/12/10,14,Hapoel Ashkelon,Ihud Bnei Sakhnin,0
2010/11,11/12/10,14,Hapoel Haifa,FC Ashdod,0
2010/11,11/12/10,14,Hapoel Ramat Gan,Hapoel Petah Tikva,0
2010/11,11/12/10,14,Maccabi Netanya,Hapoel Beer Sheva,0
2010/11,11/12/10,14,Maccabi Tel Aviv,Maccabi Petah Tikva,0
2010/11,13/12/10,14,Ironi Kiryat Shmona,Maccabi Haifa,3000
2010/11,15/12/10,14,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,0
2010/11,18/12/10,15,Beitar Jerusalem,Ironi Kiryat Shmona,0
2010/11,18/12/10,15,FC Ashdod,Hapoel Ashkelon,0
2010/11,18/12/10,15,Hapoel Tel Aviv,Hapoel Ramat Gan,0
2010/11,18/12/10,15,Ihud Bnei Sakhnin,Hapoel Acre,0
2010/11,18/12/10,15,Maccabi Haifa,Maccabi Netanya,7000
2010/11,18/12/10,15,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,0
2010/11,19/12/10,15,Hapoel Petah Tikva,Hapoel Haifa,0
2010/11,20/12/10,15,Hapoel Beer Sheva,Maccabi Tel Aviv,0
2010/11,01/01/11,16,Beitar Jerusalem,Maccabi Netanya,0
2010/11,01/01/11,16,FC Ashdod,Hapoel Acre,0
2010/11,01/01/11,16,Hapoel Beer Sheva,Maccabi Petah Tikva,0
2010/11,01/01/11,16,Hapoel Ramat Gan,Bnei Yehuda Tel Aviv,0
2010/11,01/01/11,16,Hapoel Tel Aviv,Hapoel Haifa,0
2010/11,01/01/11,16,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,0
2010/11,02/01/11,16,Hapoel Petah Tikva,Hapoel Ashkelon,0
2010/11,03/01/11,16,Maccabi Haifa,Maccabi Tel Aviv,14000
2010/11,08/01/11,17,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva,0
2010/11,08/01/11,17,Hapoel Acre,Hapoel Petah Tikva,0
2010/11,08/01/11,17,Hapoel Ashkelon,Hapoel Tel Aviv,0
2010/11,08/01/11,17,Hapoel Haifa,Hapoel Ramat Gan,0
2010/11,08/01/11,17,Ironi Kiryat Shmona,FC Ashdod,0
2010/11,08/01/11,17,Maccabi Netanya,Ihud Bnei Sakhnin,0
2010/11,09/01/11,17,Maccabi Petah Tikva,Maccabi Haifa,4000
2010/11,10/01/11,17,Maccabi Tel Aviv,Beitar Jerusalem,0
2010/11,15/01/11,18,Beitar Jerusalem,Maccabi Petah Tikva,0
2010/11,15/01/11,18,Bnei Yehuda Tel Aviv,Hapoel Haifa,0
2010/11,15/01/11,18,Hapoel Petah Tikva,Ironi Kiryat Shmona,0
2010/11,15/01/11,18,Hapoel Ramat Gan,Hapoel Ashkelon,0
2010/11,15/01/11,18,Ihud Bnei Sakhnin,Maccabi Tel Aviv,0
2010/11,15/01/11,18,Maccabi Haifa,Hapoel Beer Sheva,8000
2010/11,16/01/11,18,FC Ashdod,Maccabi Netanya,0
2010/11,17/01/11,18,Hapoel Tel Aviv,Hapoel Acre,0
2010/11,22/01/11,19,Hapoel Acre,Hapoel Ramat Gan,0
2010/11,22/01/11,19,Hapoel Ashkelon,Hapoel Haifa,0
2010/11,22/01/11,19,Hapoel Beer Sheva,Beitar Jerusalem,0
2010/11,22/01/11,19,Maccabi Haifa,Bnei Yehuda Tel Aviv,8000
2010/11,22/01/11,19,Maccabi Netanya,Hapoel Petah Tikva,0
2010/11,22/01/11,19,Maccabi Tel Aviv,FC Ashdod,0
2010/11,23/01/11,19,Maccabi Petah Tikva,Ihud Bnei Sakhnin,0
2010/11,24/01/11,19,Ironi Kiryat Shmona,Hapoel Tel Aviv,0
2010/11,29/01/11,20,Bnei Yehuda Tel Aviv,Hapoel Ashkelon,0
2010/11,29/01/11,20,FC Ashdod,Maccabi Petah Tikva,0
2010/11,29/01/11,20,Hapoel Haifa,Hapoel Acre,0
2010/11,29/01/11,20,Hapoel Petah Tikva,Maccabi Tel Aviv,0
2010/11,29/01/11,20,Hapoel Ramat Gan,Ironi Kiryat Shmona,0
2010/11,29/01/11,20,Hapoel Tel Aviv,Maccabi Netanya,0
2010/11,29/01/11,20,Ihud Bnei Sakhnin,Hapoel Beer Sheva,0
2010/11,30/01/11,20,Beitar Jerusalem,Maccabi Haifa,9000
2010/11,05/02/11,21,Beitar Jerusalem,Bnei Yehuda Tel Aviv,0
2010/11,05/02/11,21,Hapoel Acre,Hapoel Ashkelon,0
2010/11,05/02/11,21,Hapoel Beer Sheva,FC Ashdod,0
2010/11,05/02/11,21,Ironi Kiryat Shmona,Hapoel Haifa,0
2010/11,05/02/11,21,Maccabi Haifa,Ihud Bnei Sakhnin,6000
2010/11,05/02/11,21,Maccabi Netanya,Hapoel Ramat Gan,0
2010/11,05/02/11,21,Maccabi Petah Tikva,Hapoel Petah Tikva,0
2010/11,06/02/11,21,Maccabi Tel Aviv,Hapoel Tel Aviv,0
2010/11,12/02/11,22,Bnei Yehuda Tel Aviv,Hapoel Acre,0
2010/11,12/02/11,22,FC Ashdod,Maccabi Haifa,4000
2010/11,12/02/11,22,Hapoel Haifa,Maccabi Netanya,0
2010/11,12/02/11,22,Hapoel Petah Tikva,Hapoel Beer Sheva,0
2010/11,12/02/11,22,Hapoel Ramat Gan,Maccabi Tel Aviv,0
2010/11,12/02/11,22,Ihud Bnei Sakhnin,Beitar Jerusalem,0
2010/11,13/02/11,22,Hapoel Ashkelon,Ironi Kiryat Shmona,0
2010/11,14/02/11,22,Hapoel Tel Aviv,Maccabi Petah Tikva,0
2010/11,19/02/11,23,Beitar Jerusalem,FC Ashdod,0
2010/11,19/02/11,23,Hapoel Beer Sheva,Hapoel Tel Aviv,0
2010/11,19/02/11,23,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,0
2010/11,19/02/11,23,Maccabi Netanya,Hapoel Ashkelon,0
2010/11,19/02/11,23,Maccabi Petah Tikva,Hapoel Ramat Gan,0
2010/11,19/02/11,23,Maccabi Tel Aviv,Hapoel Haifa,0
2010/11,20/02/11,23,Ironi Kiryat Shmona,Hapoel Acre,0
2010/11,21/02/11,23,Maccabi Haifa,Hapoel Petah Tikva,8000
2010/11,26/02/11,24,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,0
2010/11,26/02/11,24,FC Ashdod,Ihud Bnei Sakhnin,0
2010/11,26/02/11,24,Hapoel Acre,Maccabi Netanya,0
2010/11,26/02/11,24,Hapoel Ashkelon,Maccabi Tel Aviv,0
2010/11,26/02/11,24,Hapoel Haifa,Maccabi Petah Tikva,0
2010/11,26/02/11,24,Hapoel Petah Tikva,Beitar Jerusalem,0
2010/11,26/02/11,24,Hapoel Ramat Gan,Hapoel Beer Sheva,0
2010/11,27/02/11,24,Hapoel Tel Aviv,Maccabi Haifa,15000
2010/11,05/03/11,25,FC Ashdod,Bnei Yehuda Tel Aviv,0
2010/11,05/03/11,25,Hapoel Beer Sheva,Hapoel Haifa,0
2010/11,05/03/11,25,Ihud Bnei Sakhnin,Hapoel Petah Tikva,0
2010/11,05/03/11,25,Maccabi Netanya,Ironi Kiryat Shmona,0
2010/11,05/03/11,25,Maccabi Petah Tikva,Hapoel Ashkelon,0
2010/11,05/03/11,25,Maccabi Tel Aviv,Hapoel Acre,0
2010/11,06/03/11,25,Maccabi Haifa,Hapoel Ramat Gan,7000
2010/11,07/03/11,25,Beitar Jerusalem,Hapoel Tel Aviv,0
2010/11,12/03/11,26,Hapoel Acre,Maccabi Petah Tikva,0
2010/11,12/03/11,26,Hapoel Ashkelon,Hapoel Beer Sheva,0
2010/11,12/03/11,26,Hapoel Petah Tikva,FC Ashdod,0
2010/11,12/03/11,26,Hapoel Ramat Gan,Beitar Jerusalem,0
2010/11,12/03/11,26,Hapoel Tel Aviv,Ihud Bnei Sakhnin,0
2010/11,12/03/11,26,Ironi Kiryat Shmona,Maccabi Tel Aviv,0
2010/11,13/03/11,26,Bnei Yehuda Tel Aviv,Maccabi Netanya,0
2010/11,14/03/11,26,Hapoel Haifa,Maccabi Haifa,11000
2010/11,19/03/11,27,Beitar Jerusalem,Hapoel Haifa,0
2010/11,19/03/11,27,Hapoel Beer Sheva,Hapoel Acre,0
2010/11,19/03/11,27,Maccabi Haifa,Hapoel Ashkelon,8000
2010/11,19/03/11,27,Maccabi Petah Tikva,Ironi Kiryat Shmona,0
2010/11,19/03/11,27,Maccabi Tel Aviv,Maccabi Netanya,0
2010/11,20/03/11,27,FC Ashdod,Hapoel Tel Aviv,0
2010/11,20/03/11,27,Hapoel Petah Tikva,Bnei Yehuda Tel Aviv,0
2010/11,21/03/11,27,Ihud Bnei Sakhnin,Hapoel Ramat Gan,0
2010/11,02/04/11,28,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,0
2010/11,02/04/11,28,Hapoel Acre,Maccabi Haifa,3000
2010/11,02/04/11,28,Hapoel Ashkelon,Beitar Jerusalem,0
2010/11,02/04/11,28,Hapoel Ramat Gan,FC Ashdod,0
2010/11,02/04/11,28,Ironi Kiryat Shmona,Hapoel Beer Sheva,0
2010/11,02/04/11,28,Maccabi Netanya,Maccabi Petah Tikva,0
2010/11,03/04/11,28,Hapoel Haifa,Ihud Bnei Sakhnin,0
2010/11,04/04/11,28,Hapoel Tel Aviv,Hapoel Petah Tikva,0
2010/11,09/04/11,29,Beitar Jerusalem,Hapoel Acre,0
2010/11,09/04/11,29,FC Ashdod,Hapoel Haifa,0
2010/11,09/04/11,29,Hapoel Beer Sheva,Maccabi Netanya,0
2010/11,09/04/11,29,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,0
2010/11,09/04/11,29,Ihud Bnei Sakhnin,Hapoel Ashkelon,0
2010/11,09/04/11,29,Maccabi Petah Tikva,Maccabi Tel Aviv,0
2010/11,10/04/11,29,Hapoel Petah Tikva,Hapoel Ramat Gan,0
2010/11,11/04/11,29,Maccabi Haifa,Ironi Kiryat Shmona,11000
2010/11,16/04/11,30,Hapoel Acre,Ihud Bnei Sakhnin,0
2010/11,16/04/11,30,Hapoel Ashkelon,FC Ashdod,0
2010/11,16/04/11,30,Hapoel Haifa,Hapoel Petah Tikva,0
2010/11,16/04/11,30,Hapoel Ramat Gan,Hapoel Tel Aviv,0
2010/11,16/04/11,30,Ironi Kiryat Shmona,Beitar Jerusalem,0
2010/11,16/04/11,30,Maccabi Tel Aviv,Hapoel Beer Sheva,0
2010/11,17/04/11,30,Bnei Yehuda Tel Aviv,Maccabi Petah Tikva,0
2010/11,17/04/11,30,Maccabi Netanya,Maccabi Haifa,6000
