Season,Date,Matchday,Stage,HomeTeam,AwayTeam,Score,HomeGoals,AwayGoals,Attendance,MatchURL
2021/22,25/04/22,5,Championship Round,Maccabi Tel Aviv,Hapoel Tel Aviv,5:0,5,0,25453,https://www.transfermarkt.com/maccabi-tel-aviv_hapoel-tel-aviv/index/spielbericht/3772018
2021/22,30/04/22,6,Championship Round,Ihud Bnei Sakhnin,Maccabi Tel Aviv,1:0,1,0,2500,https://www.transfermarkt.com/ihud-bnei-sakhnin_maccabi-tel-aviv/index/spielbericht/3772023
2021/22,01/05/22,6,Championship Round,Maccabi Netanya,Hapoel Beer Sheva,3:0,3,0,8178,https://www.transfermarkt.com/maccabi-netanya_hapoel-beer-sheva/index/spielbericht/3772022
2021/22,02/05/22,6,Championship Round,Hapoel Tel Aviv,Maccabi Haifa,0:2,0,2,18300,https://www.transfermarkt.com/hapoel-tel-aviv_maccabi-haifa/index/spielbericht/3772021
2021/22,07/05/22,7,Championship Round,Ihud Bnei Sakhnin,Hapoel Tel Aviv,0:0,0,0,2200,https://www.transfermarkt.com/ihud-bnei-sakhnin_hapoel-tel-aviv/index/spielbericht/3772024
2021/22,07/05/22,7,Championship Round,Maccabi Tel Aviv,Maccabi Netanya,2:1,2,1,6450,https://www.transfermarkt.com/maccabi-tel-aviv_maccabi-netanya/index/spielbericht/3772025
2021/22,07/05/22,7,Championship Round,Hapoel Beer Sheva,Maccabi Haifa,1:0,1,0,12941,https://www.transfermarkt.com/hapoel-beer-sheva_maccabi-haifa/index/spielbericht/3772026
2021/22,10/05/22,8,Championship Round,Hapoel Tel Aviv,Hapoel Beer Sheva,2:1,2,1,1600,https://www.transfermarkt.com/hapoel-tel-aviv_hapoel-beer-sheva/index/spielbericht/3772027
2021/22,10/05/22,8,Championship Round,Maccabi Haifa,Maccabi Tel Aviv,1:3,1,3,21141,https://www.transfermarkt.com/maccabi-haifa_maccabi-tel-aviv/index/spielbericht/3772028
2021/22,10/05/22,8,Championship Round,Maccabi Netanya,Ihud Bnei Sakhnin,3:0,3,0,6000,https://www.transfermarkt.com/maccabi-netanya_ihud-bnei-sakhnin/index/spielbericht/3772029
2021/22,16/05/22,9,Championship Round,Maccabi Netanya,Hapoel Tel Aviv,0:0,0,0,10772,https://www.transfermarkt.com/maccabi-netanya_hapoel-tel-aviv/index/spielbericht/3772030
2021/22,16/05/22,9,Championship Round,Ihud Bnei Sakhnin,Maccabi Haifa,0:3,0,3,0,https://www.transfermarkt.com/ihud-bnei-sakhnin_maccabi-haifa/index/spielbericht/3772031
2021/22,16/05/22,9,Championship Round,Maccabi Tel Aviv,Hapoel Beer Sheva,1:1,1,1,14762,https://www.transfermarkt.com/maccabi-tel-aviv_hapoel-beer-sheva/index/spielbericht/3772032
2021/22,21/05/22,10,Championship Round,Hapoel Tel Aviv,Maccabi Tel Aviv,0:2,0,2,23300,https://www.transfermarkt.com/hapoel-tel-aviv_maccabi-tel-aviv/index/spielbericht/3772033
2021/22,21/05/22,10,Championship Round,Hapoel Beer Sheva,Ihud Bnei Sakhnin,3:1,3,1,8527,https://www.transfermarkt.com/hapoel-beer-sheva_ihud-bnei-sakhnin/index/spielbericht/3772034
2021/22,21/05/22,10,Championship Round,Maccabi Haifa,Maccabi Netanya,4:0,4,0,29258,https://www.transfermarkt.com/maccabi-haifa_maccabi-netanya/index/spielbericht/3772035
2021/22,19/03/22,1,Relegation Round,FC Ashdod,Hapoel Nof HaGalil,2:0,2,0,420,https://www.transfermarkt.com/fc-ashdod_hapoel-nof-hagalil/index/spielbericht/3772039
2021/22,20/03/22,1,Relegation Round,Ironi Kiryat Shmona,Maccabi Petah Tikva,1:1,1,1,350,https://www.transfermarkt.com/ironi-kiryat-shmona_maccabi-petah-tikva/index/spielbericht/3772040
2021/22,20/03/22,1,Relegation Round,Hapoel Haifa,Beitar Jerusalem,1:1,1,1,3100,https://www.transfermarkt.com/hapoel-haifa_beitar-jerusalem/index/spielbericht/3772041
2021/22,21/03/22,1,Relegation Round,Hapoel Hadera,Hapoel Jerusalem,3:1,3,1,1100,https://www.transfermarkt.com/hapoel-hadera_hapoel-jerusalem/index/spielbericht/3772042
2021/22,02/04/22,2,Relegation Round,Hapoel Jerusalem,Hapoel Nof HaGalil,0:0,0,0,1989,https://www.transfermarkt.com/hapoel-jerusalem_hapoel-nof-hagalil/index/spielbericht/3772043
2021/22,02/04/22,2,Relegation Round,Maccabi Petah Tikva,Hapoel Haifa,0:0,0,0,800,https://www.transfermarkt.com/maccabi-petah-tikva_hapoel-haifa/index/spielbericht/3772045
2021/22,03/04/22,2,Relegation Round,Hapoel Hadera,Ironi Kiryat Shmona,1:4,1,4,630,https://www.transfermarkt.com/hapoel-hadera_ironi-kiryat-shmona/index/spielbericht/3772046
2021/22,03/04/22,2,Relegation Round,Beitar Jerusalem,FC Ashdod,1:0,1,0,4600,https://www.transfermarkt.com/beitar-jerusalem_fc-ashdod/index/spielbericht/3772044
2021/22,09/04/22,3,Relegation Round,Ironi Kiryat Shmona,Hapoel Jerusalem,2:1,2,1,663,https://www.transfermarkt.com/ironi-kiryat-shmona_hapoel-jerusalem/index/spielbericht/3772047
2021/22,09/04/22,3,Relegation Round,FC Ashdod,Maccabi Petah Tikva,1:0,1,0,385,https://www.transfermarkt.com/fc-ashdod_maccabi-petah-tikva/index/spielbericht/3772049
2021/22,09/04/22,3,Relegation Round,Hapoel Haifa,Hapoel Hadera,1:0,1,0,500,https://www.transfermarkt.com/hapoel-haifa_hapoel-hadera/index/spielbericht/3772048
2021/22,09/04/22,3,Relegation Round,Hapoel Nof HaGalil,Beitar Jerusalem,0:2,0,2,2000,https://www.transfermarkt.com/hapoel-nof-hagalil_beitar-jerusalem/index/spielbericht/3772050
2021/22,23/04/22,4,Relegation Round,Maccabi Petah Tikva,Hapoel Nof HaGalil,0:4,0,4,800,https://www.transfermarkt.com/maccabi-petah-tikva_hapoel-nof-hagalil/index/spielbericht/3772052
2021/22,23/04/22,4,Relegation Round,Ironi Kiryat Shmona,Hapoel Haifa,4:0,4,0,250,https://www.transfermarkt.com/ironi-kiryat-shmona_hapoel-haifa/index/spielbericht/3772054
2021/22,23/04/22,4,Relegation Round,Hapoel Jerusalem,Beitar Jerusalem,0:1,0,1,7049,https://www.transfermarkt.com/hapoel-jerusalem_beitar-jerusalem/index/spielbericht/3772051
2021/22,24/04/22,4,Relegation Round,Hapoel Hadera,FC Ashdod,2:3,2,3,506,https://www.transfermarkt.com/hapoel-hadera_fc-ashdod/index/spielbericht/3772053
2021/22,30/04/22,5,Relegation Round,Hapoel Haifa,Hapoel Jerusalem,0:2,0,2,1000,https://www.transfermarkt.com/hapoel-haifa_hapoel-jerusalem/index/spielbericht/3772055
2021/22,30/04/22,5,Relegation Round,Hapoel Nof HaGalil,Hapoel Hadera,0:2,0,2,1520,https://www.transfermarkt.com/hapoel-nof-hagalil_hapoel-hadera/index/spielbericht/3772057
2021/22,30/04/22,5,Relegation Round,Beitar Jerusalem,Maccabi Petah Tikva,2:2,2,2,5000,https://www.transfermarkt.com/beitar-jerusalem_maccabi-petah-tikva/index/spielbericht/3772058
2021/22,01/05/22,5,Relegation Round,FC Ashdod,Ironi Kiryat Shmona,1:3,1,3,444,https://www.transfermarkt.com/fc-ashdod_ironi-kiryat-shmona/index/spielbericht/3772056
2021/22,08/05/22,6,Relegation Round,Hapoel Jerusalem,Maccabi Petah Tikva,1:0,1,0,5136,https://www.transfermarkt.com/hapoel-jerusalem_maccabi-petah-tikva/index/spielbericht/3772059
2021/22,08/05/22,6,Relegation Round,Ironi Kiryat Shmona,Hapoel Nof HaGalil,2:0,2,0,500,https://www.transfermarkt.com/ironi-kiryat-shmona_hapoel-nof-hagalil/index/spielbericht/3772061
2021/22,08/05/22,6,Relegation Round,Hapoel Hadera,Beitar Jerusalem,1:2,1,2,2909,https://www.transfermarkt.com/hapoel-hadera_beitar-jerusalem/index/spielbericht/3772060
2021/22,09/05/22,6,Relegation Round,Hapoel Haifa,FC Ashdod,1:2,1,2,300,https://www.transfermarkt.com/hapoel-haifa_fc-ashdod/index/spielbericht/3772062
2021/22,14/05/22,7,Relegation Round,Beitar Jerusalem,Ironi Kiryat Shmona,3:3,3,3,3000,https://www.transfermarkt.com/beitar-jerusalem_ironi-kiryat-shmona/index/spielbericht/3772065
2021/22,14/05/22,7,Relegation Round,FC Ashdod,Hapoel Jerusalem,0:1,0,1,570,https://www.transfermarkt.com/fc-ashdod_hapoel-jerusalem/index/spielbericht/3772063
2021/22,14/05/22,7,Relegation Round,Hapoel Nof HaGalil,Hapoel Haifa,1:0,1,0,100,https://www.transfermarkt.com/hapoel-nof-hagalil_hapoel-haifa/index/spielbericht/3772064
2021/22,14/05/22,7,Relegation Round,Maccabi Petah Tikva,Hapoel Hadera,4:3,4,3,300,https://www.transfermarkt.com/maccabi-petah-tikva_hapoel-hadera/index/spielbericht/3772066
