Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2005/06,30/12/05,15,FC Ashdod,Bnei Yehuda Tel Aviv,1500
2005/06,31/12/05,15,Beitar Jerusalem,Maccabi Petah Tikva,7000
2005/06,31/12/05,15,Hapoel Kfar Saba,Maccabi Netanya,3000
2005/06,31/12/05,15,Hapoel Nazareth Illit,Maccabi Tel Aviv,2000
2005/06,31/12/05,15,Hapoel Petah Tikva,Ihud Bnei Sakhnin,4000
2005/06,06/01/06,16,Bnei Yehuda Tel Aviv,Hapoel Petah Tikva,1000
2005/06,07/01/06,16,Maccabi Haifa,Hapoel Kfar Saba,5500
2005/06,07/01/06,16,Maccabi Netanya,Hapoel Nazareth Illit,2000
2005/06,07/01/06,16,Maccabi Petah Tikva,Hapoel Tel Aviv,2000
2005/06,07/01/06,16,Maccabi Tel Aviv,FC Ashdod,8000
2005/06,08/01/06,16,Ihud Bnei Sakhnin,Beitar Jerusalem,4500
2005/06,14/01/06,17,Bnei Yehuda Tel Aviv,Ihud Bnei Sakhnin,1500
2005/06,14/01/06,17,FC Ashdod,Maccabi Netanya,2000
2005/06,14/01/06,17,Hapoel Kfar Saba,Maccabi Petah Tikva,1500
2005/06,14/01/06,17,Hapoel Nazareth Illit,Maccabi Haifa,2000
2005/06,14/01/06,17,Hapoel Petah Tikva,Maccabi Tel Aviv,2500
2005/06,15/01/06,17,Hapoel Tel Aviv,Beitar Jerusalem,14000
2005/06,20/01/06,18,Maccabi Netanya,Hapoel Petah Tikva,1800
2005/06,21/01/06,18,Beitar Jerusalem,Hapoel Kfar Saba,8000
2005/06,21/01/06,18,Ihud Bnei Sakhnin,Hapoel Tel Aviv,60
2005/06,21/01/06,18,Maccabi Petah Tikva,Hapoel Nazareth Illit,1000
2005/06,21/01/06,18,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,9000
2005/06,22/01/06,18,Maccabi Haifa,FC Ashdod,8500
2005/06,27/01/06,19,FC Ashdod,Maccabi Petah Tikva,1500
2005/06,28/01/06,19,Bnei Yehuda Tel Aviv,Maccabi Netanya,2500
2005/06,28/01/06,19,Hapoel Kfar Saba,Hapoel Tel Aviv,2500
2005/06,28/01/06,19,Hapoel Nazareth Illit,Beitar Jerusalem,2000
2005/06,28/01/06,19,Hapoel Petah Tikva,Maccabi Haifa,3000
2005/06,29/01/06,19,Maccabi Tel Aviv,Ihud Bnei Sakhnin,8500
2005/06,03/02/06,20,Ihud Bnei Sakhnin,Hapoel Kfar Saba,60
2005/06,04/02/06,20,Hapoel Tel Aviv,Hapoel Nazareth Illit,7000
2005/06,04/02/06,20,Maccabi Haifa,Bnei Yehuda Tel Aviv,6900
2005/06,04/02/06,20,Maccabi Netanya,Maccabi Tel Aviv,5500
2005/06,04/02/06,20,Maccabi Petah Tikva,Hapoel Petah Tikva,4800
2005/06,05/02/06,20,Beitar Jerusalem,FC Ashdod,11000
2005/06,10/02/06,21,Hapoel Nazareth Illit,Hapoel Kfar Saba,1500
2005/06,11/02/06,21,Bnei Yehuda Tel Aviv,Maccabi Petah Tikva,2000
2005/06,11/02/06,21,FC Ashdod,Hapoel Tel Aviv,4500
2005/06,11/02/06,21,Hapoel Petah Tikva,Beitar Jerusalem,4500
2005/06,11/02/06,21,Maccabi Netanya,Ihud Bnei Sakhnin,2500
2005/06,12/02/06,21,Maccabi Tel Aviv,Maccabi Haifa,14000
2005/06,17/02/06,22,Ihud Bnei Sakhnin,Hapoel Nazareth Illit,2800
2005/06,18/02/06,22,Hapoel Kfar Saba,FC Ashdod,2000
2005/06,18/02/06,22,Hapoel Tel Aviv,Hapoel Petah Tikva,9000
2005/06,18/02/06,22,Maccabi Haifa,Maccabi Netanya,6429
2005/06,18/02/06,22,Maccabi Petah Tikva,Maccabi Tel Aviv,2200
2005/06,19/02/06,22,Beitar Jerusalem,Bnei Yehuda Tel Aviv,15000
2005/06,24/02/06,23,Maccabi Tel Aviv,Hapoel Nazareth Illit,8000
2005/06,25/02/06,23,Bnei Yehuda Tel Aviv,Hapoel Petah Tikva,3000
2005/06,25/02/06,23,Hapoel Tel Aviv,Ihud Bnei Sakhnin,9000
2005/06,25/02/06,23,Maccabi Haifa,Hapoel Kfar Saba,6500
2005/06,25/02/06,23,Maccabi Netanya,FC Ashdod,1500
2005/06,26/02/06,23,Beitar Jerusalem,Maccabi Petah Tikva,12000
2005/06,10/03/06,24,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,1000
2005/06,11/03/06,24,Hapoel Kfar Saba,FC Ashdod,1000
2005/06,11/03/06,24,Hapoel Nazareth Illit,Maccabi Netanya,1000
2005/06,11/03/06,24,Hapoel Petah Tikva,Maccabi Tel Aviv,2000
2005/06,11/03/06,24,Maccabi Haifa,Hapoel Tel Aviv,7824
2005/06,13/03/06,24,Ihud Bnei Sakhnin,Beitar Jerusalem,4000
2005/06,17/03/06,25,Maccabi Netanya,Hapoel Petah Tikva,1500
2005/06,18/03/06,25,Bnei Yehuda Tel Aviv,Ihud Bnei Sakhnin,2000
2005/06,18/03/06,25,FC Ashdod,Hapoel Nazareth Illit,1000
2005/06,18/03/06,25,Hapoel Tel Aviv,Hapoel Kfar Saba,8500
2005/06,18/03/06,25,Maccabi Tel Aviv,Maccabi Petah Tikva,4761
2005/06,19/03/06,25,Beitar Jerusalem,Maccabi Haifa,20000
2005/06,24/03/06,26,Hapoel Petah Tikva,FC Ashdod,3000
2005/06,25/03/06,26,Hapoel Kfar Saba,Hapoel Nazareth Illit,2000
2005/06,25/03/06,26,Ihud Bnei Sakhnin,Maccabi Tel Aviv,3500
2005/06,25/03/06,26,Maccabi Haifa,Bnei Yehuda Tel Aviv,8000
2005/06,25/03/06,26,Maccabi Petah Tikva,Maccabi Netanya,1200
2005/06,26/03/06,26,Hapoel Tel Aviv,Beitar Jerusalem,15200
2005/06,01/04/06,27,Beitar Jerusalem,Hapoel Kfar Saba,7000
2005/06,01/04/06,27,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,5000
2005/06,01/04/06,27,FC Ashdod,Maccabi Petah Tikva,2000
2005/06,01/04/06,27,Maccabi Netanya,Ihud Bnei Sakhnin,2000
2005/06,02/04/06,27,Maccabi Tel Aviv,Maccabi Haifa,12000
2005/06,31/03/06,27,Hapoel Nazareth Illit,Hapoel Petah Tikva,1800
2005/06,07/04/06,28,Ihud Bnei Sakhnin,FC Ashdod,2500
2005/06,08/04/06,28,Beitar Jerusalem,Bnei Yehuda Tel Aviv,8000
2005/06,08/04/06,28,Hapoel Kfar Saba,Hapoel Petah Tikva,5000
2005/06,08/04/06,28,Maccabi Haifa,Maccabi Netanya,7252
2005/06,08/04/06,28,Maccabi Petah Tikva,Hapoel Nazareth Illit,1000
2005/06,09/04/06,28,Hapoel Tel Aviv,Maccabi Tel Aviv,10500
2005/06,14/04/06,29,Hapoel Petah Tikva,Maccabi Petah Tikva,3500
2005/06,15/04/06,29,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,2500
2005/06,15/04/06,29,FC Ashdod,Maccabi Haifa,3500
2005/06,15/04/06,29,Hapoel Nazareth Illit,Ihud Bnei Sakhnin,2000
2005/06,15/04/06,29,Maccabi Netanya,Hapoel Tel Aviv,5000
2005/06,16/04/06,29,Maccabi Tel Aviv,Beitar Jerusalem,14200
2005/06,21/04/06,30,Ihud Bnei Sakhnin,Hapoel Petah Tikva,600
2005/06,22/04/06,30,Beitar Jerusalem,Maccabi Netanya,7000
2005/06,22/04/06,30,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,3500
2005/06,22/04/06,30,Hapoel Kfar Saba,Maccabi Petah Tikva,4500
2005/06,22/04/06,30,Hapoel Tel Aviv,FC Ashdod,6000
2005/06,23/04/06,30,Maccabi Haifa,Hapoel Nazareth Illit,10000
2005/06,29/04/06,31,FC Ashdod,Beitar Jerusalem,5500
2005/06,29/04/06,31,Hapoel Nazareth Illit,Hapoel Tel Aviv,1200
2005/06,29/04/06,31,Hapoel Petah Tikva,Maccabi Haifa,2500
2005/06,29/04/06,31,Maccabi Netanya,Bnei Yehuda Tel Aviv,2000
2005/06,29/04/06,31,Maccabi Petah Tikva,Ihud Bnei Sakhnin,600
2005/06,29/04/06,31,Maccabi Tel Aviv,Hapoel Kfar Saba,3500
2005/06,05/05/06,32,Bnei Yehuda Tel Aviv,FC Ashdod,1500
2005/06,06/05/06,32,Hapoel Tel Aviv,Hapoel Petah Tikva,5500
2005/06,06/05/06,32,Maccabi Haifa,Maccabi Petah Tikva,14000
2005/06,06/05/06,32,Maccabi Tel Aviv,Maccabi Netanya,7000
2005/06,07/05/06,32,Beitar Jerusalem,Hapoel Nazareth Illit,7500
2005/06,07/05/06,32,Hapoel Kfar Saba,Ihud Bnei Sakhnin,4000
2005/06,12/05/06,33,Ihud Bnei Sakhnin,Maccabi Haifa,400
2005/06,13/05/06,33,FC Ashdod,Maccabi Tel Aviv,1500
2005/06,13/05/06,33,Hapoel Nazareth Illit,Bnei Yehuda Tel Aviv,2500
2005/06,13/05/06,33,Maccabi Netanya,Hapoel Kfar Saba,4500
2005/06,13/05/06,33,Maccabi Petah Tikva,Hapoel Tel Aviv,2000
2005/06,14/05/06,33,Hapoel Petah Tikva,Beitar Jerusalem,3000
