Season,Date,Matchday,Stage,HomeTeam,AwayTeam,Score,HomeGoals,AwayGoals,Attendance,MatchURL
2012/13,21/04/13,6,Championship Round,Bnei Yehuda Tel Aviv,Maccabi Haifa,2:1,2,1,2000,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_maccabi-haifa/index/spielbericht/2302284
2012/13,22/04/13,6,Championship Round,Hapoel Ramat haSharon,Maccabi Tel Aviv,0:2,0,2,35000,https://www.transfermarkt.com/hapoel-ramat-hasharon_maccabi-tel-aviv/index/spielbericht/2302283
2012/13,27/04/13,7,Championship Round,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,0:1,0,1,800,https://www.transfermarkt.com/ironi-kiryat-shmona_bnei-yehuda-tel-aviv/index/spielbericht/2302287
2012/13,28/04/13,7,Championship Round,Hapoel Tel Aviv,Hapoel Ramat haSharon,2:0,2,0,4400,https://www.transfermarkt.com/hapoel-tel-aviv_hapoel-ramat-hasharon/index/spielbericht/2302285
2012/13,29/04/13,7,Championship Round,Maccabi Haifa,Maccabi Tel Aviv,2:2,2,2,8500,https://www.transfermarkt.com/maccabi-haifa_maccabi-tel-aviv/index/spielbericht/2302286
2012/13,04/05/13,8,Championship Round,Maccabi Tel Aviv,Ironi Kiryat Shmona,1:0,1,0,11000,https://www.transfermarkt.com/maccabi-tel-aviv_ironi-kiryat-shmona/index/spielbericht/2302289
2012/13,05/05/13,8,Championship Round,Hapoel Ramat haSharon,Maccabi Haifa,2:1,2,1,350,https://www.transfermarkt.com/hapoel-ramat-hasharon_maccabi-haifa/index/spielbericht/2302288
2012/13,06/05/13,8,Championship Round,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,0:1,0,1,3500,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_hapoel-tel-aviv/index/spielbericht/2302290
2012/13,11/05/13,9,Championship Round,Ironi Kiryat Shmona,Maccabi Haifa,1:2,1,2,1700,https://www.transfermarkt.com/ironi-kiryat-shmona_maccabi-haifa/index/spielbericht/2302292
2012/13,11/05/13,9,Championship Round,Bnei Yehuda Tel Aviv,Hapoel Ramat haSharon,2:1,2,1,2500,https://www.transfermarkt.com/bnei-yehuda-tel-aviv_hapoel-ramat-hasharon/index/spielbericht/2302293
2012/13,13/05/13,9,Championship Round,Hapoel Tel Aviv,Maccabi Tel Aviv,2:4,2,4,10500,https://www.transfermarkt.com/hapoel-tel-aviv_maccabi-tel-aviv/index/spielbericht/2302291
2012/13,18/05/13,10,Championship Round,Hapoel Ramat haSharon,Ironi Kiryat Shmona,0:1,0,1,450,https://www.transfermarkt.com/hapoel-ramat-hasharon_ironi-kiryat-shmona/index/spielbericht/2302294
2012/13,18/05/13,10,Championship Round,Maccabi Haifa,Hapoel Tel Aviv,3:2,3,2,12000,https://www.transfermarkt.com/maccabi-haifa_hapoel-tel-aviv/index/spielbericht/2302295
2012/13,20/05/13,10,Championship Round,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,0:3,0,3,10000,https://www.transfermarkt.com/maccabi-tel-aviv_bnei-yehuda-tel-aviv/index/spielbericht/2302296
2012/13,16/03/13,1,Relegation Round,Hapoel Beer Sheva,Ihud Bnei Sakhnin,1:2,1,2,2000,https://www.transfermarkt.com/hapoel-beer-sheva_ihud-bnei-sakhnin/index/spielbericht/2302298
2012/13,16/03/13,1,Relegation Round,Hapoel Haifa,Maccabi Netanya,3:0,3,0,4500,https://www.transfermarkt.com/hapoel-haifa_maccabi-netanya/index/spielbericht/2302299
2012/13,16/03/13,1,Relegation Round,FC Ashdod,Hapoel Acre,1:2,1,2,500,https://www.transfermarkt.com/fc-ashdod_hapoel-acre/index/spielbericht/2302297
2012/13,17/03/13,1,Relegation Round,Beitar Jerusalem,Hapoel Ramat Gan,1:2,1,2,1500,https://www.transfermarkt.com/beitar-jerusalem_hapoel-ramat-gan/index/spielbericht/2302300
2012/13,30/03/13,2,Relegation Round,Hapoel Acre,Maccabi Netanya,2:0,2,0,2500,https://www.transfermarkt.com/hapoel-acre_maccabi-netanya/index/spielbericht/2302302
2012/13,30/03/13,2,Relegation Round,Hapoel Ramat Gan,Hapoel Beer Sheva,1:1,1,1,2000,https://www.transfermarkt.com/hapoel-ramat-gan_hapoel-beer-sheva/index/spielbericht/2302303
2012/13,01/04/13,2,Relegation Round,Ihud Bnei Sakhnin,Hapoel Haifa,0:0,0,0,2000,https://www.transfermarkt.com/ihud-bnei-sakhnin_hapoel-haifa/index/spielbericht/2302304
2012/13,01/04/13,2,Relegation Round,FC Ashdod,Beitar Jerusalem,2:2,2,2,1200,https://www.transfermarkt.com/fc-ashdod_beitar-jerusalem/index/spielbericht/2302301
2012/13,06/04/13,3,Relegation Round,Hapoel Haifa,Hapoel Ramat Gan,1:0,1,0,4000,https://www.transfermarkt.com/hapoel-haifa_hapoel-ramat-gan/index/spielbericht/2302307
2012/13,06/04/13,3,Relegation Round,Hapoel Beer Sheva,FC Ashdod,2:0,2,0,3500,https://www.transfermarkt.com/hapoel-beer-sheva_fc-ashdod/index/spielbericht/2302306
2012/13,06/04/13,3,Relegation Round,Maccabi Netanya,Ihud Bnei Sakhnin,1:1,1,1,6800,https://www.transfermarkt.com/maccabi-netanya_ihud-bnei-sakhnin/index/spielbericht/2302308
2012/13,08/04/13,3,Relegation Round,Beitar Jerusalem,Hapoel Acre,2:2,2,2,3000,https://www.transfermarkt.com/beitar-jerusalem_hapoel-acre/index/spielbericht/2302305
2012/13,13/04/13,4,Relegation Round,Hapoel Acre,Ihud Bnei Sakhnin,1:1,1,1,3000,https://www.transfermarkt.com/hapoel-acre_ihud-bnei-sakhnin/index/spielbericht/2302311
2012/13,13/04/13,4,Relegation Round,Hapoel Ramat Gan,Maccabi Netanya,0:0,0,0,4000,https://www.transfermarkt.com/hapoel-ramat-gan_maccabi-netanya/index/spielbericht/2302312
2012/13,13/04/13,4,Relegation Round,FC Ashdod,Hapoel Haifa,1:0,1,0,700,https://www.transfermarkt.com/fc-ashdod_hapoel-haifa/index/spielbericht/2302309
2012/13,13/04/13,4,Relegation Round,Beitar Jerusalem,Hapoel Beer Sheva,1:0,1,0,2500,https://www.transfermarkt.com/beitar-jerusalem_hapoel-beer-sheva/index/spielbericht/2302310
2012/13,20/04/13,5,Relegation Round,Hapoel Beer Sheva,Hapoel Acre,0:0,0,0,4000,https://www.transfermarkt.com/hapoel-beer-sheva_hapoel-acre/index/spielbericht/2302313
2012/13,20/04/13,5,Relegation Round,Hapoel Haifa,Beitar Jerusalem,3:1,3,1,3500,https://www.transfermarkt.com/hapoel-haifa_beitar-jerusalem/index/spielbericht/2302314
2012/13,20/04/13,5,Relegation Round,Maccabi Netanya,FC Ashdod,2:1,2,1,4200,https://www.transfermarkt.com/maccabi-netanya_fc-ashdod/index/spielbericht/2302315
2012/13,23/04/13,5,Relegation Round,Ihud Bnei Sakhnin,Hapoel Ramat Gan,1:0,1,0,5000,https://www.transfermarkt.com/ihud-bnei-sakhnin_hapoel-ramat-gan/index/spielbericht/2302316
2012/13,27/04/13,6,Relegation Round,FC Ashdod,Ihud Bnei Sakhnin,1:1,1,1,300,https://www.transfermarkt.com/fc-ashdod_ihud-bnei-sakhnin/index/spielbericht/2302317
2012/13,27/04/13,6,Relegation Round,Beitar Jerusalem,Maccabi Netanya,1:3,1,3,2500,https://www.transfermarkt.com/beitar-jerusalem_maccabi-netanya/index/spielbericht/2302318
2012/13,27/04/13,6,Relegation Round,Hapoel Acre,Hapoel Ramat Gan,2:1,2,1,2500,https://www.transfermarkt.com/hapoel-acre_hapoel-ramat-gan/index/spielbericht/2302319
2012/13,27/04/13,6,Relegation Round,Hapoel Beer Sheva,Hapoel Haifa,2:0,2,0,5000,https://www.transfermarkt.com/hapoel-beer-sheva_hapoel-haifa/index/spielbericht/2302320
2012/13,04/05/13,7,Relegation Round,Hapoel Ramat Gan,FC Ashdod,1:2,1,2,200,https://www.transfermarkt.com/hapoel-ramat-gan_fc-ashdod/index/spielbericht/2302321
2012/13,04/05/13,7,Relegation Round,Hapoel Haifa,Hapoel Acre,1:1,1,1,5000,https://www.transfermarkt.com/hapoel-haifa_hapoel-acre/index/spielbericht/2302322
2012/13,04/05/13,7,Relegation Round,Maccabi Netanya,Hapoel Beer Sheva,0:3,0,3,12000,https://www.transfermarkt.com/maccabi-netanya_hapoel-beer-sheva/index/spielbericht/2302323
2012/13,04/05/13,7,Relegation Round,Ihud Bnei Sakhnin,Beitar Jerusalem,0:0,0,0,8000,https://www.transfermarkt.com/ihud-bnei-sakhnin_beitar-jerusalem/index/spielbericht/2302324
