Season,Date,Matchday,Stage,HomeTeam,AwayTeam,Score,HomeGoals,AwayGoals,Attendance,MatchURL
2024/25,15/03/25,1,Relegation Round,Hapoel Jerusalem,Ihud Bnei Sakhnin,4:1,4,1,1438,https://www.transfermarkt.com/hapoel-jerusalem_ihud-bnei-sakhnin/index/spielbericht/4577659
2024/25,16/03/25,1,Relegation Round,Maccabi Bnei Reineh,FC Ashdod,1:1,1,1,300,https://www.transfermarkt.com/maccabi-bnei-reineh_fc-ashdod/index/spielbericht/4577660
2024/25,29/03/25,2,Relegation Round,Ihud Bnei Sakhnin,Ironi Tiberias,2:1,2,1,1334,https://www.transfermarkt.com/ihud-bnei-sakhnin_ironi-tiberias/index/spielbericht/4577646
2024/25,29/03/25,2,Relegation Round,Ironi Kiryat Shmona,Maccabi Bnei Reineh,0:3,0,3,314,https://www.transfermarkt.com/ironi-kiryat-shmona_maccabi-bnei-reineh/index/spielbericht/4577648
2024/25,29/03/25,2,Relegation Round,FC Ashdod,Hapoel Jerusalem,1:1,1,1,2280,https://www.transfermarkt.com/fc-ashdod_hapoel-jerusalem/index/spielbericht/4577647
2024/25,29/03/25,2,Relegation Round,Maccabi Petah Tikva,Hapoel Hadera,4:1,4,1,1166,https://www.transfermarkt.com/maccabi-petah-tikva_hapoel-hadera/index/spielbericht/4577645
2024/25,05/04/25,3,Relegation Round,Maccabi Bnei Reineh,Maccabi Petah Tikva,0:2,0,2,437,https://www.transfermarkt.com/maccabi-bnei-reineh_maccabi-petah-tikva/index/spielbericht/4577661
2024/25,05/04/25,3,Relegation Round,Hapoel Jerusalem,Ironi Kiryat Shmona,2:0,2,0,1392,https://www.transfermarkt.com/hapoel-jerusalem_ironi-kiryat-shmona/index/spielbericht/4577662
2024/25,06/04/25,3,Relegation Round,Ironi Tiberias,FC Ashdod,1:2,1,2,700,https://www.transfermarkt.com/ironi-tiberias_fc-ashdod/index/spielbericht/4577663
2024/25,07/04/25,3,Relegation Round,Hapoel Hadera,Ihud Bnei Sakhnin,0:1,0,1,592,https://www.transfermarkt.com/hapoel-hadera_ihud-bnei-sakhnin/index/spielbericht/4577664
2024/25,19/04/25,4,Relegation Round,Maccabi Petah Tikva,Ihud Bnei Sakhnin,1:2,1,2,1446,https://www.transfermarkt.com/maccabi-petah-tikva_ihud-bnei-sakhnin/index/spielbericht/4577653
2024/25,19/04/25,4,Relegation Round,FC Ashdod,Hapoel Hadera,4:1,4,1,756,https://www.transfermarkt.com/fc-ashdod_hapoel-hadera/index/spielbericht/4577654
2024/25,19/04/25,4,Relegation Round,Ironi Kiryat Shmona,Ironi Tiberias,0:2,0,2,177,https://www.transfermarkt.com/ironi-kiryat-shmona_ironi-tiberias/index/spielbericht/4577655
2024/25,19/04/25,4,Relegation Round,Maccabi Bnei Reineh,Hapoel Jerusalem,2:1,2,1,353,https://www.transfermarkt.com/maccabi-bnei-reineh_hapoel-jerusalem/index/spielbericht/4577656
2024/25,26/04/25,5,Relegation Round,Ihud Bnei Sakhnin,FC Ashdod,0:0,0,0,3714,https://www.transfermarkt.com/ihud-bnei-sakhnin_fc-ashdod/index/spielbericht/4577672
2024/25,26/04/25,5,Relegation Round,Hapoel Hadera,Ironi Kiryat Shmona,1:0,1,0,195,https://www.transfermarkt.com/hapoel-hadera_ironi-kiryat-shmona/index/spielbericht/4577671
2024/25,26/04/25,5,Relegation Round,Ironi Tiberias,Maccabi Bnei Reineh,2:1,2,1,1050,https://www.transfermarkt.com/ironi-tiberias_maccabi-bnei-reineh/index/spielbericht/4577670
2024/25,26/04/25,5,Relegation Round,Hapoel Jerusalem,Maccabi Petah Tikva,0:0,0,0,1343,https://www.transfermarkt.com/hapoel-jerusalem_maccabi-petah-tikva/index/spielbericht/4577669
2024/25,03/05/25,6,Relegation Round,Maccabi Petah Tikva,FC Ashdod,1:1,1,1,3127,https://www.transfermarkt.com/maccabi-petah-tikva_fc-ashdod/index/spielbericht/4577665
2024/25,03/05/25,6,Relegation Round,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,0:1,0,1,810,https://www.transfermarkt.com/ironi-kiryat-shmona_ihud-bnei-sakhnin/index/spielbericht/4577666
2024/25,03/05/25,6,Relegation Round,Maccabi Bnei Reineh,Hapoel Hadera,1:2,1,2,278,https://www.transfermarkt.com/maccabi-bnei-reineh_hapoel-hadera/index/spielbericht/4577667
2024/25,03/05/25,6,Relegation Round,Hapoel Jerusalem,Ironi Tiberias,3:1,3,1,1336,https://www.transfermarkt.com/hapoel-jerusalem_ironi-tiberias/index/spielbericht/4577668
2024/25,10/05/25,7,Relegation Round,Ironi Tiberias,Maccabi Petah Tikva,0:0,0,0,2328,https://www.transfermarkt.com/ironi-tiberias_maccabi-petah-tikva/index/spielbericht/4577649
2024/25,10/05/25,7,Relegation Round,FC Ashdod,Ironi Kiryat Shmona,4:2,4,2,4526,https://www.transfermarkt.com/fc-ashdod_ironi-kiryat-shmona/index/spielbericht/4577652
2024/25,10/05/25,7,Relegation Round,Ihud Bnei Sakhnin,Maccabi Bnei Reineh,0:1,0,1,1835,https://www.transfermarkt.com/ihud-bnei-sakhnin_maccabi-bnei-reineh/index/spielbericht/4577651
2024/25,10/05/25,7,Relegation Round,Hapoel Hadera,Hapoel Jerusalem,2:4,2,4,410,https://www.transfermarkt.com/hapoel-hadera_hapoel-jerusalem/index/spielbericht/4577650
