Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2019/20,08/12/19,13,Hapoel Hadera,Hapoel Tel Aviv,2100
2019/20,09/12/19,13,Hapoel Beer Sheva,Maccabi Haifa,14297
2019/20,14/12/19,14,Hapoel Haifa,Hapoel Kfar Saba,3030
2019/20,14/12/19,14,Hapoel Raanana,Maccabi Haifa,7512
2019/20,14/12/19,14,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,1063
2019/20,14/12/19,14,Maccabi Tel Aviv,Sekzia Ness Ziona,21187
2019/20,15/12/19,14,FC Ashdod,Hapoel Hadera,703
2019/20,15/12/19,14,Maccabi Netanya,Hapoel Tel Aviv,6500
2019/20,16/12/19,14,Hapoel Beer Sheva,Beitar Jerusalem,13350
2019/20,24/12/19,15,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,6200
2019/20,24/12/19,15,Hapoel Hadera,Hapoel Beer Sheva,1128
2019/20,24/12/19,15,Hapoel Kfar Saba,Ironi Kiryat Shmona,715
2019/20,24/12/19,15,Maccabi Haifa,Hapoel Haifa,0
2019/20,25/12/19,15,Beitar Jerusalem,Hapoel Raanana,5000
2019/20,25/12/19,15,Hapoel Tel Aviv,FC Ashdod,3432
2019/20,25/12/19,15,Sekzia Ness Ziona,Maccabi Netanya,997
2019/20,28/12/19,16,Hapoel Beer Sheva,FC Ashdod,9218
2019/20,28/12/19,16,Hapoel Raanana,Hapoel Hadera,350
2019/20,28/12/19,16,Ironi Kiryat Shmona,Maccabi Haifa,2249
2019/20,28/12/19,16,Maccabi Tel Aviv,Hapoel Kfar Saba,9459
2019/20,29/12/19,16,Maccabi Netanya,Bnei Yehuda Tel Aviv,4100
2019/20,29/12/19,16,Sekzia Ness Ziona,Hapoel Tel Aviv,2291
2019/20,30/12/19,16,Hapoel Haifa,Beitar Jerusalem,6156
2019/20,04/01/20,17,Beitar Jerusalem,Ironi Kiryat Shmona,6000
2019/20,04/01/20,17,Hapoel Hadera,Hapoel Haifa,766
2019/20,04/01/20,17,Hapoel Kfar Saba,Maccabi Netanya,1201
2019/20,05/01/20,17,FC Ashdod,Hapoel Raanana,623
2019/20,05/01/20,17,Hapoel Tel Aviv,Hapoel Beer Sheva,4550
2019/20,06/01/20,17,Bnei Yehuda Tel Aviv,Sekzia Ness Ziona,700
2019/20,06/01/20,17,Maccabi Haifa,Maccabi Tel Aviv,0
2019/20,11/01/20,18,Hapoel Haifa,FC Ashdod,1908
2019/20,11/01/20,18,Hapoel Raanana,Hapoel Beer Sheva,1800
2019/20,11/01/20,18,Ironi Kiryat Shmona,Hapoel Hadera,700
2019/20,11/01/20,18,Maccabi Netanya,Maccabi Haifa,9364
2019/20,12/01/20,18,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,4500
2019/20,12/01/20,18,Sekzia Ness Ziona,Hapoel Kfar Saba,585
2019/20,13/01/20,18,Maccabi Tel Aviv,Beitar Jerusalem,20448
2019/20,18/01/20,19,FC Ashdod,Ironi Kiryat Shmona,450
2019/20,18/01/20,19,Hapoel Hadera,Maccabi Tel Aviv,4536
2019/20,18/01/20,19,Maccabi Haifa,Sekzia Ness Ziona,18253
2019/20,19/01/20,19,Hapoel Tel Aviv,Hapoel Raanana,4430
2019/20,20/01/20,19,Beitar Jerusalem,Maccabi Netanya,6000
2019/20,20/01/20,19,Hapoel Beer Sheva,Hapoel Haifa,8651
2019/20,20/01/20,19,Hapoel Kfar Saba,Bnei Yehuda Tel Aviv,1032
2019/20,25/01/20,20,Hapoel Haifa,Hapoel Raanana,1920
2019/20,25/01/20,20,Hapoel Kfar Saba,Hapoel Tel Aviv,7543
2019/20,25/01/20,20,Ironi Kiryat Shmona,Hapoel Beer Sheva,1500
2019/20,25/01/20,20,Maccabi Tel Aviv,FC Ashdod,15942
2019/20,26/01/20,20,Beitar Jerusalem,Sekzia Ness Ziona,7800
2019/20,26/01/20,20,Maccabi Netanya,Hapoel Hadera,3694
2019/20,27/01/20,20,Bnei Yehuda Tel Aviv,Maccabi Haifa,9000
2019/20,01/02/20,21,FC Ashdod,Maccabi Netanya,1391
2019/20,01/02/20,21,Hapoel Hadera,Sekzia Ness Ziona,1280
2019/20,01/02/20,21,Hapoel Tel Aviv,Hapoel Haifa,10346
2019/20,01/02/20,21,Maccabi Haifa,Hapoel Kfar Saba,19979
2019/20,02/02/20,21,Beitar Jerusalem,Bnei Yehuda Tel Aviv,9500
2019/20,29/01/20,21,Hapoel Beer Sheva,Maccabi Tel Aviv,13193
2019/20,29/01/20,21,Hapoel Raanana,Ironi Kiryat Shmona,450
2019/20,03/02/20,22,Maccabi Tel Aviv,Hapoel Raanana,15462
2019/20,04/02/20,22,Ironi Kiryat Shmona,Hapoel Haifa,600
2019/20,04/02/20,22,Maccabi Haifa,Hapoel Tel Aviv,21594
2019/20,04/02/20,22,Sekzia Ness Ziona,FC Ashdod,180
2019/20,05/02/20,22,Bnei Yehuda Tel Aviv,Hapoel Hadera,1400
2019/20,05/02/20,22,Hapoel Kfar Saba,Beitar Jerusalem,4831
2019/20,05/02/20,22,Maccabi Netanya,Hapoel Beer Sheva,4700
2019/20,08/02/20,23,Hapoel Hadera,Hapoel Kfar Saba,1420
2019/20,08/02/20,23,Hapoel Haifa,Maccabi Tel Aviv,4445
2019/20,08/02/20,23,Hapoel Raanana,Maccabi Netanya,1143
2019/20,08/02/20,23,Hapoel Tel Aviv,Ironi Kiryat Shmona,5825
2019/20,09/02/20,23,FC Ashdod,Bnei Yehuda Tel Aviv,631
2019/20,09/02/20,23,Hapoel Beer Sheva,Sekzia Ness Ziona,7217
2019/20,10/02/20,23,Beitar Jerusalem,Maccabi Haifa,19000
2019/20,15/02/20,24,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva,4400
2019/20,15/02/20,24,Hapoel Kfar Saba,FC Ashdod,891
2019/20,15/02/20,24,Maccabi Haifa,Hapoel Hadera,17357
2019/20,15/02/20,24,Maccabi Netanya,Hapoel Haifa,7629
2019/20,16/02/20,24,Maccabi Tel Aviv,Ironi Kiryat Shmona,15890
2019/20,16/02/20,24,Sekzia Ness Ziona,Hapoel Raanana,248
2019/20,17/02/20,24,Beitar Jerusalem,Hapoel Tel Aviv,22000
2019/20,22/02/20,25,FC Ashdod,Maccabi Haifa,5500
2019/20,22/02/20,25,Hapoel Hadera,Beitar Jerusalem,3862
2019/20,22/02/20,25,Hapoel Haifa,Sekzia Ness Ziona,2711
2019/20,22/02/20,25,Ironi Kiryat Shmona,Maccabi Netanya,800
2019/20,23/02/20,25,Hapoel Beer Sheva,Hapoel Kfar Saba,2697
2019/20,23/02/20,25,Hapoel Raanana,Bnei Yehuda Tel Aviv,848
2019/20,24/02/20,25,Maccabi Tel Aviv,Hapoel Tel Aviv,26311
2019/20,01/03/20,26,Beitar Jerusalem,FC Ashdod,5000
2019/20,01/03/20,26,Maccabi Haifa,Hapoel Beer Sheva,11036
2019/20,01/03/20,26,Sekzia Ness Ziona,Ironi Kiryat Shmona,436
2019/20,29/02/20,26,Bnei Yehuda Tel Aviv,Hapoel Haifa,3000
2019/20,29/02/20,26,Hapoel Kfar Saba,Hapoel Raanana,1400
2019/20,29/02/20,26,Hapoel Tel Aviv,Hapoel Hadera,10273
2019/20,29/02/20,26,Maccabi Netanya,Maccabi Tel Aviv,6600
