Season,Date,Matchday,HomeTeam,AwayTeam,Attendance
2011/12,29/10/11,10,Hapoel Haifa,FC Ashdod,2500
2011/12,29/10/11,10,Hapoel Tel Aviv,Hapoel Rishon leZion,6500
2011/12,29/10/11,10,Maccabi Netanya,Hapoel Petah Tikva,2200
2011/12,29/10/11,10,Maccabi Petah Tikva,Maccabi Haifa,3000
2011/12,30/10/11,10,Beitar Jerusalem,Hapoel Ramat haSharon,3000
2011/12,31/10/11,10,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,5500
2011/12,05/11/11,11,FC Ashdod,Maccabi Netanya,250
2011/12,05/11/11,11,Hapoel Petah Tikva,Hapoel Beer Sheva,1500
2011/12,05/11/11,11,Hapoel Ramat haSharon,Hapoel Acre,250
2011/12,05/11/11,11,Hapoel Rishon leZion,Hapoel Haifa,1300
2011/12,05/11/11,11,Ironi Kiryat Shmona,Maccabi Petah Tikva,1000
2011/12,06/11/11,11,Ihud Bnei Sakhnin,Hapoel Tel Aviv,6000
2011/12,06/11/11,11,Maccabi Haifa,Bnei Yehuda Tel Aviv,7000
2011/12,07/11/11,11,Maccabi Tel Aviv,Beitar Jerusalem,15000
2011/12,19/11/11,12,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,2000
2011/12,19/11/11,12,Hapoel Acre,Maccabi Tel Aviv,3500
2011/12,19/11/11,12,Hapoel Beer Sheva,Maccabi Petah Tikva,1000
2011/12,19/11/11,12,Hapoel Haifa,Ihud Bnei Sakhnin,2000
2011/12,19/11/11,12,Hapoel Petah Tikva,FC Ashdod,1000
2011/12,19/11/11,12,Maccabi Netanya,Hapoel Rishon leZion,2500
2011/12,20/11/11,12,Hapoel Tel Aviv,Hapoel Ramat haSharon,5000
2011/12,21/11/11,12,Beitar Jerusalem,Maccabi Haifa,16000
2011/12,26/11/11,13,FC Ashdod,Hapoel Beer Sheva,3000
2011/12,26/11/11,13,Hapoel Ramat haSharon,Hapoel Haifa,400
2011/12,26/11/11,13,Hapoel Rishon leZion,Hapoel Petah Tikva,1200
2011/12,26/11/11,13,Ihud Bnei Sakhnin,Maccabi Netanya,3000
2011/12,26/11/11,13,Ironi Kiryat Shmona,Beitar Jerusalem,3500
2011/12,26/11/11,13,Maccabi Haifa,Hapoel Acre,10000
2011/12,27/11/11,13,Maccabi Tel Aviv,Hapoel Tel Aviv,14000
2011/12,28/11/11,13,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,500
2011/12,03/12/11,14,Beitar Jerusalem,Maccabi Petah Tikva,4500
2011/12,03/12/11,14,FC Ashdod,Hapoel Rishon leZion,4000
2011/12,03/12/11,14,Hapoel Acre,Ironi Kiryat Shmona,2500
2011/12,03/12/11,14,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv,2000
2011/12,03/12/11,14,Hapoel Petah Tikva,Ihud Bnei Sakhnin,500
2011/12,03/12/11,14,Maccabi Netanya,Hapoel Ramat haSharon,1000
2011/12,04/12/11,14,Hapoel Haifa,Maccabi Tel Aviv,4000
2011/12,05/12/11,14,Hapoel Tel Aviv,Maccabi Haifa,12000
2011/12,10/12/11,15,Hapoel Ramat haSharon,Hapoel Petah Tikva,600
2011/12,10/12/11,15,Hapoel Rishon leZion,Hapoel Beer Sheva,2500
2011/12,10/12/11,15,Ihud Bnei Sakhnin,FC Ashdod,4000
2011/12,10/12/11,15,Maccabi Haifa,Hapoel Haifa,13000
2011/12,10/12/11,15,Maccabi Petah Tikva,Hapoel Acre,1500
2011/12,10/12/11,15,Maccabi Tel Aviv,Maccabi Netanya,4800
2011/12,11/12/11,15,Bnei Yehuda Tel Aviv,Beitar Jerusalem,4000
2011/12,12/12/11,15,Ironi Kiryat Shmona,Hapoel Tel Aviv,5000
2011/12,17/12/11,16,Beitar Jerusalem,Hapoel Beer Sheva,5000
2011/12,17/12/11,16,Bnei Yehuda Tel Aviv,Hapoel Acre,2500
2011/12,17/12/11,16,Hapoel Ramat haSharon,FC Ashdod,1000
2011/12,17/12/11,16,Ihud Bnei Sakhnin,Hapoel Rishon leZion,4000
2011/12,17/12/11,16,Ironi Kiryat Shmona,Hapoel Haifa,3500
2011/12,17/12/11,16,Maccabi Tel Aviv,Hapoel Petah Tikva,8000
2011/12,18/12/11,16,Maccabi Petah Tikva,Hapoel Tel Aviv,6000
2011/12,19/12/11,16,Maccabi Haifa,Maccabi Netanya,8000
2011/12,24/12/11,17,Hapoel Beer Sheva,Ihud Bnei Sakhnin,6500
2011/12,24/12/11,17,Hapoel Haifa,Maccabi Petah Tikva,2500
2011/12,24/12/11,17,Hapoel Petah Tikva,Maccabi Haifa,7000
2011/12,24/12/11,17,Hapoel Rishon leZion,Hapoel Ramat haSharon,300
2011/12,24/12/11,17,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,8500
2011/12,24/12/11,17,Maccabi Netanya,Ironi Kiryat Shmona,1400
2011/12,25/12/11,17,FC Ashdod,Maccabi Tel Aviv,5500
2011/12,25/12/11,17,Hapoel Acre,Beitar Jerusalem,3500
2011/12,27/12/11,18,Bnei Yehuda Tel Aviv,Hapoel Haifa,1500
2011/12,28/12/11,18,Beitar Jerusalem,Hapoel Tel Aviv,10000
2011/12,28/12/11,18,Hapoel Beer Sheva,Hapoel Acre,3500
2011/12,28/12/11,18,Hapoel Ramat haSharon,Ihud Bnei Sakhnin,700
2011/12,28/12/11,18,Ironi Kiryat Shmona,Hapoel Petah Tikva,2000
2011/12,28/12/11,18,Maccabi Haifa,FC Ashdod,7000
2011/12,28/12/11,18,Maccabi Petah Tikva,Maccabi Netanya,800
2011/12,28/12/11,18,Maccabi Tel Aviv,Hapoel Rishon leZion,6000
2011/12,01/01/12,19,Hapoel Haifa,Beitar Jerusalem,2500
2011/12,02/01/12,19,FC Ashdod,Ironi Kiryat Shmona,4500
2011/12,31/12/11,19,Hapoel Petah Tikva,Maccabi Petah Tikva,6500
2011/12,31/12/11,19,Hapoel Ramat haSharon,Hapoel Beer Sheva,800
2011/12,31/12/11,19,Hapoel Rishon leZion,Maccabi Haifa,3000
2011/12,31/12/11,19,Hapoel Tel Aviv,Hapoel Acre,7500
2011/12,31/12/11,19,Ihud Bnei Sakhnin,Maccabi Tel Aviv,450
2011/12,31/12/11,19,Maccabi Netanya,Bnei Yehuda Tel Aviv,2000
2011/12,07/01/12,20,Beitar Jerusalem,Maccabi Netanya,0
2011/12,07/01/12,20,Bnei Yehuda Tel Aviv,Hapoel Petah Tikva,3000
2011/12,07/01/12,20,Hapoel Acre,Hapoel Haifa,2500
2011/12,07/01/12,20,Hapoel Beer Sheva,Hapoel Tel Aviv,6000
2011/12,07/01/12,20,Ironi Kiryat Shmona,Hapoel Rishon leZion,1200
2011/12,07/01/12,20,Maccabi Petah Tikva,FC Ashdod,800
2011/12,08/01/12,20,Maccabi Tel Aviv,Hapoel Ramat haSharon,7600
2011/12,09/01/12,20,Maccabi Haifa,Ihud Bnei Sakhnin,6000
2011/12,14/01/12,21,FC Ashdod,Bnei Yehuda Tel Aviv,2000
2011/12,14/01/12,21,Hapoel Ramat haSharon,Maccabi Haifa,2000
2011/12,14/01/12,21,Hapoel Rishon leZion,Maccabi Petah Tikva,300
2011/12,14/01/12,21,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,3000
2011/12,14/01/12,21,Maccabi Netanya,Hapoel Acre,700
2011/12,14/01/12,21,Maccabi Tel Aviv,Hapoel Beer Sheva,6750
2011/12,15/01/12,21,Hapoel Petah Tikva,Beitar Jerusalem,6000
2011/12,16/01/12,21,Hapoel Haifa,Hapoel Tel Aviv,6000
2011/12,21/01/12,22,Beitar Jerusalem,FC Ashdod,7000
2011/12,21/01/12,22,Hapoel Acre,Hapoel Petah Tikva,2000
2011/12,21/01/12,22,Hapoel Beer Sheva,Hapoel Haifa,3000
2011/12,21/01/12,22,Hapoel Tel Aviv,Maccabi Netanya,9000
2011/12,21/01/12,22,Ironi Kiryat Shmona,Hapoel Ramat haSharon,3500
2011/12,21/01/12,22,Maccabi Petah Tikva,Ihud Bnei Sakhnin,500
2011/12,22/01/12,22,Bnei Yehuda Tel Aviv,Hapoel Rishon leZion,1800
2011/12,23/01/12,22,Maccabi Haifa,Maccabi Tel Aviv,12000
2011/12,28/01/12,23,FC Ashdod,Hapoel Acre,1500
2011/12,28/01/12,23,Hapoel Ramat haSharon,Maccabi Petah Tikva,250
2011/12,28/01/12,23,Hapoel Rishon leZion,Beitar Jerusalem,3000
2011/12,28/01/12,23,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,3500
2011/12,28/01/12,23,Maccabi Haifa,Hapoel Beer Sheva,8000
2011/12,28/01/12,23,Maccabi Netanya,Hapoel Haifa,1000
2011/12,29/01/12,23,Hapoel Petah Tikva,Hapoel Tel Aviv,3000
2011/12,30/01/12,23,Maccabi Tel Aviv,Ironi Kiryat Shmona,7650
2011/12,04/02/12,24,Beitar Jerusalem,Ihud Bnei Sakhnin,6000
2011/12,04/02/12,24,Bnei Yehuda Tel Aviv,Hapoel Ramat haSharon,1500
2011/12,04/02/12,24,Hapoel Acre,Hapoel Rishon leZion,1000
2011/12,04/02/12,24,Hapoel Beer Sheva,Maccabi Netanya,2500
2011/12,04/02/12,24,Hapoel Haifa,Hapoel Petah Tikva,3000
2011/12,04/02/12,24,Hapoel Tel Aviv,FC Ashdod,12000
2011/12,04/02/12,24,Maccabi Petah Tikva,Maccabi Tel Aviv,2000
2011/12,05/02/12,24,Ironi Kiryat Shmona,Maccabi Haifa,5000
2011/12,11/02/12,25,FC Ashdod,Hapoel Haifa,1500
2011/12,11/02/12,25,Hapoel Petah Tikva,Maccabi Netanya,1500
2011/12,11/02/12,25,Hapoel Ramat haSharon,Beitar Jerusalem,1500
2011/12,11/02/12,25,Hapoel Rishon leZion,Hapoel Tel Aviv,1700
2011/12,11/02/12,25,Ihud Bnei Sakhnin,Hapoel Acre,3500
2011/12,11/02/12,25,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,6500
2011/12,12/02/12,25,Ironi Kiryat Shmona,Hapoel Beer Sheva,3000
2011/12,13/02/12,25,Maccabi Haifa,Maccabi Petah Tikva,8000
2011/12,18/02/12,26,Hapoel Acre,Hapoel Ramat haSharon,500
2011/12,18/02/12,26,Hapoel Beer Sheva,Hapoel Petah Tikva,1500
2011/12,18/02/12,26,Hapoel Haifa,Hapoel Rishon leZion,1500
2011/12,18/02/12,26,Hapoel Tel Aviv,Ihud Bnei Sakhnin,5000
2011/12,18/02/12,26,Maccabi Netanya,FC Ashdod,450
2011/12,18/02/12,26,Maccabi Petah Tikva,Ironi Kiryat Shmona,500
2011/12,19/02/12,26,Bnei Yehuda Tel Aviv,Maccabi Haifa,3500
2011/12,20/02/12,26,Beitar Jerusalem,Maccabi Tel Aviv,6500
2011/12,25/02/12,27,FC Ashdod,Hapoel Petah Tikva,2500
2011/12,25/02/12,27,Hapoel Ramat haSharon,Hapoel Tel Aviv,1000
2011/12,25/02/12,27,Hapoel Rishon leZion,Maccabi Netanya,1000
2011/12,25/02/12,27,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,4000
2011/12,25/02/12,27,Maccabi Petah Tikva,Hapoel Beer Sheva,1500
2011/12,25/02/12,27,Maccabi Tel Aviv,Hapoel Acre,6000
2011/12,26/02/12,27,Maccabi Haifa,Beitar Jerusalem,10000
2011/12,27/02/12,27,Ihud Bnei Sakhnin,Hapoel Haifa,4000
2011/12,03/03/12,28,Beitar Jerusalem,Ironi Kiryat Shmona,4000
2011/12,03/03/12,28,Bnei Yehuda Tel Aviv,Maccabi Petah Tikva,1000
2011/12,03/03/12,28,Hapoel Beer Sheva,FC Ashdod,3500
2011/12,03/03/12,28,Hapoel Haifa,Hapoel Ramat haSharon,3000
2011/12,03/03/12,28,Hapoel Petah Tikva,Hapoel Rishon leZion,4500
2011/12,03/03/12,28,Maccabi Netanya,Ihud Bnei Sakhnin,1000
2011/12,04/03/12,28,Hapoel Acre,Maccabi Haifa,4500
2011/12,05/03/12,28,Hapoel Tel Aviv,Maccabi Tel Aviv,14500
2011/12,10/03/12,29,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva,3500
2011/12,10/03/12,29,Hapoel Ramat haSharon,Maccabi Netanya,1500
2011/12,10/03/12,29,Hapoel Rishon leZion,FC Ashdod,1000
2011/12,10/03/12,29,Ihud Bnei Sakhnin,Hapoel Petah Tikva,2500
2011/12,10/03/12,29,Ironi Kiryat Shmona,Hapoel Acre,3500
2011/12,10/03/12,29,Maccabi Petah Tikva,Beitar Jerusalem,6500
2011/12,11/03/12,29,Maccabi Tel Aviv,Hapoel Haifa,6000
2011/12,12/03/12,29,Maccabi Haifa,Hapoel Tel Aviv,13000
2011/12,17/03/12,30,FC Ashdod,Ihud Bnei Sakhnin,1000
2011/12,17/03/12,30,Hapoel Acre,Maccabi Petah Tikva,1000
2011/12,17/03/12,30,Hapoel Beer Sheva,Hapoel Rishon leZion,3000
2011/12,17/03/12,30,Hapoel Haifa,Maccabi Haifa,7500
2011/12,17/03/12,30,Hapoel Petah Tikva,Hapoel Ramat haSharon,500
2011/12,17/03/12,30,Maccabi Netanya,Maccabi Tel Aviv,4000
2011/12,18/03/12,30,Hapoel Tel Aviv,Ironi Kiryat Shmona,700
2011/12,19/03/12,30,Beitar Jerusalem,Bnei Yehuda Tel Aviv,9500
